study_id,pmid,outcome,timepoint,arm_1_name,arm_1_n,arm_1_mean_or_events,arm_1_sd_or_total,arm_2_name,arm_2_n,arm_2_mean_or_events,arm_2_sd_or_total,reported_effect,reported_ci_or_p,converted_effect_size,converted_effect_se,direction_higher_is_better,extraction_note,verified_by_second_author
FRAIL-038,36341237,sppb,,,,,,,,,,,,,,,,
FRAIL-038,36341237,grip_strength,,,,,,,,,,,,,,,,
FRAIL-038,36341237,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-038,36341237,falls,,,,,,,,,,,,,,,,
FRAIL-038,36341237,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-038,36341237,adherence,,,,,,,,,,,,,,,,
FRAIL-038,36341237,dropout,,,,,,,,,,,,,,,,
FRAIL-038,36341237,adverse_events,,,,,,,,,,,,,,,,
FRAIL-039,35887850,frailty_status,,,,,,,,,,,,,,,,
FRAIL-039,35887850,frailty_score,,,,,,,,,,,,,,,,
FRAIL-039,35887850,gait_speed,,,,,,,,,,,,,,,,
FRAIL-039,35887850,sppb,,,,,,,,,,,,,,,,
FRAIL-039,35887850,grip_strength,,,,,,,,,,,,,,,,
FRAIL-039,35887850,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-039,35887850,falls,,,,,,,,,,,,,,,,
FRAIL-039,35887850,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-039,35887850,adherence,,,,,,,,,,,,,,,,
FRAIL-039,35887850,dropout,,,,,,,,,,,,,,,,
FRAIL-039,35887850,adverse_events,,,,,,,,,,,,,,,,
FRAIL-040,35766913,frailty_status,,,,,,,,,,,,,,,,
FRAIL-040,35766913,frailty_score,,,,,,,,,,,,,,,,
FRAIL-040,35766913,gait_speed,,,,,,,,,,,,,,,,
FRAIL-040,35766913,sppb,,,,,,,,,,,,,,,,
FRAIL-040,35766913,grip_strength,,,,,,,,,,,,,,,,
FRAIL-040,35766913,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-040,35766913,falls,,,,,,,,,,,,,,,,
FRAIL-040,35766913,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-040,35766913,adherence,,,,,,,,,,,,,,,,
FRAIL-040,35766913,dropout,,,,,,,,,,,,,,,,
FRAIL-040,35766913,adverse_events,,,,,,,,,,,,,,,,
FRAIL-041,35399053,frailty_status,,,,,,,,,,,,,,,,
FRAIL-041,35399053,frailty_score,,,,,,,,,,,,,,,,
FRAIL-041,35399053,gait_speed,,,,,,,,,,,,,,,,
FRAIL-041,35399053,sppb,,,,,,,,,,,,,,,,
FRAIL-041,35399053,grip_strength,,,,,,,,,,,,,,,,
FRAIL-041,35399053,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-041,35399053,falls,,,,,,,,,,,,,,,,
FRAIL-041,35399053,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-041,35399053,adherence,,,,,,,,,,,,,,,,
FRAIL-041,35399053,dropout,,,,,,,,,,,,,,,,
FRAIL-041,35399053,adverse_events,,,,,,,,,,,,,,,,
FRAIL-042,34725661,frailty_status,,,,,,,,,,,,,,,,
FRAIL-042,34725661,frailty_score,,,,,,,,,,,,,,,,
FRAIL-042,34725661,gait_speed,,,,,,,,,,,,,,,,
FRAIL-042,34725661,sppb,,,,,,,,,,,,,,,,
FRAIL-042,34725661,grip_strength,,,,,,,,,,,,,,,,
FRAIL-042,34725661,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-042,34725661,falls,,,,,,,,,,,,,,,,
FRAIL-042,34725661,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-042,34725661,adherence,,,,,,,,,,,,,,,,
FRAIL-042,34725661,dropout,,,,,,,,,,,,,,,,
FRAIL-042,34725661,adverse_events,,,,,,,,,,,,,,,,
FRAIL-043,34620081,frailty_status,,,,,,,,,,,,,,,,
FRAIL-043,34620081,frailty_score,,,,,,,,,,,,,,,,
FRAIL-043,34620081,gait_speed,,,,,,,,,,,,,,,,
FRAIL-043,34620081,sppb,,,,,,,,,,,,,,,,
FRAIL-043,34620081,grip_strength,,,,,,,,,,,,,,,,
FRAIL-043,34620081,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-043,34620081,falls,,,,,,,,,,,,,,,,
FRAIL-043,34620081,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-043,34620081,adherence,,,,,,,,,,,,,,,,
FRAIL-043,34620081,dropout,,,,,,,,,,,,,,,,
FRAIL-043,34620081,adverse_events,,,,,,,,,,,,,,,,
FRAIL-044,34449605,frailty_status,,,,,,,,,,,,,,,,
FRAIL-044,34449605,frailty_score,,,,,,,,,,,,,,,,
FRAIL-044,34449605,gait_speed,,,,,,,,,,,,,,,,
FRAIL-044,34449605,sppb,,,,,,,,,,,,,,,,
FRAIL-044,34449605,grip_strength,,,,,,,,,,,,,,,,
FRAIL-044,34449605,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-044,34449605,falls,,,,,,,,,,,,,,,,
FRAIL-044,34449605,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-044,34449605,adherence,,,,,,,,,,,,,,,,
FRAIL-044,34449605,dropout,,,,,,,,,,,,,,,,
FRAIL-044,34449605,adverse_events,,,,,,,,,,,,,,,,
FRAIL-045,34351363,frailty_status,,,,,,,,,,,,,,,,
FRAIL-045,34351363,frailty_score,,,,,,,,,,,,,,,,
FRAIL-045,34351363,gait_speed,,,,,,,,,,,,,,,,
FRAIL-045,34351363,sppb,,,,,,,,,,,,,,,,
FRAIL-045,34351363,grip_strength,,,,,,,,,,,,,,,,
FRAIL-045,34351363,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-045,34351363,falls,,,,,,,,,,,,,,,,
FRAIL-045,34351363,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-045,34351363,adherence,,,,,,,,,,,,,,,,
FRAIL-045,34351363,dropout,,,,,,,,,,,,,,,,
FRAIL-045,34351363,adverse_events,,,,,,,,,,,,,,,,
FRAIL-046,33968874,frailty_status,,,,,,,,,,,,,,,,
FRAIL-046,33968874,frailty_score,,,,,,,,,,,,,,,,
FRAIL-046,33968874,gait_speed,,,,,,,,,,,,,,,,
FRAIL-046,33968874,sppb,,,,,,,,,,,,,,,,
FRAIL-046,33968874,grip_strength,,,,,,,,,,,,,,,,
FRAIL-046,33968874,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-046,33968874,falls,,,,,,,,,,,,,,,,
FRAIL-046,33968874,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-046,33968874,adherence,,,,,,,,,,,,,,,,
FRAIL-046,33968874,dropout,,,,,,,,,,,,,,,,
FRAIL-046,33968874,adverse_events,,,,,,,,,,,,,,,,
FRAIL-047,33937294,frailty_status,,,,,,,,,,,,,,,,
FRAIL-047,33937294,frailty_score,,,,,,,,,,,,,,,,
FRAIL-047,33937294,gait_speed,,,,,,,,,,,,,,,,
FRAIL-047,33937294,sppb,,,,,,,,,,,,,,,,
FRAIL-047,33937294,grip_strength,,,,,,,,,,,,,,,,
FRAIL-047,33937294,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-047,33937294,falls,,,,,,,,,,,,,,,,
FRAIL-047,33937294,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-047,33937294,adherence,,,,,,,,,,,,,,,,
FRAIL-047,33937294,dropout,,,,,,,,,,,,,,,,
FRAIL-047,33937294,adverse_events,,,,,,,,,,,,,,,,
FRAIL-048,33742266,frailty_status,,,,,,,,,,,,,,,,
FRAIL-048,33742266,frailty_score,,,,,,,,,,,,,,,,
FRAIL-048,33742266,gait_speed,,,,,,,,,,,,,,,,
FRAIL-048,33742266,sppb,,,,,,,,,,,,,,,,
FRAIL-048,33742266,grip_strength,,,,,,,,,,,,,,,,
FRAIL-048,33742266,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-048,33742266,falls,,,,,,,,,,,,,,,,
FRAIL-048,33742266,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-048,33742266,adherence,,,,,,,,,,,,,,,,
FRAIL-048,33742266,dropout,,,,,,,,,,,,,,,,
FRAIL-048,33742266,adverse_events,,,,,,,,,,,,,,,,
FRAIL-049,33583000,frailty_status,,,,,,,,,,,,,,,,
FRAIL-049,33583000,frailty_score,,,,,,,,,,,,,,,,
FRAIL-049,33583000,gait_speed,,,,,,,,,,,,,,,,
FRAIL-049,33583000,sppb,,,,,,,,,,,,,,,,
FRAIL-049,33583000,grip_strength,,,,,,,,,,,,,,,,
FRAIL-049,33583000,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-049,33583000,falls,,,,,,,,,,,,,,,,
FRAIL-049,33583000,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-049,33583000,adherence,,,,,,,,,,,,,,,,
FRAIL-049,33583000,dropout,,,,,,,,,,,,,,,,
FRAIL-049,33583000,adverse_events,,,,,,,,,,,,,,,,
FRAIL-050,33546255,frailty_status,,,,,,,,,,,,,,,,
FRAIL-050,33546255,frailty_score,,,,,,,,,,,,,,,,
FRAIL-050,33546255,gait_speed,,,,,,,,,,,,,,,,
FRAIL-050,33546255,sppb,,,,,,,,,,,,,,,,
FRAIL-050,33546255,grip_strength,,,,,,,,,,,,,,,,
FRAIL-050,33546255,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-050,33546255,falls,,,,,,,,,,,,,,,,
FRAIL-050,33546255,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-050,33546255,adherence,,,,,,,,,,,,,,,,
FRAIL-050,33546255,dropout,,,,,,,,,,,,,,,,
FRAIL-050,33546255,adverse_events,,,,,,,,,,,,,,,,
FRAIL-051,33513714,frailty_status,,,,,,,,,,,,,,,,
FRAIL-051,33513714,frailty_score,,,,,,,,,,,,,,,,
FRAIL-051,33513714,gait_speed,,,,,,,,,,,,,,,,
FRAIL-051,33513714,sppb,,,,,,,,,,,,,,,,
FRAIL-051,33513714,grip_strength,,,,,,,,,,,,,,,,
FRAIL-051,33513714,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-051,33513714,falls,,,,,,,,,,,,,,,,
FRAIL-051,33513714,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-051,33513714,adherence,,,,,,,,,,,,,,,,
FRAIL-051,33513714,dropout,,,,,,,,,,,,,,,,
FRAIL-051,33513714,adverse_events,,,,,,,,,,,,,,,,
FRAIL-052,32114877,frailty_status,,,,,,,,,,,,,,,,
FRAIL-052,32114877,frailty_score,,,,,,,,,,,,,,,,
FRAIL-052,32114877,gait_speed,,,,,,,,,,,,,,,,
FRAIL-052,32114877,sppb,,,,,,,,,,,,,,,,
FRAIL-052,32114877,grip_strength,,,,,,,,,,,,,,,,
FRAIL-052,32114877,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-052,32114877,falls,,,,,,,,,,,,,,,,
FRAIL-052,32114877,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-052,32114877,adherence,,,,,,,,,,,,,,,,
FRAIL-052,32114877,dropout,,,,,,,,,,,,,,,,
FRAIL-052,32114877,adverse_events,,,,,,,,,,,,,,,,
FRAIL-053,33032532,frailty_status,,,,,,,,,,,,,,,,
FRAIL-053,33032532,frailty_score,,,,,,,,,,,,,,,,
FRAIL-053,33032532,gait_speed,,,,,,,,,,,,,,,,
FRAIL-053,33032532,sppb,,,,,,,,,,,,,,,,
FRAIL-053,33032532,grip_strength,,,,,,,,,,,,,,,,
FRAIL-053,33032532,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-053,33032532,falls,,,,,,,,,,,,,,,,
FRAIL-053,33032532,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-053,33032532,adherence,,,,,,,,,,,,,,,,
FRAIL-053,33032532,dropout,,,,,,,,,,,,,,,,
FRAIL-053,33032532,adverse_events,,,,,,,,,,,,,,,,
FRAIL-054,32762725,frailty_status,,,,,,,,,,,,,,,,
FRAIL-054,32762725,frailty_score,,,,,,,,,,,,,,,,
FRAIL-054,32762725,gait_speed,,,,,,,,,,,,,,,,
FRAIL-054,32762725,sppb,,,,,,,,,,,,,,,,
FRAIL-054,32762725,grip_strength,,,,,,,,,,,,,,,,
FRAIL-054,32762725,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-054,32762725,falls,,,,,,,,,,,,,,,,
FRAIL-054,32762725,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-054,32762725,adherence,,,,,,,,,,,,,,,,
FRAIL-054,32762725,dropout,,,,,,,,,,,,,,,,
FRAIL-054,32762725,adverse_events,,,,,,,,,,,,,,,,
FRAIL-055,32702879,frailty_status,,,,,,,,,,,,,,,,
FRAIL-055,32702879,frailty_score,,,,,,,,,,,,,,,,
FRAIL-055,32702879,gait_speed,,,,,,,,,,,,,,,,
FRAIL-055,32702879,sppb,,,,,,,,,,,,,,,,
FRAIL-055,32702879,grip_strength,,,,,,,,,,,,,,,,
FRAIL-055,32702879,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-055,32702879,falls,,,,,,,,,,,,,,,,
FRAIL-055,32702879,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-055,32702879,adherence,,,,,,,,,,,,,,,,
FRAIL-055,32702879,dropout,,,,,,,,,,,,,,,,
FRAIL-055,32702879,adverse_events,,,,,,,,,,,,,,,,
FRAIL-056,32545408,frailty_status,,,,,,,,,,,,,,,,
FRAIL-056,32545408,frailty_score,,,,,,,,,,,,,,,,
FRAIL-056,32545408,gait_speed,,,,,,,,,,,,,,,,
FRAIL-056,32545408,sppb,,,,,,,,,,,,,,,,
FRAIL-056,32545408,grip_strength,,,,,,,,,,,,,,,,
FRAIL-056,32545408,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-056,32545408,falls,,,,,,,,,,,,,,,,
FRAIL-056,32545408,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-056,32545408,adherence,,,,,,,,,,,,,,,,
FRAIL-056,32545408,dropout,,,,,,,,,,,,,,,,
FRAIL-056,32545408,adverse_events,,,,,,,,,,,,,,,,
FRAIL-057,32466446,frailty_status,,,,,,,,,,,,,,,,
FRAIL-057,32466446,frailty_score,,,,,,,,,,,,,,,,
FRAIL-057,32466446,gait_speed,,,,,,,,,,,,,,,,
FRAIL-057,32466446,sppb,,,,,,,,,,,,,,,,
FRAIL-057,32466446,grip_strength,,,,,,,,,,,,,,,,
FRAIL-057,32466446,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-057,32466446,falls,,,,,,,,,,,,,,,,
FRAIL-057,32466446,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-057,32466446,adherence,,,,,,,,,,,,,,,,
FRAIL-057,32466446,dropout,,,,,,,,,,,,,,,,
FRAIL-057,32466446,adverse_events,,,,,,,,,,,,,,,,
FRAIL-058,32375700,frailty_status,,,,,,,,,,,,,,,,
FRAIL-058,32375700,frailty_score,,,,,,,,,,,,,,,,
FRAIL-058,32375700,gait_speed,,,,,,,,,,,,,,,,
FRAIL-058,32375700,sppb,,,,,,,,,,,,,,,,
FRAIL-058,32375700,grip_strength,,,,,,,,,,,,,,,,
FRAIL-058,32375700,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-058,32375700,falls,,,,,,,,,,,,,,,,
FRAIL-058,32375700,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-058,32375700,adherence,,,,,,,,,,,,,,,,
FRAIL-058,32375700,dropout,,,,,,,,,,,,,,,,
FRAIL-058,32375700,adverse_events,,,,,,,,,,,,,,,,
FRAIL-059,32375239,frailty_status,,,,,,,,,,,,,,,,
FRAIL-059,32375239,frailty_score,,,,,,,,,,,,,,,,
FRAIL-059,32375239,gait_speed,,,,,,,,,,,,,,,,
FRAIL-059,32375239,sppb,,,,,,,,,,,,,,,,
FRAIL-059,32375239,grip_strength,,,,,,,,,,,,,,,,
FRAIL-059,32375239,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-059,32375239,falls,,,,,,,,,,,,,,,,
FRAIL-059,32375239,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-059,32375239,adherence,,,,,,,,,,,,,,,,
FRAIL-059,32375239,dropout,,,,,,,,,,,,,,,,
FRAIL-059,32375239,adverse_events,,,,,,,,,,,,,,,,
FRAIL-060,32259186,frailty_status,,,,,,,,,,,,,,,,
FRAIL-060,32259186,frailty_score,,,,,,,,,,,,,,,,
FRAIL-060,32259186,gait_speed,,,,,,,,,,,,,,,,
FRAIL-060,32259186,sppb,,,,,,,,,,,,,,,,
FRAIL-060,32259186,grip_strength,,,,,,,,,,,,,,,,
FRAIL-060,32259186,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-060,32259186,falls,,,,,,,,,,,,,,,,
FRAIL-060,32259186,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-060,32259186,adherence,,,,,,,,,,,,,,,,
FRAIL-060,32259186,dropout,,,,,,,,,,,,,,,,
FRAIL-060,32259186,adverse_events,,,,,,,,,,,,,,,,
FRAIL-061,32134208,frailty_status,,,,,,,,,,,,,,,,
FRAIL-061,32134208,frailty_score,,,,,,,,,,,,,,,,
FRAIL-061,32134208,gait_speed,,,,,,,,,,,,,,,,
FRAIL-061,32134208,sppb,,,,,,,,,,,,,,,,
FRAIL-061,32134208,grip_strength,,,,,,,,,,,,,,,,
FRAIL-061,32134208,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-061,32134208,falls,,,,,,,,,,,,,,,,
FRAIL-061,32134208,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-061,32134208,adherence,,,,,,,,,,,,,,,,
FRAIL-061,32134208,dropout,,,,,,,,,,,,,,,,
FRAIL-061,32134208,adverse_events,,,,,,,,,,,,,,,,
FRAIL-062,31997543,frailty_status,,,,,,,,,,,,,,,,
FRAIL-062,31997543,frailty_score,,,,,,,,,,,,,,,,
FRAIL-062,31997543,gait_speed,,,,,,,,,,,,,,,,
FRAIL-062,31997543,sppb,,,,,,,,,,,,,,,,
FRAIL-062,31997543,grip_strength,,,,,,,,,,,,,,,,
FRAIL-062,31997543,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-062,31997543,falls,,,,,,,,,,,,,,,,
FRAIL-062,31997543,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-062,31997543,adherence,,,,,,,,,,,,,,,,
FRAIL-062,31997543,dropout,,,,,,,,,,,,,,,,
FRAIL-062,31997543,adverse_events,,,,,,,,,,,,,,,,
FRAIL-063,31791364,frailty_status,,,,,,,,,,,,,,,,
FRAIL-063,31791364,frailty_score,,,,,,,,,,,,,,,,
FRAIL-063,31791364,gait_speed,,,,,,,,,,,,,,,,
FRAIL-063,31791364,sppb,,,,,,,,,,,,,,,,
FRAIL-063,31791364,grip_strength,,,,,,,,,,,,,,,,
FRAIL-063,31791364,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-063,31791364,falls,,,,,,,,,,,,,,,,
FRAIL-063,31791364,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-063,31791364,adherence,,,,,,,,,,,,,,,,
FRAIL-063,31791364,dropout,,,,,,,,,,,,,,,,
FRAIL-063,31791364,adverse_events,,,,,,,,,,,,,,,,
FRAIL-064,31466229,frailty_status,,,,,,,,,,,,,,,,
FRAIL-064,31466229,frailty_score,,,,,,,,,,,,,,,,
FRAIL-064,31466229,gait_speed,,,,,,,,,,,,,,,,
FRAIL-064,31466229,sppb,,,,,,,,,,,,,,,,
FRAIL-064,31466229,grip_strength,,,,,,,,,,,,,,,,
FRAIL-064,31466229,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-064,31466229,falls,,,,,,,,,,,,,,,,
FRAIL-064,31466229,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-064,31466229,adherence,,,,,,,,,,,,,,,,
FRAIL-064,31466229,dropout,,,,,,,,,,,,,,,,
FRAIL-064,31466229,adverse_events,,,,,,,,,,,,,,,,
FRAIL-065,31367733,frailty_status,,,,,,,,,,,,,,,,
FRAIL-065,31367733,frailty_score,,,,,,,,,,,,,,,,
FRAIL-065,31367733,gait_speed,,,,,,,,,,,,,,,,
FRAIL-065,31367733,sppb,,,,,,,,,,,,,,,,
FRAIL-065,31367733,grip_strength,,,,,,,,,,,,,,,,
FRAIL-065,31367733,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-065,31367733,falls,,,,,,,,,,,,,,,,
FRAIL-065,31367733,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-065,31367733,adherence,,,,,,,,,,,,,,,,
FRAIL-065,31367733,dropout,,,,,,,,,,,,,,,,
FRAIL-065,31367733,adverse_events,,,,,,,,,,,,,,,,
FRAIL-066,31360662,frailty_status,,,,,,,,,,,,,,,,
FRAIL-066,31360662,frailty_score,,,,,,,,,,,,,,,,
FRAIL-066,31360662,gait_speed,,,,,,,,,,,,,,,,
FRAIL-066,31360662,sppb,,,,,,,,,,,,,,,,
FRAIL-066,31360662,grip_strength,,,,,,,,,,,,,,,,
FRAIL-066,31360662,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-066,31360662,falls,,,,,,,,,,,,,,,,
FRAIL-066,31360662,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-066,31360662,adherence,,,,,,,,,,,,,,,,
FRAIL-066,31360662,dropout,,,,,,,,,,,,,,,,
FRAIL-066,31360662,adverse_events,,,,,,,,,,,,,,,,
FRAIL-067,31249332,frailty_status,,,,,,,,,,,,,,,,
FRAIL-067,31249332,frailty_score,,,,,,,,,,,,,,,,
FRAIL-067,31249332,gait_speed,,,,,,,,,,,,,,,,
FRAIL-067,31249332,sppb,,,,,,,,,,,,,,,,
FRAIL-067,31249332,grip_strength,,,,,,,,,,,,,,,,
FRAIL-067,31249332,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-067,31249332,falls,,,,,,,,,,,,,,,,
FRAIL-067,31249332,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-067,31249332,adherence,,,,,,,,,,,,,,,,
FRAIL-067,31249332,dropout,,,,,,,,,,,,,,,,
FRAIL-067,31249332,adverse_events,,,,,,,,,,,,,,,,
FRAIL-068,31133863,frailty_status,,,,,,,,,,,,,,,,
FRAIL-068,31133863,frailty_score,,,,,,,,,,,,,,,,
FRAIL-068,31133863,gait_speed,,,,,,,,,,,,,,,,
FRAIL-068,31133863,sppb,,,,,,,,,,,,,,,,
FRAIL-068,31133863,grip_strength,,,,,,,,,,,,,,,,
FRAIL-068,31133863,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-068,31133863,falls,,,,,,,,,,,,,,,,
FRAIL-068,31133863,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-068,31133863,adherence,,,,,,,,,,,,,,,,
FRAIL-068,31133863,dropout,,,,,,,,,,,,,,,,
FRAIL-068,31133863,adverse_events,,,,,,,,,,,,,,,,
FRAIL-069,31016897,frailty_status,,,,,,,,,,,,,,,,
FRAIL-069,31016897,frailty_score,,,,,,,,,,,,,,,,
FRAIL-069,31016897,gait_speed,,,,,,,,,,,,,,,,
FRAIL-069,31016897,sppb,,,,,,,,,,,,,,,,
FRAIL-069,31016897,grip_strength,,,,,,,,,,,,,,,,
FRAIL-069,31016897,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-069,31016897,falls,,,,,,,,,,,,,,,,
FRAIL-069,31016897,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-069,31016897,adherence,,,,,,,,,,,,,,,,
FRAIL-069,31016897,dropout,,,,,,,,,,,,,,,,
FRAIL-069,31016897,adverse_events,,,,,,,,,,,,,,,,
FRAIL-070,32300691,frailty_status,,,,,,,,,,,,,,,,
FRAIL-070,32300691,frailty_score,,,,,,,,,,,,,,,,
FRAIL-070,32300691,gait_speed,,,,,,,,,,,,,,,,
FRAIL-070,32300691,sppb,,,,,,,,,,,,,,,,
FRAIL-070,32300691,grip_strength,,,,,,,,,,,,,,,,
FRAIL-070,32300691,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-070,32300691,falls,,,,,,,,,,,,,,,,
FRAIL-070,32300691,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-070,32300691,adherence,,,,,,,,,,,,,,,,
FRAIL-070,32300691,dropout,,,,,,,,,,,,,,,,
FRAIL-070,32300691,adverse_events,,,,,,,,,,,,,,,,
FRAIL-071,30498835,frailty_status,,,,,,,,,,,,,,,,
FRAIL-071,30498835,frailty_score,,,,,,,,,,,,,,,,
FRAIL-071,30498835,gait_speed,,,,,,,,,,,,,,,,
FRAIL-071,30498835,sppb,,,,,,,,,,,,,,,,
FRAIL-071,30498835,grip_strength,,,,,,,,,,,,,,,,
FRAIL-071,30498835,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-071,30498835,falls,,,,,,,,,,,,,,,,
FRAIL-071,30498835,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-071,30498835,adherence,,,,,,,,,,,,,,,,
FRAIL-071,30498835,dropout,,,,,,,,,,,,,,,,
FRAIL-071,30498835,adverse_events,,,,,,,,,,,,,,,,
FRAIL-072,30138718,frailty_status,,,,,,,,,,,,,,,,
FRAIL-072,30138718,frailty_score,,,,,,,,,,,,,,,,
FRAIL-072,30138718,gait_speed,,,,,,,,,,,,,,,,
FRAIL-072,30138718,sppb,,,,,,,,,,,,,,,,
FRAIL-072,30138718,grip_strength,,,,,,,,,,,,,,,,
FRAIL-072,30138718,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-072,30138718,falls,,,,,,,,,,,,,,,,
FRAIL-072,30138718,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-072,30138718,adherence,,,,,,,,,,,,,,,,
FRAIL-072,30138718,dropout,,,,,,,,,,,,,,,,
FRAIL-072,30138718,adverse_events,,,,,,,,,,,,,,,,
FRAIL-073,29988285,frailty_status,,,,,,,,,,,,,,,,
FRAIL-073,29988285,frailty_score,,,,,,,,,,,,,,,,
FRAIL-073,29988285,gait_speed,,,,,,,,,,,,,,,,
FRAIL-073,29988285,sppb,,,,,,,,,,,,,,,,
FRAIL-073,29988285,grip_strength,,,,,,,,,,,,,,,,
FRAIL-073,29988285,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-073,29988285,falls,,,,,,,,,,,,,,,,
FRAIL-073,29988285,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-073,29988285,adherence,,,,,,,,,,,,,,,,
FRAIL-073,29988285,dropout,,,,,,,,,,,,,,,,
FRAIL-073,29988285,adverse_events,,,,,,,,,,,,,,,,
FRAIL-074,29783928,frailty_status,,,,,,,,,,,,,,,,
FRAIL-074,29783928,frailty_score,,,,,,,,,,,,,,,,
FRAIL-074,29783928,gait_speed,,,,,,,,,,,,,,,,
FRAIL-074,29783928,sppb,,,,,,,,,,,,,,,,
FRAIL-074,29783928,grip_strength,,,,,,,,,,,,,,,,
FRAIL-074,29783928,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-074,29783928,falls,,,,,,,,,,,,,,,,
FRAIL-074,29783928,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-074,29783928,adherence,,,,,,,,,,,,,,,,
FRAIL-074,29783928,dropout,,,,,,,,,,,,,,,,
FRAIL-074,29783928,adverse_events,,,,,,,,,,,,,,,,
FRAIL-075,29346524,frailty_status,,,,,,,,,,,,,,,,
FRAIL-075,29346524,frailty_score,,,,,,,,,,,,,,,,
FRAIL-075,29346524,gait_speed,,,,,,,,,,,,,,,,
FRAIL-075,29346524,sppb,,,,,,,,,,,,,,,,
FRAIL-075,29346524,grip_strength,,,,,,,,,,,,,,,,
FRAIL-075,29346524,adl_iadl,,,,,,,,,,,,,,,,
FRAIL-075,29346524,falls,,,,,,,,,,,,,,,,
FRAIL-075,29346524,quality_of_life,,,,,,,,,,,,,,,,
FRAIL-075,29346524,adherence,,,,,,,,,,,,,,,,
FRAIL-075,29346524,dropout,,,,,,,,,,,,,,,,
FRAIL-075,29346524,adverse_events,,,,,,,,,,,,,,,,
