pmid,doi,title,year,journal,url,priority_reason,abstract,screen_decision,fulltext_priority,round2_decision,round2_reason,setting_code,component_code,high_confidence_decision,high_confidence_reason,intervention_node_prelim
36031320,10.1016/j.identj.2022.06.010,Decline in Oral Function and Its Management.,2022,International dental journal,https://pubmed.ncbi.nlm.nih.gov/36031320/,Community/primary-care frailty RCT candidate,"With the renewed focus on eating abilities in the ageing population, new concepts referred to as oral frailty and oral hypofunction have been introduced in Japan. We aimed to provide an overview of (i) the evaluation and management of oral function in ageing populations according to oral frailty and oral hypofunction and (ii) recent scientific evidence of the associations of poor oral function with physical function and nutritional status. Both oral frailty and oral hypofunction are multidimensional concepts that describe poor oral function. In epidemiologic and/or clinical settings, they are defined as the accumulation of factors leading to poor oral status. Oral hypofunction is a core component of oral frailty. To date, there are no systematic strategies for addressing oral frailty or oral hypofunction. Nevertheless, recent randomised controlled trials revealed that several components of oral function can be improved through appropriate training. On the other hand, multiple observational studies published in recent years have demonstrated that oral frailty and oral hypofunction are associated with physical function (gait performance, frailty, and sarcopenia) and nutritional status (low protein intake, poor dietary diversity, and malnutrition) in community-dwelling older adults. Moreover, studies have reported a significant association between insufficient participation in social networks and poor oral function. However, most of the studies conducted to date have utilised a cross-sectional design, which does not permit assessment of the temporal association between comprehensive oral function and general health. Maintaining good oral function may be key to longevity. However, evidence is limited thus far, and comprehensive oral function has not been studied in detail; thus, additional high-quality studies are needed.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,nutrition;digital_home,exclude_before_extraction,Non-randomized observational design,nutrition_only
35677205,10.3389/fnagi.2022.845825,"Does Cognitive Training Improve Mobility, Enhance Cognition, and Promote Neural Activation?",2022,Frontiers in aging neuroscience,https://pubmed.ncbi.nlm.nih.gov/35677205/,Community/primary-care frailty RCT candidate,"A close inter-relationship between mobility and cognition is reported in older adults, with improvements in gait performance noticeable after cognitive remediation in frail individuals. The aim of this study was to evaluate the efficacy of computerized cognitive training (CCT) on mobility in healthy, independently living older adults, and to determine whether CCT is associated with changes in neural activation for mobility-related brain processes. Using a randomized single-blind control design, sixty-three non-demented adults age 60 y and older (mean age = 67 y; 76% female, mean Montreal Cognitive Assessment [MoCA] score = 27) were recruited from a local Senior Activity Center. Participants were randomly assigned to either a 2-month CCT program (8 weeks, 3x/week, 40 min/session) or a wait-list control group. Primary outcome was self-selected gait speed during single- and dual-task walking. Secondary outcome was executive function on Trail Making Test (TMT), Part B. Neural activity was assessed via electroencephalography/event-related potentials (EEG/ERPs) targeting lower-limb performance. Results from a linear mixed effect model, adjusted for baseline MoCA score, age, gender, and study completion revealed that compared to controls, CCT improved gait speed during the dual-task (p = 0.008) but not during the single-task walking condition (p = 0.057). CCT also improved executive function (p = 0.024). Further, shorter foot reaction time responses (p = 0.019) were found with enhanced neural activation over sensorimotor areas, with shorter ERP latencies during the P2 component (p = 0.008) and enhanced motor responses (p = 0.009) also evident in the CCT group after the intervention. Overall, the electrophysiological findings suggest possible neural adaptations that could explain improvements in mobility and executive functions associated with CCT in healthy older adults.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,unclear,aerobic_walking,exclude_before_extraction,Healthy older-adult trial rather than prefrail/frail population,exercise_only
36098968,10.1001/jamanetworkopen.2022.31206,Effect of Vitamin D3 and Omega-3 Fatty Acid Supplementation on Risk of Frailty: An Ancillary Study of a Randomized Clinical Trial.,2022,JAMA network open,https://pubmed.ncbi.nlm.nih.gov/36098968/,Community/primary-care frailty RCT candidate,"Preventive strategies for frailty are needed. Whether supplements with anti-inflammatory properties, such as vitamin D3 or marine omega-3 fatty acids, are useful for frailty prevention is unknown. To test the effects of vitamin D3 and omega-3 supplements on change in frailty in older individuals. This study was conducted in 2021, as a prespecified ancillary to the Vitamin D and Omega-3 (VITAL) trial, a 2 × 2 factorial randomized clinical trial. A total of 25 871 individuals (men aged ≥50 years and women aged ≥55 years), without cancer or cardiovascular disease and with data on frailty, were recruited across all 50 US states from November 2011 to March 2014 and followed up through December 31, 2017. Data analysis for the ancillary study was conducted from December 1, 2019, to March 30, 2022. Vitamin D3, 2000 IU/d, and marine omega-3 fatty acids, 1 g/d. Frailty was measured using a validated 36-item frailty index that includes measures of function, cognition, mood, and comorbidities from annual questionnaires. Change in frailty score from baseline to year 5, according to randomization, using an intention-to-treat protocol, was assessed using repeated measures. Cox proportional hazards regression models assessed incident frailty. In subgroup analysis, an alternative frailty definition, the physical phenotype, was used as a sensitivity analysis. Of 25 871 VITAL trial participants randomized, 25 057 had sufficient data to calculate a frailty index. Baseline mean (SD) age was 67.2 (7.0) years, and 12 698 (50.7.%) were women. Mean (SD) frailty score was 0.109 (0.090) (range, 0.00-0.685), and 3174 individuals (12.7%) were frail. During a median 5-year follow-up, mean (SD) frailty scores increased to 0.121 (0.099) (range, 0.00-0.792). Neither vitamin D3 nor omega-3 fatty acid supplementation affected mean frailty scores over time (mean difference at year 5: vitamin D3, -0.0002; P = .85; omega-3 fatty acid, -0.0001; P = .90) or rate of change in mean frailty score (interaction with time: vitamin D3; P = .98; omega-3 fatty acid; P = .13) Incident frailty remained similar over time (interaction with time: vitamin D3, P = .90; omega-3 fatty acid; P = .32). Results were unchanged using the frailty physical phenotype. In this ancillary study of the VITAL randomized clinical trial, treatment with vitamin D3 or omega-3 fatty acid supplementation, compared with placebo, did not affect the rate of frailty change or incidence over time. These results do not support routine use of either vitamin D3 or omega-3 fatty acid supplementation for frailty prevention in generally healthy community-dwelling older adults not selected for vitamin D3 deficiency. ClinicalTrials.gov Identifier: NCT01169259.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,nutrition,exclude_before_extraction,Protocol/design/baseline paper,nutrition_only
36102762,10.1016/S2666-7568(22)00124-6,Effectiveness of a complex intervention of group-based nutrition and physical activity to prevent frailty in pre-frail older adults (SUPER): a randomised controlled trial.,2022,The lancet. Healthy longevity,https://pubmed.ncbi.nlm.nih.gov/36102762/,Community/primary-care frailty RCT candidate,"The increasing prevalence of frailty with age is becoming a public health priority in countries with ageing populations. Pre-frailty presents a window of opportunity to prevent the development of frailty in community-dwelling older adults. This study aimed to examine the effectiveness of a complex intervention that combined a nutrition-based intervention and a physical activity intervention, along with the effectiveness of each intervention individually, to reduce physical frailty in pre-frail older adults over 2 years. In this single-blind, 2 x 2 factorial, randomised, controlled trial, we recruited pre-frail community-dwelling older adults in Aotearoa New Zealand via mail through general medical practices. To be eligible, participants had to be pre-frail according to self-reported FRAIL scores of 1 or 2, aged 75 years or older (or 60 years or older for Māori and Pacific Peoples), not terminally ill or with advanced dementia as judged by a general practitioner, able to stand, medically safe to participate in low-intensity exercise, and able to use kitchen utensils safely. Participants were randomly allocated to receive an 8-week Senior Chef programme (SC group), a 10-week Steady As You Go programme (SAYGO group), a 10-week combined SC and SAYGO intervention (combined group), or a 10-week social programme (control group), using computer-generated block randomisation administered through an electronic data capture system by local study coordinators. Assessors were masked to group allocation for all assessments. SC is a group-based nutrition education and cooking class programme (3 h weekly), SAYGO is a group-based strength and balance exercise programme (1 h weekly), and the social control programme was a seated, group socialising activity (once a week). Masked assessors ascertained Fried frailty scores at baseline, end of intervention, and at 6, 12, and 24 months after the programme. The primary outcome was change in Fried frailty score at 2 years. Intention-to-treat analyses were completed for all randomised participants, and all participants who had a high (≥75%) adherence were analysed per protocol. This study is registered at ANZCTR, ACTRN12614000827639. Between May 12, 2016 and April 9, 2018, we assessed 2678 older adults for eligibility, of whom 468 (17%) consented and completed baseline assessment, with a mean age of 80·3 years (SD 5·1) and a mean Fried score of 1·9 (1·2); 59% were women. We randomly allocated these participants into the four groups: 117 in the SC group, 118 in the SAYGO group, 118 in the combined group, and 115 in the control group; 318 participants attended the 24-month follow-up: 89 in the SC group, 78 in the SAYGO group, 73 in the combined group, and 78 in the control group. At the 24-month follow-up, there were no differences in mean Fried scores between the intervention groups and the control group. No adverse events were reported. The study did not find that the combined SC and SAYGO programme was effective in reducing frailty in pre-frail older adults. Although some short-term benefits were observed in each individual programme, there was no clear evidence of long-term impact. Further research is needed to evaluate combinations of group-based programmes for community-dwelling older adults to optimise their physical function. Health Research Council New Zealand and Ageing Well Challenge (Ministry of Business Innovation and Employment).",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,resistance;balance;nutrition,exclude_before_extraction,Protocol/design/baseline paper,exercise_plus_nutrition
35098980,10.14283/jpad.2021.40,Effects of Mindfulness-Based Tai Chi Chuan on Physical Performance and Cognitive Function among Cognitive Frailty Older Adults: A Six-Month Follow-Up of a Randomized Controlled Trial.,2022,The journal of prevention of Alzheimer's disease,https://pubmed.ncbi.nlm.nih.gov/35098980/,Community/primary-care frailty RCT candidate,"To assess the effectiveness of a mindfulness-based Tai Chi Chuan on physical performance and cognitive function among cognitive frailty older adults. A single-blind,three-arm randomized controlled trial. Three communities in Daqing, China. The study sample comprised 93 men and women aged 65 years or older who were able to walk more than 10 m without helping tools, scored 0.5 on Clinical Dementia Rating (CDR) and absence of concurrent dementia, identified pre-frailty (scored 1-2 on Fried Frailty Criteria) and frailty older adults (scored 3-5 on Fried Frailty Criteria). Subjects were randomly allocated to three groups: Group1, which received mindfulness intervention (formal and informal mindfulness practices); Group 2, which received Tai-Chi Chuan intervention; Group 3, which received MTCC intervention. The primary outcomes was cognitive frailty rate(measured by Fried Frailty Criteria and Clinical Dementia Rating-CDR) , the secondary outcome were cognitive function (measured by Min-Mental State Examination-MMES) and physical level (measured by Short physical performance battery- SPPB, Timed up and Go test-TUG and the 30-second Chair test). They were all assessed at Time 1-baseline, Time 2-after the end of 6-month intervention and the follow up (Time 3-half year after the end of 6-month intervention). The baseline characteristics did not differ among the groups.Improvements in the cognitive function (MMES), physical performance (SPPB, TUG, 30-second Chair test) were significantly difference between time-group interaction (p<.05). The rate of CF was significantly different among groups at 6-month follow-up period (χ2=6.37, p<.05). A lower prevalence of frailty and better cognitive function and physical performance were found in the Group 3 compared with other two groups at the follow-up period (p<.05). MTCC seems to be effectively reverse CF, improving the cognitive and physical function among older adults, suggesting that MTCC is a preferably intervention option in community older adults with cognitive frailty.",include_title_abs,A_primary_fulltext,secondary_disease_specific,Disease-rehabilitation population; secondary/sensitivity only,community,mind_body,exclude_before_extraction,Protocol/design/baseline paper,mind_body
35150086,10.1002/jcsm.12925,"Effects of Vivifrail multicomponent intervention on functional capacity: a multicentre, randomized controlled trial.",2022,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/35150086/,Community/primary-care frailty RCT candidate,"Physical exercise is an effective strategy for preserving functional capacity and improving the symptoms of frailty in older adults. In addition to functional gains, exercise is considered to be a cornerstone for enhancing cognitive function in frail older adults with cognitive impairment and dementia. We assessed the effects of the Vivifrail exercise intervention for functional capacity, cognition, and well-being status in community-dwelling older adults. In a multicentre randomized controlled trial conducted in three tertiary hospitals in Spain, a total of 188 older patients with mild cognitive impairment or mild dementia (aged >75 years) were randomly assigned to an exercise intervention (n = 88) or a usual-care, control (n = 100) group. The intervention was based on the Vivifrail tailored multicomponent exercise programme, which included resistance, balance, flexibility (3 days/week), and gait-retraining exercises (5 days/week) and was performed for three consecutive months (http://vivifrail.com). The usual-care group received habitual outpatient care. The main endpoint was change in functional capacity from baseline to 1 and 3 months, assessed with the Short Physical Performance Battery (SPPB). Secondary endpoints were changes in cognitive function and handgrip strength after 1 and 3 months, and well-being status, falls, hospital admission rate, visits to the emergency department, and mortality after 3 months. The Vivifrail exercise programme provided significant benefits in functional capacity over usual-care. The mean adherence to the exercise sessions was 79% in the first month and 68% in the following 2 months. The intervention group showed a mean increase (over the control group) of 0.86 points on the SPPB scale (95% confidence interval [CI] 0.32, 1.41 points; P < 0.01) after 1 month of intervention and 1.40 points (95% CI 0.82, 1.98 points; P < 0.001) after 3 months. Participants in the usual-care group showed no significant benefit in functional capacity (mean change of -0.17 points [95% CI -0.54, 0.19 points] after 1 month and -0.33 points [95% CI -0.70, 0.04 points] after 3 months), whereas the exercise intervention reversed this trend (0.69 points [95% CI 0.29, 1.09 points] after 1 month and 1.07 points [95% CI 0.63, 1.51 points] after 3 months). Exercise group also obtained significant benefits in cognitive function, muscle function, and depression after 3 months over control group (P < 0.05). No between-group differences were obtained in other secondary endpoints (P > 0.05). The Vivifrail exercise training programme is an effective and safe therapy for improving functional capacity in community-dwelling frail/prefrail older patients with mild cognitive impairment or mild dementia and also seems to have beneficial effect on cognition, muscle function, and mood status.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,resistance;balance;multicomponent_exercise,exclude_before_extraction,"Disease-specific, post-acute or hospital rehabilitation population",multicomponent_exercise
36580558,10.1093/ageing/afac303,Effects of a 12-week Vivifrail exercise program on intrinsic capacity among frail cognitively impaired community-dwelling older adults: secondary analysis of a multicentre randomised clinical trial.,2022,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/36580558/,Community/primary-care frailty RCT candidate,"The World Health Organisation recently defined the construct of intrinsic capacity (IC), a function-based marker of older adult's health encompassing all mental and physical capacities of the individual. Multicomponent physical exercise (MCE) is a potential intervention capable to maintain/increase IC at older age; however, evidence is scarce on the effects of MCE on IC in cognitively impaired pre-frail/frail older adults. Secondary analyses of a randomised clinical trial. One hundred and eighty-eight older outpatients (age = 84.06 ± 4.77, 70.2% women) presenting with pre-frailty/frailty (according to Fried Criteria) and mild cognitive impairment (MCI)/mild dementia were recruited in the Geriatric clinics of three tertiary hospitals in Spain. Subjects were randomised to participate in the 12-week home-based individualised Vivifrail MCE or usual care. An IC index was created based on the z-score of the locomotion (Short Physical Performance Battery), cognitive (Montreal Cognitive Assessment), psychology (15-item Geriatric Depression Scale Yesavage) and vitality (handgrip strength) domains. After the 3-month intervention, linear mixed models showed significant between-group differences in the evolution of the IC composite score (β=0.48; 95% confidence interval [CI] = 0.24, 0.74; P < 0.001), IC Locomotion (β = 0.42; 95% CI = 0.10, 0.74; P < 0.001), IC Cognition (β = 0.45; 95% CI = 0.03, 0.87; P < 0.05) and IC Vitality domains (β = 0.50; 95% CI = 0.25, 0.74 at 3-month) favouring the MCE group. The 12-week Vivifrail multicomponent exercise program is an effective strategy to enhance IC, especially in terms of locomotion, cognition and vitality IC domains in community-dwelling older adults with pre-frailty/frailty and MCI/mild dementia, compared to usual care.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,home,resistance;multicomponent_exercise;digital_home,exclude_before_extraction,"Disease-specific, post-acute or hospital rehabilitation population",multicomponent_exercise
35766913,10.24095/hpcdp.42.6.02,"Encouraging older adults with pre-frailty and frailty to ""MoveStrong"": an analysis of secondary outcomes for a pilot randomized controlled trial.",2022,"Health promotion and chronic disease prevention in Canada : research, policy and practice",https://pubmed.ncbi.nlm.nih.gov/35766913/,Community/primary-care frailty RCT candidate,"This 8-week pilot stepped-wedge randomized controlled trial evaluated the MoveStrong program for teaching adults who have frailty/pre-frailty about balance and functional strength training and sufficient protein intake to prevent falls and improve mobility. We recruited individuals aged 60 years and over, with a FRAIL scale score of 1 or higher and at least one chronic condition, who were not currently strength training. The program included 16 exercise physiologist-led hour-long group sessions and two dietitian-led hour-long nutrition sessions. We analyzed secondary outcomes-weight, gait speed, grip strength, physical capacity (fatigue levels), sit-to-stand functioning, dynamic balance, health-related quality of life (HRQoL), physical activity levels and protein intake-using a paired t test and a generalized estimating equation (GEE). Of 44 participants (mean [SD] age 79 [9.82] years), 35 were pre-frail and 9 were frail. At follow-up, participants had significantly improved grip strength (1.63 kg, 95% CI: 0.62 to 2.63); sit-to-stand functioning (2 sit-to-stands, 95% CI: 1 to 3); and dynamic balance (1.68 s, 95% CI: 0.47 to 2.89). There were no significant improvements in gait speed, HRQoL index scores, self-rated health, physical activity levels (aerobic activity and strength training) or protein intake. GEE analysis revealed an interaction between exposure to MoveStrong and gait speed, sit-to-stand functioning, dynamic balance and HRQoL index scores. The total cost to administer the program and purchase equipment was CAD 14 700, equivalent to CAD 377 per participant. Exploratory analyses suggest MoveStrong exercises may improve gait speed, sit-to-stand functioning, dynamic balance and HRQoL index scores in older individuals who are frail and pre-frail.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,unclear,resistance;balance;aerobic_walking;nutrition,extract_now,High-confidence community/home/primary-care frailty RCT candidate,exercise_plus_nutrition
36045320,10.1186/s12877-022-03370-3,Exercise interventions for older people with cognitive frailty-a scoping review.,2022,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/36045320/,Implementation-relevant frailty RCT candidate,"As the global population ages, the issue of frailty in older people is gaining international attention. As one of the major subtypes of frailty, cognitive frailty is a heterogeneous clinical manifestation characterised by the co-existence of physical decline and cognitive impairment. The occurrence of cognitive frailty increases the risk of adverse health outcomes in older people, affecting their daily functioning and quality of life. However, cognitive frailty is a reversible state, and many interventions have been explored, with exercise interventions playing an important role in the non-pharmacological management of cognitive frailty. This study describes and summarises current exercise interventions for older people with cognitive frailty (including parameters such as mode, frequency and duration of exercise) and identifies the limitations of existing studies to inform future exercise interventions for older people with cognitive frailty. Using a scoping review approach, Chinese and English literature published in PubMed, Web of Science, Cochrane Library, Embase, China Knowledge Network, Wanfang Database, China Biomedical Literature Database (SinoMed) and Vipshop from April 2013, when the definition of cognitive frailty first appeared, to August 2021 was searched to select studies related to exercise interventions for this group, extract information from the included literature, and summarise and report the findings. Nine RCT trial studies and one quasi-experiment study were included, for a total of 10 articles. The exercise modalities involved walking, brisk walking, Otago exercise, resistance exercise, balance training, flexibility training and Baduanjin, etc.; the intensity of exercise was based on individualised guidance and graded exercise intensity; the frequency of exercise was mostly 3-4 times/week; the duration of exercise was mostly 30-60 min/time; compared to the control group, the included studies showed statistically significant improvements in cognitive function, frailty status, and depression with the exercise intervention. There is a paucity of evidence on exercise interventions for older people with cognitive frailty. The evidence provided in this study suggests that exercise interventions may be beneficial for older people with cognitive frailty. However, the existing studies suffer from small sample sizes, short intervention periods, inadequate monitoring of the entire exercise process, and non-uniformity in the assessment of exercise effects. More randomized controlled trials should be conducted in the future to explore the most effective, low-cost and simple interventions to meet the needs of the older people with cognitive frailty.",include_title_abs,A_primary_fulltext,context_citation,Review/consensus; use for citation chasing only,unclear,resistance;balance;aerobic_walking;mind_body;digital_home,exclude_before_extraction,Review/consensus paper,exercise_only
35887850,10.3390/jcm11144077,Frailty Status Improvement after 5-Month Multicomponent Program PROMUFRA in Community-Dwelling Older People: A Randomized Controlled Trial.,2022,Journal of clinical medicine,https://pubmed.ncbi.nlm.nih.gov/35887850/,Community/primary-care frailty RCT candidate,"A study was made of the effect of the PROMUFRA multicomponent frailty program upon physical frailty, kinanthropometry, pain and muscle function parameters in frail and pre-frail community-dwelling older people. Eighty-one participants were randomly allocated to the intervention group (IG) or control group (CG). The IG performed PROMUFRA for 20 weeks, using six strength exercises with three series of 8-12 repetitions until muscular failure, and seven myofascial exercises, with one set of 10 repetitions. The CG continued their routine. The frailty criteria number (FCN), kinanthropometric parameters and muscle function were measured at baseline and after the program. Between-group differences were found in the interaction for FCN, muscle mass, fat mass, skeletal muscle mass index, knee flexion range of motion (ROM), hip flexion with knee straight ROM, maximum isometric knee extension, maximum isotonic knee extension, maximum leg press and hand grip strength., and also on post-intervention frailty status. The IG showed a statistical trend towards decreased pain. In conclusion, the PROMUFRA program is a potential training approach that can bring benefits in physical frailty status, body composition, ROM and muscle function among frail or pre-frail community-dwelling older people.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,resistance;multicomponent_exercise;digital_home,extract_now,High-confidence community/home/primary-care frailty RCT candidate,multicomponent_exercise
35616653,10.5014/ajot.2022.045948,Habit Formation Intervention to Reduce Frailty Risk Factors: A Feasibility Study.,2022,The American journal of occupational therapy : official publication of the American Occupational Therapy Association,https://pubmed.ncbi.nlm.nih.gov/35616653/,Community/primary-care frailty RCT candidate,"Frailty is common, detrimental, and costly in later life. Interventions can reduce the risk for frailty. To assess the feasibility of a frailty prevention intervention. A two-arm, prospective randomized controlled trial with blinded participant allocation and data collection at baseline and 1 wk postintervention by data collectors blinded to participant assignment. Community. Thirty community-dwelling, English-speaking, older African-Americans who were classified as prefrail were randomly recruited from a university research subject registry. The habit formation treatment was delivered face to face during 12 weekly home-based sessions approximately 45 min in length. We assessed feasibility as reflected in participant recruitment, retention, session attendance, and program satisfaction. Clinical outcomes included sedentary time and dietary quality (primary) as well as frailty status, physical activity, physical function, depression, quality of life, and anthropometry (secondary). Habit formation (mechanism of change) was assessed in the treatment group only. Twenty women (M age = 73.5 yr) completed the study. The recruitment rate was 69.8%, and we retained 95.2% of participants through the end of the study, with session attendance rates of 98.1% and 88.6% for the treatment and control groups, respectively, and mean acceptability scores of 30.3 and 28.0 for the treatment and control groups, respectively. Changes in primary and secondary clinical outcomes were largely in the expected direction. The intervention was feasible to deliver. Although future efficacy studies are needed, our preliminary data suggest the potential of an occupational therapy intervention to reduce frailty risk. What This Article Adds: Although it may be possible to slow or prevent the progression to frailty by modifying existing habits and occupations, few occupational therapy interventions address frailty. Our data provide new and much-needed insights about the potential feasibility of an occupational therapy intervention to reduce frailty risk.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,home,digital_home,exclude_before_extraction,Protocol/design/baseline paper,digital_home_unclear_intervention
35589429,10.1016/j.bja.2022.04.006,Home-based prehabilitation with exercise to improve postoperative recovery for older adults with frailty having cancer surgery: the PREHAB randomised clinical trial.,2022,British journal of anaesthesia,https://pubmed.ncbi.nlm.nih.gov/35589429/,Community/primary-care frailty RCT candidate,"Frailty is a state of vulnerability as a result of decreased reserves. Prehabilitation may increase reserve and improve postoperative outcomes. Our objective was to determine if home-based prehabilitation improves postoperative functional recovery in older adults with frailty having cancer surgery. This double blind randomised trial enrolled people ≥60 yr having elective cancer surgery and ≥3 weeks from enrolment to surgery as eligible. Participation in a remotely supported, home-based exercise prehabilitation program plus nutritional guidance was compared with standard care plus written advice on age-appropriate activity and nutrition. The primary outcome was 6-min walk test (6MWT) distance at the first postoperative clinic visit. Secondary outcomes included physical performance, quality of life, disability, length of stay, non-home discharge, and 30-day readmission. Of 543 patients assessed, 254 were eligible and 204 (80%) were randomised (102 per arm); 182 (94 intervention and 88 control) had surgery and were analysed. Mean age was 74 yr and 57% were female. Mean duration of participation was 5 weeks, mean adherence was 61% (range 0%-100%). We found no significant difference in 6MWT at follow-up (+14 m, 95% confidence interval -26-55 m, P=0.486), or for secondary outcomes. Analyses using a prespecified adherence definition of ≥80% supported improvements in 6MWT distance, complication count, and disability. A home-based prehabilitation program did not significantly improve postoperative recovery or other outcomes in older adults with frailty having cancer surgery. Program adherence may be a key mediator of prehabilitation efficacy. NCT02934230.",include_title_abs,A_primary_fulltext,secondary_setting,Hospital/post-acute/residential setting; not primary Indian primary-care scope,hospital_or_postacute,nutrition;digital_home,exclude_before_extraction,"Disease-specific, post-acute or hospital rehabilitation population",nutrition_only
36341237,10.3389/fmed.2022.971497,Intrinsic capacity rather than intervention exposure influences reversal to robustness among prefrail community-dwelling older adults: A non-randomized controlled study of a multidomain exercise and nutrition intervention.,2022,Frontiers in medicine,https://pubmed.ncbi.nlm.nih.gov/36341237/,Community/primary-care frailty RCT candidate,"The differential risk profiles associated with prefrailty may be attributable to underlying intrinsic capacity (IC). We examine (i) effect of a multi-domain physical exercise and nutrition intervention on pre-frailty reversal in community-dwelling older adults at 1-year, and (ii) whether IC contributes to pre-frailty reversal. Prefrail participants in this non-randomized study were invited to attend a 4-month exercise and nutritional intervention following a frailty screen in the community. Prefrailty was operationalized as (i) FRAIL score 1-2 or (ii) 0 positive response on FRAIL but with weak grip strength or slow gait speed based on the Asian Working Group for Sarcopenia cut-offs. Participants who fulfilled operational criteria for prefrailty but declined enrolment in the intervention programme served as the control group. All participants completed baseline IC assessment: locomotion (Short Physical Performance Battery, 6-minute walk test), vitality (nutritional status, muscle mass), sensory (self-reported hearing and vision), cognition (self-reported memory, age- and education adjusted cognitive performance), psychological (Geriatric Depression Scale-15, self-reported anxiety/ depression). Reversal of prefrailty was defined as achieving a FRAIL score of 0, with unimpaired grip strength and gait speed at 1-year follow-up. Of 81 participants (70.0 ± 6.6 years, 79.0% female), 52 participants (64.2%) were enrolled in the multi-domain intervention, and 29 participants (35.8%) who declined intervention constituted the control group. There was no difference in age, gender and baseline composite IC between groups. Reversal to robustness at 1-year was similar between intervention and control groups (30.8% vs. 44.8% respectively, p = 0.206). Reduced prevalence of depression was observed among participants in the intervention group at 1-year relative to baseline (7.8% vs. 23.1%, p = 0.022). In multiple logistic regression, intervention had no effect on prefrailty reversal, while higher composite IC exhibited reduced likelihood of remaining prefrail at 1-year (OR = 0.67, 95% CI 0.45-1.00, p = 0.049). Focusing only on the locomotion and vitality domains through a combined exercise and nutritional intervention may not adequately address component domain losses to optimize prefrailty reversal. Future studies should examine whether an IC-guided approach to target identified domain declines may be more effective in preventing frailty progression.",include_title_abs,A_primary_fulltext,extraction_candidate,Peer-reviewed community/home/primary-care frailty RCT candidate with relevant outcome,community,resistance;multicomponent_exercise;nutrition;digital_home;multidomain,extract_now,High-confidence community/home/primary-care frailty RCT candidate,multidomain_exercise_nutrition
35049127,10.1002/alz.12544,Is more always better? Dose effect in a multidomain intervention in older adults at risk of dementia.,2022,Alzheimer's & dementia : the journal of the Alzheimer's Association,https://pubmed.ncbi.nlm.nih.gov/35049127/,Community/primary-care frailty RCT candidate,"Little is known regarding the dose-response function in multidomain interventions for dementia prevention. The Multidomain Alzheimer Preventive Trial is a 3-year randomized controlled trial comprising cognitive training, physical activity, nutrition, and omega-3 polyunsaturated fatty acids for at-risk older adults. The dose delivered (number of sessions attended) was modeled against global cognition, memory, and fluency in 749 participants. Interaction effects were assessed for age, sex, education, dementia score (CAIDE), frailty score, and apolipoprotein E (APOE) ε4 status. The dose-response models were non-linear functions indicating benefits up to about 12 to 14 training hours or 15 to 20 multidomain sessions followed by a plateau. Participants who benefited from a higher dose included women, younger participants, frail individuals, and those with lower education or lower risk of dementia. The non-linear function indicates that a higher dose is not necessarily better in multidomain interventions. The optimal dose was about half of the potentially available sessions.",include_title_abs,A_primary_fulltext,secondary_disease_specific,Disease-rehabilitation population; secondary/sensitivity only,unclear,nutrition;multidomain,exclude_before_extraction,"Disease-specific, post-acute or hospital rehabilitation population",multidomain
