title,authors,year,journal,doi,pmid,url,publication_type,screen_label,screen_confidence,full_text_decision,full_text_screening_status,full_text_priority_score,full_text_priority_band,retrieval_status,retrieval_note,study_design,species_model,intervention_name,ageing_domain_category,outcome_exact,mechanism,missingness_flag,full_text_screening_note
"Review for ""Caloric restriction extends lifespan in a clonal plant""",,2024.0,,10.1111/ele.14444/v2/review3,,https://doi.org/10.1111/ele.14444/v1/review1,peer-review,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,hard_ageing_relevance,lifespan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Dietary restriction and lifespan: adaptive reallocation or somatic sacrifice?,Piper MDW; Zanco B; Sgrò CM; Adler MI; Mirth CK; Bonduriansky R,2023.0,The FEBS journal,,35466532.0,https://pubmed.ncbi.nlm.nih.gov/35466532/,"Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,hard_ageing_relevance,lifespan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Three-Month Heterochronic Parabiosis Has a Deleterious Effect on the Lifespan of Young Animals, Without a Positive Effect for Old Animals",Yankova Tatiana; Dubiley Tatiana; Shytikov Dmytro; Pishel Iryna,2022.0,Rejuvenation Research,10.1089/rej.2022.0029,,https://doi.org/10.1089/rej.2022.0029,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,controversial,hard_ageing_relevance,lifespan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytics improve physical function and increase lifespan in old age.,Xu M; Pirtskhalava T; Farr JN; Weigand BM; Palmer AK; Weivoda MM; Inman CL; Ogrodnik MB,2018.0,Nature medicine,,29988130.0,https://pubmed.ncbi.nlm.nih.gov/29988130/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,senolytics,hard_ageing_relevance,lifespan,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Dietary restriction and lifespan: Lessons from invertebrate models,Kapahi Pankaj; Kaeberlein Matt; Hansen Malene,2017.0,Ageing Research Reviews,10.1016/j.arr.2016.12.005,,https://doi.org/10.1016/j.arr.2016.12.005,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,caloric_restriction,hard_ageing_relevance,lifespan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
MOLECULAR MECHANISM OF LIFESPAN EXTENSION BY CALORIC RESTRICTION,Li H.,2017.0,Innovation in Aging,10.1093/geroni/igx004.3354,,https://doi.org/10.1093/geroni/igx004.3354,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,hard_ageing_relevance,lifespan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Small molecule activators of sirtuins extend Saccharomyces cerevisiae lifespan.,Howitz KT; Bitterman KJ; Cohen HY; Lamming DW; Lavu S; Wood JG; Zipkin RE; Chung P,2003.0,Nature,,12939617.0,https://pubmed.ncbi.nlm.nih.gov/12939617/,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,hard_ageing_relevance,lifespan,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Caloric restriction and lifespan: a role for protein turnover?,Tavernarakis Nektarios; Driscoll Monica,2002.0,Mechanisms of Ageing and Development,10.1016/s0047-6374(01)00341-4,,https://doi.org/10.1016/s0047-6374(01)00341-4,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,hard_ageing_relevance,lifespan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Caloric Restriction and Maximum Lifespan,Clark William R,1992.0,A Means to an End The Biological Basis of Aging and Death,10.1093/oso/9780195125931.003.0008,,https://doi.org/10.1093/oso/9780195125931.003.0008,book-chapter,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,hard_ageing_relevance,lifespan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Prolonged Mild Sleep Restriction Changes Epigenome-Wide DNA Methylation in Peripheral Blood Cells: A Randomized Crossover Trial.,"Barragán R, Dye CK, Aggarwal B, Jelic S, Coltell O, Corella D, St-Onge MP.",2026.0,Aging Dis,10.14336/ad.2025.1261,41910647.0,,journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,25,priority_4_low_directness_or_unclear,abstract_or_metadata_only,No full text link captured,RCT_or_clinical_trial,cellular,sleep_circadian,surrogate_or_indirect,,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Glucagon receptor signaling is indispensable for the healthspan effects of caloric restriction in aging male mice.,"Bruner KR, Byington IR, Marx TJ, Vasileva A, Fletcher T, Ghimire S, Zappia IJ, Shaju Y, Zeng J, Wachsmuth HR, Carlyon TW, Besselsen DG, Drucker DJ, Duca FA, Stern JH.",2026.0,Geroscience,10.1007/s11357-025-01899-w,40993467.0,,research-article; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,animal,caloric_restriction,surrogate_or_indirect,healthspan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
DNA Methylation Signatures of Cellular Senescence Are Not Reversed by Senolytic Treatment.,"Kasamoto J, González J, Markov Y, Sehgal R, Lee E, Dwaraka VB, Smith R, Higgins-Chen AT.",2026.0,Aging Cell,10.1111/acel.70430,41746138.0,,research-article; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence; epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The Role of Cellular Senescence and SASP in the Pathogenesis of Atherosclerosis and the Therapeutic Potential of Senolytic Strategies in Cardiovascular Diseases,"Krupa Z, Wrona J, Zawadzka M, Rydzek J, Lizon J, Kalemba P, Kochman K, Iwaszkiewicz P, Iwanowski R, Woźniak S.",2026.0,Biomedicines,,,,review-article; review; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Targeting Cellular Senescence for Healthy Aging: Advances in Senolytics and Senomorphics.,"Alum EU, Izah SC, Uti DE, Ugwu OP, Betiang PA, Basajja M, Ejemot-Nwadiaro RI.",2025.0,Drug Des Devel Ther,10.2147/dddt.s543211,40994903.0,,review-article; review; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Heterogeneity of Cellular Senescence, Senotyping, and Targeting by Senolytics and Senomorphics in Lung Diseases.","Ozdemir SA, Faizan MI, Kaur G, Shaikh SB, Ul Islam K, Rahman I.",2025.0,Int J Mol Sci,10.3390/ijms26199687,41096951.0,,review-article; review; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Physical Activity and Anti-Aging: Prevention of Sarcopenia and Frailty Through Exercise,Ogawa Sumito,2024.0,Anti-Aging Medicine,10.1007/978-981-97-8514-8_85,,https://doi.org/10.1007/978-981-97-8514-8_85,book-chapter,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,healthspan_functional_ageing,frailty,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Rejuvenation of cerebromicrovascular function in aged mice through heterochronic parabiosis: insights into neurovascular coupling and the impact of young blood factors.,"Gulej R, Nyúl-Tóth Á, Csik B, Petersen B, Faakye J, Negri S, Chandragiri SS, Mukli P, Yabluchanskiy A, Conley S, Huffman DM, Csiszar A, Tarantini S, Ungvari Z.",2024.0,Geroscience,10.1007/s11357-023-01039-2,38123890.0,,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,animal,controversial,surrogate_or_indirect,rejuvenation,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Young blood-mediated cerebromicrovascular rejuvenation through heterochronic parabiosis: enhancing blood-brain barrier integrity and capillarization in the aged mouse brain.,"Gulej R, Nyúl-Tóth Á, Csik B, Patai R, Petersen B, Negri S, Chandragiri SS, Shanmugarama S, Mukli P, Yabluchanskiy A, Conley S, Huffman D, Tarantini S, Csiszar A, Ungvari Z.",2024.0,Geroscience,10.1007/s11357-024-01154-8,38727872.0,,research-article; journal article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,animal,controversial,surrogate_or_indirect,rejuvenation,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Diet and exercise in frailty and sarcopenia. Molecular aspects.,Millan-Domingo F; Garcia-Dominguez E; Gambini J; Olaso-Gonzalez G; Viña J; Gomez-Cabrera MC,2024.0,Molecular aspects of medicine,,39591800.0,https://pubmed.ncbi.nlm.nih.gov/39591800/,"Journal Article; Review; Research Support, Non-U.S. Gov't",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,healthspan_functional_ageing,frailty,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Editorial: Sarcopenia and frailty: the role of physical activity for better aging.,Sampaio RAC; Sewo Sampaio PY; Capelo LP; Uchida MC; Arai H,2023.0,Frontiers in public health,,38026303.0,https://pubmed.ncbi.nlm.nih.gov/38026303/,Editorial,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,healthspan_functional_ageing,frailty,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Physical activity and exercise: Strategies to manage frailty.,Angulo J; El Assar M; Álvarez-Bustos A; Rodríguez-Mañas L,2020.0,Redox biology,,32234291.0,https://pubmed.ncbi.nlm.nih.gov/32234291/,"Journal Article; Research Support, Non-U.S. Gov't; Review",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,exercise,healthspan_functional_ageing,frailty,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Dietary Protein, Exercise, and Frailty Domains.",Schoufour JD; Overdevest E; Weijs PJM; Tieland M,2019.0,Nutrients,,31597289.0,https://pubmed.ncbi.nlm.nih.gov/31597289/,Journal Article; Review,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,healthspan_functional_ageing,frailty,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
EXERCISE: AN IMPORTANT KEY TO PREVENT PHYSICAL AND COGNITIVE FRAILTY,DULAC M.C.; AUBERTIN-LEHEUDRE M.,2015.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2015.72,,https://doi.org/10.14283/jfa.2015.72,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,healthspan_functional_ageing,frailty,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
What is the role played by physical activity and exercise in the frailty syndrome? Perspectives for future research,de Souto Barreto Philipe,2010.0,Aging Clinical and Experimental Research,10.1007/bf03337731,,https://doi.org/10.1007/bf03337731,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,healthspan_functional_ageing,frailty,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Nicotinamide mononucleotide attenuates hepatic endoplasmic reticulum stress and modulates circadian rhythms in young mice with diet-induced obesity.,"Kwon SY, Na K, Han Y, Song S, Park YJ.",2026.0,Nutr Res Pract,10.4162/nrp.2026.20.2.220,41970324.0,,research-article; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,animal,sleep_circadian,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic Treatment Improves Responsiveness to Mechanical Loading in the Skeleton of Aged Mice.,"Cunningham CJ, Kok HJ, Farr JN, Khosla S, Robling AG.",2025.0,Int J Mol Sci,10.3390/ijms262211233,41303716.0,,research-article; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,animal,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Head‐to‐head comparison of two senolytic therapies in a mouse model of tauopathy,"Garbarino V, Orr T, Orr M.",2025.0,Alzheimers Dement,,,,abstract,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,animal,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Function of NAD metabolism in white adipose tissue: lessons from mouse models.,"Kwon SY, Park YJ.",2024.0,Adipocyte,10.1080/21623945.2024.2313297,38316756.0,,"research support, non-u.s. gov't; review-article; review; journal article",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,retrieved_open_metadata,PMC full text likely available,animal_experiment,animal,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"CHANGES OF BODY COMPOSITION, MUSCULAR STRENGTH AND PHYSICAL PERFORMANCE DUE TO RESISTANCE TRAINING IN OLDER PERSONS WITH SARCOPENIC OBESITY",STOEVER K.; HEBER A.; EICHBERG S.; ZIJLSTRA W.; BRIXIUS K.,2015.0,Journal of Frailty &amp; Aging,10.14283/jfa.2015.67,,https://doi.org/10.14283/jfa.2015.67,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,23,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,healthspan_functional_ageing,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Targeting Cellular Senescence: Therapeutic Advances in Senolytic and Senomorphic Interventions for Age-Related Pathologies,Pandurangan Seshathri; Kuppuram Dhunmati; Arunkumar Ramalakshmi; Nagarajan Nalini,2026.0,Current Topics in Medicinal Chemistry,10.2174/0115680266429797251229062111,,https://doi.org/10.2174/0115680266429797251229062111,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
RISING STARS: Targeting premature cellular senescence using senomorphic or senolytic agents to impact diabetes,van de Vyver Mari; Govender Saiuree; Petersen-Ross Kelly; Howard Kayla,2025.0,Journal of Molecular Endocrinology,10.1530/jme-25-0052,,https://doi.org/10.1530/jme-25-0052,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Targeting Cellular Senescence with Liposome-Encapsulated Fisetin: Evidence of Senomorphic Effect,Henschke Agata; Grześkowiak Bartosz; Ivashchenko Olena; Sánchez-Cerviño María Celina; Coy Emerson; Moya Sergio,2025.0,International Journal of Molecular Sciences,10.3390/ijms26157489,,https://doi.org/10.3390/ijms26157489,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Sequential versus Co-treatment of MitoQ and NMN to Enhance Autophagy, NAD⁺ Metabolism, and Mitochondrial Function in Cellular Senescence, with Exploratory Uncoupler–NMN Synergy in Vascular Aging",Agent Aubrai,2025.0,,10.55277/researchhub.ez1231cm,,https://doi.org/10.55277/researchhub.ez1231cm,report,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,cellular,nad_sirtuin,biological_ageing_biomarker,senescence,cellular_senescence; mitochondrial_function; proteostasis_autophagy; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
mTOR dysregulation induces IL-6 and paracrine AT2 cell senescence impeding lung repair in lymphangioleiomyomatosis.,Babaei-Jadidi R; Clements D; Wu Y; Chen K; Miller S; Platé M; Lim K; Rue R,2025.0,Nature communications,,41068078.0,https://pubmed.ncbi.nlm.nih.gov/41068078/,Journal Article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,rapamycin_mtor,biological_ageing_biomarker,senescence,cellular_senescence; inflammaging; nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Targeting Cellular Senescence in Aging and Age-Related Diseases: Challenges, Considerations, and the Emerging Role of Senolytic and Senomorphic Therapies",,2024.0,aging and disease,10.14336/ad.2024.0206,,https://doi.org/10.14336/ad.2024.0206,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Targeting Cell Senescence and Senolytics: Novel Interventions for Age-Related Endocrine Dysfunction.,Suda M; Paul KH; Tripathi U; Minamino T; Tchkonia T; Kirkland JL,2024.0,Endocrine reviews,,38500373.0,https://pubmed.ncbi.nlm.nih.gov/38500373/,Journal Article; Review,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Isoleucine dietary restriction boosts healthspan and longevity in mice,Aman Yahyah,2023.0,Nature Aging,10.1038/s43587-023-00547-2,,https://doi.org/10.1038/s43587-023-00547-2,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,caloric_restriction,surrogate_or_indirect,healthspan,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The senolytic effect of Dasatinib and Quercetin on cellular senescence in COPD in vitro and in vivo models,Baker Jonathan; Kimura Genki; Nishimoto Yuki; Hassibi Shyreen; Kizawa Yasuo; Ito Kazuhiro,2023.0,Airway cell biology and immunopathology,10.1183/13993003.congress-2023.pa4046,,https://doi.org/10.1183/13993003.congress-2023.pa4046,proceedings-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Targeting cellular senescence with senotherapeutics: senolytics and senomorphics.,Zhang L; Pitcher LE; Prahalad V; Niedernhofer LJ; Robbins PD,2023.0,The FEBS journal,,35015337.0,https://pubmed.ncbi.nlm.nih.gov/35015337/,"Journal Article; Review; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Evaluation of the effect of age of the younger mice on the rejuvenation of the older mice by heterochronic parabiosis,Suzuki Yushi; Takaya Kento; Watanabe Shiho; Otaki Marika; Kono Hikaru; Kishi Kazuo,2022.0,Aging,10.18632/aging.203966,,https://doi.org/10.18632/aging.203966,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,controversial,surrogate_or_indirect,rejuvenation,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Cellular senescence and senolytics: the path to the clinic.,Chaib S; Tchkonia T; Kirkland JL,2022.0,Nature medicine,,35953721.0,https://pubmed.ncbi.nlm.nih.gov/35953721/,"Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence.",Boyajian JL; Ghebretatios M; Schaly S; Islam P; Prakash S,2021.0,Nutrients,,34960102.0,https://pubmed.ncbi.nlm.nih.gov/34960102/,Journal Article; Review,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,microbiome,biological_ageing_biomarker,senescence,cellular_senescence; microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic CAR T cells reverse senescence-associated pathologies.,Amor C; Feucht J; Leibold J; Ho YJ; Zhu C; Alonso-Curbelo D; Mansilla-Soto J; Boyer JA,2020.0,Nature,,32555459.0,https://pubmed.ncbi.nlm.nih.gov/32555459/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic therapy alleviates Aβ-associated oligodendrocyte progenitor cell senescence and cognitive deficits in an Alzheimer's disease model.,Zhang P; Kishimoto Y; Grammatikakis I; Gottimukkala K; Cutler RG; Zhang S; Abdelmohsen K; Bohr VA,2019.0,Nature neuroscience,,30936558.0,https://pubmed.ncbi.nlm.nih.gov/30936558/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,in_vitro_study,cellular,senolytics,biological_ageing_biomarker,senescence,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Senolytic Treatment With Dasatinib and Quercetin Reshapes Influenza‐Specific <scp>CD8</scp> T Cell Responses During Infection in Aged, Vaccinated Mice",Cadar Andreia N.; Torrance Blake L.; Fischler Sofie A.; Djaba Darlene A.; Haddad Zena; Teskey Dominique E.; Marka Nagaraju; Gorgei Kelsey A.,2026.0,Aging Cell,10.1111/acel.70345,,https://doi.org/10.1111/acel.70345,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Nicotinamide Riboside Supplementation Alleviates Testicular Aging Induced by Disruption of Qprt‐Dependent <scp>NAD</scp><sup>+</sup> De Novo Synthesis in Mice,Xu Yining; Wang Huan; Li Hui; Wei Chenlu; Zhu Zhenye; Zhao Yanqing; Zhu Jiajia; Lei Min,2025.0,Aging Cell,10.1111/acel.70004,,https://doi.org/10.1111/acel.70004,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Young Plasma Attenuated Chronic Kidney Disease Progression after Acute Kidney Injury by Inhibiting Inflammation in Mice,,2024.0,aging and disease,10.14336/ad.2023.1230,,https://doi.org/10.14336/ad.2023.1230,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,20,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,animal,controversial,surrogate_or_indirect,,inflammaging,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
