source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",6e6ddff1b53c3fb49842f0cd5251fc82,Reprogramming cellular senescence and aging clocks for advanced cancer immunotherapy.,,"Yang H, Liu D, Qiu L, Wang R, Zhang C, Yu D, Zhong Q, Yuki N, Song Z, Zhu T, Ju H, Hong W, Zhu J.",2025,Mol Cancer,10.1186/s12943-025-02459-8,41039629,PMC12492661,,review-article; review; journal article,False,2026-04-23T01:40:50
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",218b080be0392d17f97a1ab80011f7c4,From population science to the clinic? Limits of epigenetic clocks as personal biomarkers.,,"Apsley AT, Etzel L, Ye Q, Shalev I.",2025,Epigenomics,10.1080/17501911.2025.2603880,41403206,PMC12714307,,research-article; journal article,False,2026-04-23T01:40:50
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",9d64c5f606d1f7446815abf315c4796b,"Community threat, positive parenting, and accelerated epigenetic aging: Longitudinal links from childhood to adolescence.",,"Metrailer G, Tavares K, Ver Pault M, Lopez A, Denherder S, Hernandez Valencia E, DiMarzio K, Highlander A, Merrill SM, Rojo-Wissar DM, Parent J.",2026,Child Dev,10.1093/chidev/aacaf002,41757404,PMC13046079,,research-article; journal article,False,2026-04-23T01:40:50
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",f2db1c446b700eee2cd7c06c3d5af5ec,A State-of-the-Art Overview on (Epi)Genomics and Personalized Skin Rejuvenating Strategies.,,"Tauser RG, Vasincu IM, Iacob AT, Apotrosoaei M, Profire BȘ, Lupascu FG, Chirliu OM, Profire L.",2025,Pharmaceutics,10.3390/pharmaceutics17121585,41471101,PMC12736729,,review-article; review; journal article,False,2026-04-23T01:40:50
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",6cb2579dca24f5dd1e99c49b4bcfef2d,Neuroendocrine-associated epigenetic factors in cellular senescence: mechanisms and therapeutic implications.,,"Jayaraman S, Eswaran A, Rajagopal P, Palanisamy CP, Veerakumar P, Veeraraghavan VP, Sirasanagandla SR.",2026,Biogerontology,10.1007/s10522-026-10402-7,41746442,PMC12946337,,review-article; review; journal article,False,2026-04-23T01:40:50
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",ea2d585ba32d94506fbca3561c69cf47,Exercise and nutrition as epigenetic regulators of gene expression: an exploratory scoping review with bibliometric analysis.,,"Zhang H, Yu R, Cao S, Liu X, Chen C, Peng F, Qi Y.",2026,Front Nutr,10.3389/fnut.2026.1773920,41883413,PMC13008672,,systematic review; systematic-review; journal article,False,2026-04-23T01:40:50
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",18c1a71cda2b83e96c666a270bf012ee,Accelerated epigenetic aging as a modifier of homocysteine-associated cognitive decline: Findings from NHANES.,,"Li H, Chen Y, Wang Z, Wang Y, Bi R, Hou J, Chen H, Zhang Z, Guo Z, Chen Z, Cui H, Li S.",2026,Alzheimers Dement,10.1002/alz.71349,41943508,PMC13053932,,research-article; journal article; observational study,False,2026-04-23T01:40:50
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",14043fcbdf5faf684742208e6e6d27a0,Methods for analysing wildlife DNA methylation data.,,"Photopoulou T, Durbach I, Pirotta E, Barratclough A, Schwacke LH, Takeshita R, Himes Boor GK, Harris CM, Tyack PL, Thomas L.",2026,Conserv Physiol,10.1093/conphys/coaf091,41756354,PMC12935468,,research-article; journal article,False,2026-04-23T01:40:50
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",3d6334d9c8731f89f1ab582cea6accc4,,,,,,10.3030/101025890,,,https://doi.org/10.3030/101025890,grant,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",dcca95e72b771d0ab4babe404191edcd,Epigenetic Clock: DNA Methylation as a Marker of Biological Age and Age-Associated Diseases,,Kiselev Ivan S.; Baulina Natalia M.; Favorova Olga O.,2025,Biochemistry (Moscow),10.1134/s0006297924602843,,,https://doi.org/10.1134/s0006297924602843,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",c84d6ba6f4d8fae9305f6c9d18b59c82,Biological Age and Aging Clock: DNA Methylation and Biological Age,,Yamada Hidekazu,2024,Anti-Aging Medicine,10.1007/978-981-97-8514-8_13,,,https://doi.org/10.1007/978-981-97-8514-8_13,book-chapter,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",0ef28174cbde115a7e1eb361e1bcf52a,rplec: An R package of placental epigenetic clock to estimate aging by DNA-methylation-based gestational age,,Sufriyana Herdiantri; Su Emily Chia-Yu,,,10.1101/2025.02.04.636367,,,https://doi.org/10.1101/2025.02.04.636367,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",b87aa89a48e301a4881a5fac9fa7da19,"Age related disorder in DNA methylation patterns underlies epigenetic clock signals, but displays distinct responses to epigenetic rejuvenation events",,Bertucci-Richter Emily M.; Shealy Ethan P.; Parrott Benjamin B.,,,10.1101/2022.12.01.518745,,,https://doi.org/10.1101/2022.12.01.518745,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",fd9a75d43b48c0174f5e07fee1a7460b,KoMethylNet: A Novel Epigenetic Clock Based on Neural Network Analysis of DNA Methylation Data and Epigenetic Age Acceleration in a Korean Population,,Yun Dabin; Oh Kwang Yeon; Meng Xiaoxi; Wang Zhaoming; Song Nan,,,10.2139/ssrn.5233275,,,https://doi.org/10.2139/ssrn.5233275,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",6f45fdaa2d804292fdd09f776c138568,"BS-clock, advancing epigenetic age prediction with high-resolution DNA methylation bisulfite sequencing data",,Hu Congcong; Li Yunxiao; Li Longhui; Zhang Naiqian; Zheng Xiaoqi,2024,Bioinformatics,10.1093/bioinformatics/btae656,,,https://doi.org/10.1093/bioinformatics/btae656,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",9c99af8061481eb38b4ce427595eb55a,"Building an ‘epigenetic clock’: Utilizing whole genome DNA methylation patterns to predict age in haddock, <i>Melanogrammus aeglefinus</i>",,Strand E.L.; McBride R.; Robillard E.; Bodnar A.G.; Wanamaker S.A.; O’Donnell T.P.,,,10.1101/2025.10.16.682892,,,https://doi.org/10.1101/2025.10.16.682892,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",e2fc17060265ad94919357760210b59a,Dietary Intervention Modifies DNA Methylation Age Assessed by the Epigenetic Clock,,Sae‐Lee Chanachai; Corsi Sarah; Barrow Timothy M.; Kuhnle Gunter G. C.; Bollati Valentina; Mathers John C.; Byun Hyang‐Min,2018,Molecular Nutrition &amp; Food Research,10.1002/mnfr.201800092,,,https://doi.org/10.1002/mnfr.201800092,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",cb29ee74960b9545c852de5305e4e092,Age-Related Variation in DNA Methylation,,Issa Jean-Pierre,2012,Epigenetic Epidemiology,10.1007/978-94-007-2495-2_11,,,https://doi.org/10.1007/978-94-007-2495-2_11,book-chapter,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",f677e422519f8fc9859b0268ef38619f,Differential DNA Methylation and Epigenetic Age in Postmortem Brain Tissue Associated With Depression and Post-Traumatic Stress Disorder,,Champagne Frances,2022,Biological Psychiatry,10.1016/j.biopsych.2022.02.038,,,https://doi.org/10.1016/j.biopsych.2022.02.038,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",772d26729b110543255aed88e35131b9,Figure 2—figure supplement 5. Age-related changes in DNA methylation for the ten WLMT clock sites with lowest negative weights.,,,,,10.7554/elife.40675.013,,,https://doi.org/10.7554/elife.40675.013,component,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",1dacb1bd72c0cf0661ed659af88526a5,An improved epigenetic age estimation with TFMethyl Clock reveals DNA methylation changes during aging in transcription factor binding sites,,Patel Tushar; Schwarz Robert; Riege Konstantin; Varshavsky Miri; Kestler Hans A.; Kaplan Tommy; Hoffmann Steve; van Bömmel Alena,,,10.1101/2025.10.07.680024,,,https://doi.org/10.1101/2025.10.07.680024,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",ba0c572129c9f95679ae60f358dede8c,KoMethylNet: a novel epigenetic clock based on neural network analysis of DNA methylation data and epigenetic age acceleration in a Korean population,,Yun Dabin; Oh Kwangyeon; Kim Yujin; Ahn Yong Min; Parikh Hemang M.; Meng Xiaoxi; Wang Zhaoming; Song Nan,2025,BMC Medicine,10.1186/s12916-025-04564-3,,,https://doi.org/10.1186/s12916-025-04564-3,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",0b2e85cdd9b2fbbcd3981d87a14aab99,A Pan-Tissue Epigenetic Aging Clock Across the Human Lifespan: Robust Age Prediction from DNA Methylation Profiles,,Kuang Zhejun; Geng Kangwei; Zhao Jian; Shi Lijuan; Wang Han; Sun Han,2025,2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),10.1109/bibm66473.2025.11356186,,,https://doi.org/10.1109/bibm66473.2025.11356186,proceedings-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",aef591536eef40e33da0eabe7c4c247e,Epigenetic clock measuring age acceleration via DNA methylation levels in blood is associated with decreased oocyte yield,,Monseur Brent; Murugappan Gaya; Bentley Jason; Teng Nelson; Westphal Lynn,2019,Fertility and Sterility,10.1016/j.fertnstert.2019.02.039,,,https://doi.org/10.1016/j.fertnstert.2019.02.039,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",cc6e296acd3817b0f8b48b00b1b09382,Age-Related Variation in DNA Methylation,,Keith Kelsey; Issa Jean-Pierre J.; Panjarian Shoghag,2022,Epigenetic Epidemiology,10.1007/978-3-030-94475-9_10,,,https://doi.org/10.1007/978-3-030-94475-9_10,book-chapter,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",74fc5754141115d38cd06ab9aa2db0f0,Figure 2—figure supplement 4. Age-related changes in DNA methylation of the ten WLMT clock sites with highest positive weights.,,,,,10.7554/elife.40675.012,,,https://doi.org/10.7554/elife.40675.012,component,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",b913418adc501c48fdf9fe1a3d8b9d52,Proof of Concept - The Impact of Resistance Training on Female Biological Age: Evidence from a Sex-Specific Epigenetic Clock (UmmuAge),,Collins Christopher,,,10.51224/sportrxiv.825,,,https://doi.org/10.51224/sportrxiv.825,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",7632f6f8c3023910eca77e39fd41ae07,"Review for ""Sequencing method matters: differential performance of DNA methylation data acquisition in epigenetic clock calibration""",,,2025,,10.1002/jav.03498/v1/review2,,,https://doi.org/10.1002/jav.03498/v1/review2,peer-review,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",eb9cad904d2640e271b3d78be39a03db,"Review for ""Sequencing method matters: differential performance of DNA methylation data acquisition in epigenetic clock calibration""",,,2025,,10.1002/jav.03498/v1/review1,,,https://doi.org/10.1002/jav.03498/v1/review1,peer-review,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",447798425a5610fca3986fe98b270478,Estimating Polar Bear ( <i>Ursus maritimus</i> ) Age Based on an Epigenetic <scp>DNA</scp> Methylation Clock,,Woodruff Susannah P.; Milčiūtė Milda; Gordevičius Juozas; Brooke Robert; Atwood Todd C.,2025,Ecology and Evolution,10.1002/ece3.71870,,,https://doi.org/10.1002/ece3.71870,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",c428f2b28c64d44f0e7ac2f8a5d3aaee,Development of rplec: An R package of placental epigenetic clock to estimate aging by DNA-methylation-based gestational age*,,Sufriyana Herdiantri; Su Emily Chia-Yu,2025,2025 47th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),10.1109/embc58623.2025.11254137,,,https://doi.org/10.1109/embc58623.2025.11254137,proceedings-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",92af2e34448e2c500d047e414ca590bb,Impacts of Alcohol Misuse on DNA Methylation and Epigenetic Age in Two Distinct Populations,,Xu Ke; Liang Xiaoyu; Justice Amy; So-Armah Kaku; Bradley Brooklyn; Sinha Rajita,2023,Biological Psychiatry,10.1016/j.biopsych.2023.02.090,,,https://doi.org/10.1016/j.biopsych.2023.02.090,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",641a4ff88ba1c2a0f1fb4fde6a847812,A breast tissue-specific epigenetic clock provides accurate chronological age predictions and reveals de-correlation of age and DNA methylation in tumor-adjacent and tumor samples,,Quintela-Fandino Miguel; Garma Leonardo; Pernas Sonia; Baz David Vicente; Campelo Rosario García; Terrasa Josefa; Colomer Ramón; Jiménez Desirée,,,10.21203/rs.3.rs-6222303/v1,,,https://doi.org/10.21203/rs.3.rs-6222303/v1,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",14db96c03000601a138b7c67ec97e792,"Reading the Epigenetic Clock: A Comparative Analysis of DNA Methylation Markers for Age Estimation in Semen, Saliva, and Touch DNA",,Febria Suryani; Bryan Helsey; Leonardo Simanjuntak; Karina Chandra; Mustafa Mahmud; Lisha Sandrina; Ahmad Erza,2025,Sriwijaya Journal of Forensic and Medicolegal,10.59345/sjfm.v3i1.233,,,https://doi.org/10.59345/sjfm.v3i1.233,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",2b2ca463468f01a4caa91af3a05fd437,Association of Facial Aging with DNA Methylation and Epigenetic Age Predictions,,Marioni Riccardo E; Belsky Daniel W; Deary Ian J; Wagner Wolfgang,,,10.1101/367326,,,https://doi.org/10.1101/367326,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",fa5ecc1957796345f5c4ce0344d82d3c,A breast tissue-specific epigenetic clock provides accurate chronological age predictions and reveals de-correlation of age and DNA methylation in tumor-adjacent and tumor samples,,Garma Leonardo D.; Pernas Sonia; Baz David Vicente; García Campelo Rosario; Terrasa Josefa; Colomer Ramón; Jiménez Desirée; Vera García Ruth,,,10.1101/2025.02.21.639537,,,https://doi.org/10.1101/2025.02.21.639537,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",358efe80ed393a4f431913d8d8737c9e,"Decision letter for ""Sequencing method matters: differential performance of DNA methylation data acquisition in epigenetic clock calibration""",,,2025,,10.1002/jav.03498/v2/decision1,,,https://doi.org/10.1002/jav.03498/v2/decision1,peer-review,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",a2a8f7a8f94eaf9768ce58132f2f4469,"Decision letter for ""Sequencing method matters: differential performance of DNA methylation data acquisition in epigenetic clock calibration""",,,2025,,10.1002/jav.03498/v3/decision1,,,https://doi.org/10.1002/jav.03498/v3/decision1,peer-review,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",9a6c378e82f1551af6887b33d7f902a9,rplec: Placental Epigenetic Clock to Estimate Aging by DNA Methylation,,Sufriyana Herdiantri; Su Emily Chia-Yu,2025,CRAN: Contributed Packages,10.32614/cran.package.rplec,,,https://doi.org/10.32614/cran.package.rplec,dataset,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",e2c3a11cc41e14935d87697cd60b76d8,DeepAge: Harnessing Deep Neural Network for Epigenetic Age Estimation From DNA Methylation Data of human blood samples,,Dip Sajib Acharjee; Ma Da; Zhang Liqing,,,10.1101/2024.08.12.607687,,,https://doi.org/10.1101/2024.08.12.607687,posted-content,True,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",933980c142a9691d8c81534d36336e30,"Decision letter for ""Sequencing method matters: differential performance of DNA methylation data acquisition in epigenetic clock calibration""",,,2025,,10.1002/jav.03498/v1/decision1,,,https://doi.org/10.1002/jav.03498/v1/decision1,peer-review,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",0c9ce2d5f69a342c8b79eddae5be28e2,Epigenetic clock measuring age acceleration via DNA methylation levels in blood is associated with decreased oocyte yield,,Monseur Brent; Murugappan Gayathree; Bentley Jason; Teng Nelson; Westphal Lynn,2020,Journal of Assisted Reproduction and Genetics,10.1007/s10815-020-01763-0,,,https://doi.org/10.1007/s10815-020-01763-0,journal-article,False,2026-04-23T01:40:51
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",965817073a36508dd693cf177495f82b,EnsembleAge clock: a reliable and robust epigenetic age clock service reveals epigenetic age acceleration in opioid-overdosed brains,,Anand Akshay; Agarwal Yash; Gupta Tanisha; Lin Jason; Ghemrawi Mirna; Gerhard Glenn S.; Lee Hayan,2025,BMC Genomics,10.1186/s12864-025-12271-9,,,https://doi.org/10.1186/s12864-025-12271-9,journal-article,False,2026-04-23T01:40:51
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",c9fac258c271623c63e392d9faa4eddb,Chemically induced reprogramming to reverse cellular aging.,,Yang JH; Petty CA; Dixon-McDougall T; Lopez MV; Tyshkovskiy A; Maybury-Lewis S; Tian X; Ibrahim N,2023,Aging,,37437248,,https://pubmed.ncbi.nlm.nih.gov/37437248/,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",7be4f30dabf99656eae4de2209388070,Exosomal miR-302b rejuvenates aging mice by reversing the proliferative arrest of senescent cells.,,Bi Y; Qiao X; Cai Z; Zhao H; Ye R; Liu Q; Gao L; Liu Y,2025,Cell metabolism,,39818209,,https://pubmed.ncbi.nlm.nih.gov/39818209/,Journal Article,False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",d9122f028af4b0067926a14a97d0b0b6,Determining a multimodal aging clock in a cohort of Chinese women.,,Li J; Xiong M; Fu XH; Fan Y; Dong C; Sun X; Zheng F; Wang SW,2023,"Med (New York, N.Y.)",,37516104,,https://pubmed.ncbi.nlm.nih.gov/37516104/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",13d78aafe49fc5edc76b2cc24e15c06d,The ageing epigenome and its rejuvenation.,,Zhang W; Qu J; Liu GH; Belmonte JCI,2020,Nature reviews. Molecular cell biology,,32020082,,https://pubmed.ncbi.nlm.nih.gov/32020082/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",ece09acb2190ae8a05f5e2ec86602a19,Senolytic CAR T cells reverse senescence-associated pathologies.,,Amor C; Feucht J; Leibold J; Ho YJ; Zhu C; Alonso-Curbelo D; Mansilla-Soto J; Boyer JA,2020,Nature,,32555459,,https://pubmed.ncbi.nlm.nih.gov/32555459/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",34bedd56260641d0af60387111fcb33f,Depleting myeloid-biased haematopoietic stem cells rejuvenates aged immunity.,,Ross JB; Myers LM; Noh JJ; Collins MM; Carmody AB; Messer RJ; Dhuey E; Hasenkrug KJ,2024,Nature,,38538791,,https://pubmed.ncbi.nlm.nih.gov/38538791/,"Journal Article; Research Support, N.I.H., Intramural; Research Support, N.I.H., Extramural",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",3284f341ccfee8749810b72ca78f7d7f,Targeting immune dysfunction in aging.,,Borgoni S; Kudryashova KS; Burka K; de Magalhães JP,2021,Ageing research reviews,,34280555,,https://pubmed.ncbi.nlm.nih.gov/34280555/,Journal Article; Review,False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",a04c69f3b8542da9f5fcc4c3534bce13,"Ageing, neurodegeneration and brain rejuvenation.",,Wyss-Coray T,2016,Nature,,27830812,,https://pubmed.ncbi.nlm.nih.gov/27830812/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",33718e2272199a5f78dcb40909e85f75,Aged skeletal stem cells generate an inflammatory degenerative niche.,,Ambrosi TH; Marecic O; McArdle A; Sinha R; Gulati GS; Tong X; Wang Y; Steininger HM,2021,Nature,,34381212,,https://pubmed.ncbi.nlm.nih.gov/34381212/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",7ee1329dd67b83a41745b7dfb9b27dee,Oral collagen supplementation for skin aging: A fad or the future?,,Jhawar N; Wang JV; Saedi N,2020,Journal of cosmetic dermatology,,31411379,,https://pubmed.ncbi.nlm.nih.gov/31411379/,Journal Article; Review,False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",b101fde7715500fa8aabd570041ac106,From genoprotection to rejuvenation.,,Tabibzadeh S,2021,Frontiers in bioscience (Landmark edition),,33049666,,https://pubmed.ncbi.nlm.nih.gov/33049666/,Journal Article; Review,False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",4ab74f02332a176ee519b1e45586b3d5,Molecular hallmarks of heterochronic parabiosis at single-cell resolution.,,Pálovics R; Keller A; Schaum N; Tan W; Fehlmann T; Borja M; Kern F; Bonanno L,2022,Nature,,35236985,,https://pubmed.ncbi.nlm.nih.gov/35236985/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",6cf458419b3e86a64259789aed1f1857,Clearance of senescent cells by ABT263 rejuvenates aged hematopoietic stem cells in mice.,,Chang J; Wang Y; Shao L; Laberge RM; Demaria M; Campisi J; Janakiraman K; Sharpless NE,2016,Nature medicine,,26657143,,https://pubmed.ncbi.nlm.nih.gov/26657143/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",d52fe42864bb763d961a3fd317dc2eb0,Genome-wide CRISPR activation screening in senescent cells reveals SOX5 as a driver and therapeutic target of rejuvenation.,,Jing Y; Jiang X; Ji Q; Wu Z; Wang W; Liu Z; Guillen-Garcia P; Esteban CR,2023,Cell stem cell,,37832549,,https://pubmed.ncbi.nlm.nih.gov/37832549/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",5517056f64ce2ea3e2a6cdedae5dd91b,Gene Therapy-Mediated Partial Reprogramming Extends Lifespan and Reverses Age-Related Changes in Aged Mice.,,Macip CC; Hasan R; Hoznek V; Kim J; Lu YR; Metzger LE 4th; Sethna S; Davidsohn N,2024,Cellular reprogramming,,38381405,,https://pubmed.ncbi.nlm.nih.gov/38381405/,Journal Article,False,2026-04-23T01:40:55
