source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm,screen_label,screen_confidence,exclusion_reason,intervention_classes,outcome_terms,evidence_model,retrieval_status,retrieval_note
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",1d050d742d4e714891225181e507ef87,The NAD-brain pharmacokinetic study of NAD augmentation in blood and brain using oral precursor supplementation.,,"Berven H, Svensen M, Eikeland H, Tvedten N, Sheard EV, Af Geijerstam SA, Søgnen M, McCann A, Arnsten L, Årseth O, Skjeie V, Hjellbrekke A, Skeie GO, Torres Cleuren YN, Nido GS, Haugarvoll K, Riemer F, Tzoulis C, Dölle C.",2026.0,iScience,10.1016/j.isci.2026.114764,41858901.0,PMC12996706,,research-article; journal article,False,2026-04-23T01:41:28,doi:10.1016/j.isci.2026.114764,the nad brain pharmacokinetic study of nad augmentation in blood and brain using oral precursor supplementation,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin; supplements,,human,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",70dbddc839a50a3e405f75211b116882,Probiotic potential of Parabacteroides johnsonii in mitigating age-related ovarian functional decline.,,"Wang DY, Wang YW, Yu KC, Yang X, Ma J, Li BH, Peng YL, Deng XY, Chen ZX, Wang L.",2026.0,J Genet Genomics,10.1016/j.jgg.2026.03.023,41932647.0,,,journal article,False,2026-04-23T01:41:50,doi:10.1016/j.jgg.2026.03.023,probiotic potential of parabacteroides johnsonii in mitigating age related ovarian functional decline,uncertain,0.45,ageing_outcome_unclear,microbiome,,unclear,abstract_or_metadata_only,No full text link captured
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",b54abe61b60620f9e2d8f505fe4bba38,Interaction between physical activity and deficit-based frailty on all-cause mortality in older adults: a prospective study of five population-based cohorts.,,"Zhu Z, Zhou X, Chen M, Dou C, Liu D, Kong L, Ye C, Xu M, Xu Y, Li M, Zhao Z, Zheng J, Lu J, Chen Y, Wang W, Ning G, Bi Y, Wang T.",2026.0,Lancet Reg Health West Pac,10.1016/j.lanwpc.2025.101780,41503609.0,PMC12771502,,research-article; journal article,False,2026-04-23T01:41:13,doi:10.1016/j.lanwpc.2025.101780,interaction between physical activity and deficit based frailty on all cause mortality in older adults a prospective study of five population based cohorts,include,0.75,,exercise,mortality; frailty,human,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",f171d40463bd32d46a7a1e8ee8b63029,Muscle stem cell aging: identifying ways to induce tissue rejuvenation,,Sousa-Victor Pedro; Neves Joana; Muñoz-Cánoves Pura,2020.0,Mechanisms of Ageing and Development,10.1016/j.mad.2020.111246,,,https://doi.org/10.1016/j.mad.2020.111246,journal-article,False,2026-04-23T01:41:45,doi:10.1016/j.mad.2020.111246,muscle stem cell aging identifying ways to induce tissue rejuvenation,uncertain,0.55,needs_full_text_or_abstract,stem_cell,rejuvenation,cellular,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",58136cf1f0fe53d86e337ae734c57ba6,The mitochondrial metabolic checkpoint in stem cell aging and rejuvenation,,Mu Wei-Chieh; Ohkubo Rika; Widjaja Andrew; Chen Danica,2020.0,Mechanisms of Ageing and Development,10.1016/j.mad.2020.111254,,,https://doi.org/10.1016/j.mad.2020.111254,journal-article,False,2026-04-23T01:41:45,doi:10.1016/j.mad.2020.111254,the mitochondrial metabolic checkpoint in stem cell aging and rejuvenation,uncertain,0.55,needs_full_text_or_abstract,stem_cell,rejuvenation,cellular,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",648e088f47c75b9cfe382625e8d7db9c,Towards personalized nicotinamide mononucleotide (NMN) supplementation: Nicotinamide adenine dinucleotide (NAD) concentration,,Kuerec Ajla Hodzic; Wang Weilan; Yi Lin; Tao Rongsheng; Lin Zhigang; Vaidya Aditi; Pendse Sohal; Thasma Sornaraja,2024.0,Mechanisms of Ageing and Development,10.1016/j.mad.2024.111917,,,https://doi.org/10.1016/j.mad.2024.111917,journal-article,False,2026-04-23T01:41:30,doi:10.1016/j.mad.2024.111917,towards personalized nicotinamide mononucleotide nmn supplementation nicotinamide adenine dinucleotide nad concentration,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin; supplements,,human,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),414f6e753e736b06b31f48ccf1f3f289,Metformin-induced longevity is associated with retrotransposon dynamics in yeast chronological aging,,Meneses-Plascencia Jimena; Moreno-Méndez Ericka; Ascencio Diana; Pérez-Aguilar Cesia; Munguía-Figueroa Michelle; Abreu-Goodger Cei; Funes Soledad; DeLuna Alexander,2026.0,Mechanisms of Ageing and Development,10.1016/j.mad.2026.112162,,,https://doi.org/10.1016/j.mad.2026.112162,journal-article,False,2026-04-23T01:41:23,doi:10.1016/j.mad.2026.112162,metformin induced longevity is associated with retrotransposon dynamics in yeast chronological aging,uncertain,0.45,ageing_outcome_unclear,metformin,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),0ac07d71230df12d0d5e9f0e2851b3da,Senolytic combination of dasatinib and quercetin attenuates renal damage in diabetic kidney disease,,Guo Xiuli; Wen Si; Wang Jiao; Zeng Xiaobian; Yu Hongyuan; Chen Ying; Zhu Xinwang; Xu Li,2024.0,Phytomedicine,10.1016/j.phymed.2024.155705,,,https://doi.org/10.1016/j.phymed.2024.155705,journal-article,False,2026-04-23T01:41:38,doi:10.1016/j.phymed.2024.155705,senolytic combination of dasatinib and quercetin attenuates renal damage in diabetic kidney disease,uncertain,0.45,ageing_outcome_unclear,senolytics,,unclear,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",83aaac55612a1a326deeeb22f6da113f,Research of <i>in vivo</i> reprogramming toward clinical applications in regenerative medicine: A concise review.,,"Nakatsukasa Y, Yamada Y, Yamada Y.",2025.0,Regen Ther,10.1016/j.reth.2024.11.008,39678397.0,PMC11638634,,review-article; review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.reth.2024.11.008,research of i in vivo i reprogramming toward clinical applications in regenerative medicine a concise review,uncertain,0.45,ageing_outcome_unclear,stem_cell,,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",4233fe620552826825908abab375d05c,Two decades of induced pluripotent stem cell research: From discovery to diverse applications.,,Yamanaka S.,2026.0,Cell Stem Cell,10.1016/j.stem.2026.02.003,41795426.0,,,review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.stem.2026.02.003,two decades of induced pluripotent stem cell research from discovery to diverse applications,uncertain,0.45,ageing_outcome_unclear,stem_cell,,cellular,abstract_or_metadata_only,No full text link captured
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",1e4d07b5fc2b294f8591fb2de6d3a89a,"Environmental, infrastructural, and social drivers of physical activity in aging cities",,Marzetti Emanuele; Calvani Riccardo; Coelho-Junior Hélio Jose,2025.0,The Journal of Frailty &amp; Aging,10.1016/j.tjfa.2025.100066,,,https://doi.org/10.1016/j.tjfa.2025.100066,journal-article,False,2026-04-23T01:41:16,doi:10.1016/j.tjfa.2025.100066,environmental infrastructural and social drivers of physical activity in aging cities,uncertain,0.45,ageing_outcome_unclear,exercise,,human,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",a73d849f74fc44d557e3fb24637f35ff,Impacts of sarcopenia and resistance exercise training on mitochondrial quality control proteins,,Springer-Sapp Catherine B.; Ogbara Olayinka O.; Addison Odessa; Kuzmiak-Glancy Sarah; Prior Steven J.,2025.0,The Journal of Frailty &amp; Aging,10.1016/j.tjfa.2025.100090,,,https://doi.org/10.1016/j.tjfa.2025.100090,journal-article,False,2026-04-23T01:41:16,doi:10.1016/j.tjfa.2025.100090,impacts of sarcopenia and resistance exercise training on mitochondrial quality control proteins,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",d3deded3d65eac3b484e28afdb47567c,From wrinkles to malignancy: small-molecule-mediated stem cell approaches in skin aging.,,"Alkhammash A, Alotaibi G.",2026.0,Methods,10.1016/j.ymeth.2026.02.003,41655728.0,,,review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.ymeth.2026.02.003,from wrinkles to malignancy small molecule mediated stem cell approaches in skin aging,uncertain,0.45,ageing_outcome_unclear,stem_cell,,cellular,abstract_or_metadata_only,No full text link captured
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",abcb75ccf0b5e32a969d52b6a5a33a69,Mo1818 Effect of Aging on the Fecal Microbiome in Healthy Donors for Fecal Microbiota Transplant,,Anand Rohit; Song Yang; Sinha Amitasha; Hasan Sayeedul; Sivaraman Anita; Garg Shashank; Dutta Sudhir,2015.0,Gastroenterology,10.1016/s0016-5085(15)32448-3,,,https://doi.org/10.1016/s0016-5085(15)32448-3,journal-article,False,2026-04-23T01:41:51,doi:10.1016/s0016-5085(15)32448-3,mo1818 effect of aging on the fecal microbiome in healthy donors for fecal microbiota transplant,uncertain,0.45,ageing_outcome_unclear,microbiome,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",3f53e447bc570c6d4565cf4cefb69b3c,"Proteolysis, caloric restriction and aging",,Merker K,2001.0,Mechanisms of Ageing and Development,10.1016/s0047-6374(01)00219-6,,,https://doi.org/10.1016/s0047-6374(01)00219-6,journal-article,False,2026-04-23T01:41:06,doi:10.1016/s0047-6374(01)00219-6,proteolysis caloric restriction and aging,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",0ce863813aea09b30da5aebe9798cc74,Caloric restriction and lifespan: a role for protein turnover?,,Tavernarakis Nektarios; Driscoll Monica,2002.0,Mechanisms of Ageing and Development,10.1016/s0047-6374(01)00341-4,,,https://doi.org/10.1016/s0047-6374(01)00341-4,journal-article,False,2026-04-23T01:41:06,doi:10.1016/s0047-6374(01)00341-4,caloric restriction and lifespan a role for protein turnover,uncertain,0.55,needs_full_text_or_abstract,caloric_restriction,lifespan,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",39391edc9a7bafef42b6f5ca630128ce,Cellular and molecular mechanisms whereby dietary restriction extends healthspan: a beneficial type of stress,,Mattson Mark P.; Duan Wenzhen; Wan Ruiqian; Guo Zhihong,2003.0,Advances in Cell Aging and Gerontology,10.1016/s1566-3124(03)14005-9,,,https://doi.org/10.1016/s1566-3124(03)14005-9,book-chapter,False,2026-04-23T01:41:06,doi:10.1016/s1566-3124(03)14005-9,cellular and molecular mechanisms whereby dietary restriction extends healthspan a beneficial type of stress,uncertain,0.55,needs_full_text_or_abstract,caloric_restriction,healthspan,cellular,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",71c021adcec1fddfbfc0b8664b95f24e,"Endogenous oxidative stress: relationship to aging, longevity and caloric restriction",,Barja Gustavo,2002.0,Ageing Research Reviews,10.1016/s1568-1637(02)00008-9,,,https://doi.org/10.1016/s1568-1637(02)00008-9,journal-article,False,2026-04-23T01:41:06,doi:10.1016/s1568-1637(02)00008-9,endogenous oxidative stress relationship to aging longevity and caloric restriction,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",6cdf2c571e5017f731ba3bc9dc401895,Selective Assembly between Cu2+ and Nicotinamide Mononucleotide (NMN),,,,,10.1021/acs.inorgchem.5c04335.s001,,,https://doi.org/10.1021/acs.inorgchem.5c04335.s001,component,False,2026-04-23T01:41:30,doi:10.1021/acs.inorgchem.5c04335.s001,selective assembly between cu2 and nicotinamide mononucleotide nmn,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),1818043acae4449a4d055794b69c862b,Design and Synthesis of Senescence-Targeted Prodrugs with Senomorphic and Senolytic Properties To Mitigate Chemotherapy-Induced Kidney Injury,,,,,10.1021/acs.jmedchem.5c01442.s001,,,https://doi.org/10.1021/acs.jmedchem.5c01442.s001,component,False,2026-04-23T01:41:38,doi:10.1021/acs.jmedchem.5c01442.s001,design and synthesis of senescence targeted prodrugs with senomorphic and senolytic properties to mitigate chemotherapy induced kidney injury,uncertain,0.55,needs_full_text_or_abstract,senolytics,senescence,unclear,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),7f43ac0b938acae3ad1fa0a7c1d26b41,Design and Synthesis of Senescence-Targeted Prodrugs with Senomorphic and Senolytic Properties To Mitigate Chemotherapy-Induced Kidney Injury,,,,,10.1021/acs.jmedchem.5c01442.s002,,,https://doi.org/10.1021/acs.jmedchem.5c01442.s002,component,False,2026-04-23T01:41:38,doi:10.1021/acs.jmedchem.5c01442.s002,design and synthesis of senescence targeted prodrugs with senomorphic and senolytic properties to mitigate chemotherapy induced kidney injury,uncertain,0.55,needs_full_text_or_abstract,senolytics,senescence,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",217d6c008e36d016041f462c41594288,"Nicotinamide riboside, an NAD+ precursor, attenuates inflammation and oxidative stress by activating sirtuin 1 in alcohol-stimulated macrophages",,Kang Hyunju; Park Young-Ki; Lee Ji-Young,2021.0,Laboratory Investigation,10.1038/s41374-021-00599-1,,,https://doi.org/10.1038/s41374-021-00599-1,journal-article,False,2026-04-23T01:41:30,doi:10.1038/s41374-021-00599-1,nicotinamide riboside an nad precursor attenuates inflammation and oxidative stress by activating sirtuin 1 in alcohol stimulated macrophages,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",0fcd96667655ab4b60a78445a062b22e,Nicotinamide phosphoribosyltransferase in NAD&lt;sup&gt;+&lt;/sup&gt; metabolism: physiological and pathophysiological implications.,,"Zhang W, Ren H, Chen W, Hu B, Feng C, Li P, Shi Y, Fang J.",2025.0,Cell Death Discov,10.1038/s41420-025-02672-w,40775221.0,PMC12332177,,review-article; review; journal article,False,2026-04-23T01:41:28,doi:10.1038/s41420-025-02672-w,nicotinamide phosphoribosyltransferase in nad lt sup gt lt sup gt metabolism physiological and pathophysiological implications,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",cbe77b00d0829efa88be8b06db01a84c,Early-life exercise extends healthspan but not lifespan in mice.,,"Feng M, Li M, Lou J, Wu G, Gao T, Wu F, Tan Y, Zhang N, Zhao Y, Zhao L, Li J, Shi C, Zhang X, Liu J, Gao F.",2025.0,Nat Commun,10.1038/s41467-025-61443-4,40634291.0,PMC12241455,,research-article; journal article,False,2026-04-23T01:41:13,doi:10.1038/s41467-025-61443-4,early life exercise extends healthspan but not lifespan in mice,include,0.75,,exercise,lifespan; healthspan,animal,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),2c86666bea99963876ab8446239c6522,Single-cell profiling unveils a geroprotective role of Procyanidin C1 in hematopoietic immune system via senolytic and senomorphic effects,,Liu Xiuxing; Liu Yidan; Gao Yuehan; Zhang Chun; Gu Chenyang; Lv Jianjie; Wu Junying; Su Wenru,2025.0,npj Aging,10.1038/s41514-025-00222-3,,,https://doi.org/10.1038/s41514-025-00222-3,journal-article,False,2026-04-23T01:41:38,doi:10.1038/s41514-025-00222-3,single cell profiling unveils a geroprotective role of procyanidin c1 in hematopoietic immune system via senolytic and senomorphic effects,uncertain,0.45,ageing_outcome_unclear,senolytics,,cellular,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",4ccbfd841db504f45c990a709f0a8743,"Probiotic Lactiplantibacillus plantarum OL3246 supports healthy aging by enhancing quality of life, reducing inflammation, and modulating gut microbiota: a pilot study.",,"Jastrząb R, Małecki A, Kmiecik-Małecka E, Gorzkowska A, Krzystyniak B, Kubas K, Widłak-Kargul J, Wolman D, Matkiewicz K, Nowacka-Chmielewska M, Liśkiewicz D, Grabowska K, Grabowski M, Pondel N, Początek G, Kłodowska G, Mytych J.",2026.0,NPJ Aging,10.1038/s41514-026-00338-0,41629309.0,PMC12966307,,research-article; journal article,False,2026-04-23T01:41:50,doi:10.1038/s41514-026-00338-0,probiotic lactiplantibacillus plantarum ol3246 supports healthy aging by enhancing quality of life reducing inflammation and modulating gut microbiota a pilot study,uncertain,0.45,ageing_outcome_unclear,microbiome,,unclear,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),8ed06789795702dd1ce0395591eab7c5,Dasatinib plus quercetin attenuates some frailty characteristics in SAMP10 mice,,Ota Hidetaka; Kodama Ayuto,2022.0,Scientific Reports,10.1038/s41598-022-06448-5,,,https://doi.org/10.1038/s41598-022-06448-5,journal-article,False,2026-04-23T01:41:38,doi:10.1038/s41598-022-06448-5,dasatinib plus quercetin attenuates some frailty characteristics in samp10 mice,uncertain,0.55,needs_full_text_or_abstract,senolytics,frailty,animal,link_available,Full text link or landing page available
europe_pmc,mixed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),959925160a2d6ea9de2b38e21297a33c,Effect of preoperative rapamycin supplementation on perioperative clinical frailty and cognitive performance in a murine model undergoing anesthesia and surgery.,,"Sim MA, Goh J, Lee J, Tay JH, Tan FCK, Li C, Wong ESP, Loh WNH, Chew STH, Maier AB, Kennedy BK, Ti LK.",2025.0,Sci Rep,10.1038/s41598-025-02707-3,40473713.0,PMC12141598,,research-article; journal article,False,2026-04-23T01:41:22,doi:10.1038/s41598-025-02707-3,effect of preoperative rapamycin supplementation on perioperative clinical frailty and cognitive performance in a murine model undergoing anesthesia and surgery,include,0.8,,rapamycin_mtor; supplements,frailty,animal,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",dc28c19590c7be25ebf8049ef99cef23,Promoting healthspan and lifespan with caloric restriction in primates,,Pifferi Fabien; Terrien Jérémy; Perret Martine; Epelbaum Jacques; Blanc Stéphane; Picq Jean-Luc; Dhenain Marc; Aujard Fabienne,2019.0,Communications Biology,10.1038/s42003-019-0348-z,,,https://doi.org/10.1038/s42003-019-0348-z,journal-article,False,2026-04-23T01:41:06,doi:10.1038/s42003-019-0348-z,promoting healthspan and lifespan with caloric restriction in primates,include,0.75,,caloric_restriction,lifespan; healthspan,unclear,link_available,Full text link or landing page available
crossref,bibliographic,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),29774002e108beb39288a945e441312d,"Decoding ageing: Handan Melike Dönertaş on microbiomes, AI and improving lifespan and healthspan",,,2024.0,Communications Biology,10.1038/s42003-024-07246-7,,,https://doi.org/10.1038/s42003-024-07246-7,journal-article,False,2026-04-23T01:40:44,doi:10.1038/s42003-024-07246-7,decoding ageing handan melike d nerta on microbiomes ai and improving lifespan and healthspan,include,0.75,,microbiome,lifespan; healthspan,unclear,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",82cab635b1a9a70aa5ec67ccc9c83f42,NAD&lt;sup&gt;+&lt;/sup&gt; controls circadian rhythmicity during cardiac aging.,,"Carpenter BJ, Lecacheur M, Mangold YN, Cui K, Günther S, Vermunt MW, Dierickx P.",2026.0,Commun Biol,10.1038/s42003-026-09818-1,41813966.0,PMC13039344,,research-article; journal article,False,2026-04-23T01:41:28,doi:10.1038/s42003-026-09818-1,nad lt sup gt lt sup gt controls circadian rhythmicity during cardiac aging,uncertain,0.45,ageing_outcome_unclear,sleep_circadian; nad_sirtuin,,unclear,retrieved_open_metadata,PMC full text likely available
crossref,bibliographic,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),e500cb8c518cd6eed3984f6eabaa34e9,Isoleucine dietary restriction boosts healthspan and longevity in mice,,Aman Yahyah,2023.0,Nature Aging,10.1038/s43587-023-00547-2,,,https://doi.org/10.1038/s43587-023-00547-2,journal-article,False,2026-04-23T01:40:44,doi:10.1038/s43587-023-00547-2,isoleucine dietary restriction boosts healthspan and longevity in mice,uncertain,0.55,needs_full_text_or_abstract,caloric_restriction,healthspan,animal,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",29193f301d0b56d2ab29349411e9cb4d,Dietary restriction in aging and longevity.,,"Schmauck-Medina T, Lautrup S, Di Francesco A, Mitchell SJ, Clemmensen C, Partridge L, Roth GS, Anderson RM, Mattison JA, de Cabo R, Speakman JR, Richardson A, Ingram DK, Weindruch R, Mattson MP, Fang EF.",2026.0,Nat Aging,10.1038/s43587-026-01091-5,41792328.0,,,review; journal article,False,2026-04-23T01:41:04,doi:10.1038/s43587-026-01091-5,dietary restriction in aging and longevity,uncertain,0.45,ageing_outcome_unclear,caloric_restriction,,unclear,abstract_or_metadata_only,No full text link captured
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),633a541e148eae7b7ac269cd04d3286a,Bisdemethoxycurcumin extends lifespan and healthspan in &lt;i&gt;Caenorhabditis elegans via&lt;/i&gt; modulation of EGFR-linked signaling pathways.,,"Shi R, Zhang Y, Li C, Li X, Tu C, Sun C, Liu S, He R, Zhang X.",2026.0,Food Funct,10.1039/d5fo04963f,41804763.0,,,journal article,False,2026-04-23T01:40:43,doi:10.1039/d5fo04963f,bisdemethoxycurcumin extends lifespan and healthspan in lt i gt caenorhabditis elegans via lt i gt modulation of egfr linked signaling pathways,include,0.75,,supplements,lifespan; healthspan,unclear,abstract_or_metadata_only,No full text link captured
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",01d772a40e684b1d6730fd23c0cd4cf5,Physical Exercise Toughens,,,,Building Resistance to Stress and Aging,10.1057/9781137454850.0019,,,https://doi.org/10.1057/9781137454850.0019,book-chapter,False,2026-04-23T01:41:16,doi:10.1057/9781137454850.0019,physical exercise toughens,uncertain,0.45,ageing_outcome_unclear,exercise,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",c792988207d808d5c0df1b0eb83e90ab,On the Nonspecific Degradation of NAD+ to Nicotinamide Riboside,,Brenner Charles,2011.0,Journal of Biological Chemistry,10.1074/jbc.l110.217885,,,https://doi.org/10.1074/jbc.l110.217885,journal-article,False,2026-04-23T01:41:30,doi:10.1074/jbc.l110.217885,on the nonspecific degradation of nad to nicotinamide riboside,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",50746376c5ab599e476afa3bdb429ea3,Determination of NAD+ precursors nicotinamide mononucleotide (NMN) and nicotinamide riboside (NR) in plant foods: exploring dietary sources,,Alegre Gabriela Fabiana Soares; Pastore Glaucia Maria,2025.0,CyTA - Journal of Food,10.1080/19476337.2025.2458753,,,https://doi.org/10.1080/19476337.2025.2458753,journal-article,False,2026-04-23T01:41:30,doi:10.1080/19476337.2025.2458753,determination of nad precursors nicotinamide mononucleotide nmn and nicotinamide riboside nr in plant foods exploring dietary sources,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,unclear,link_available,Full text link or landing page available
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",e6cb4b7412ba0baa90118265ae8ea33b,The role of gut microbiome in aging-associated diseases: where do we stand now and how technology will transform the future.,,"Aldriwesh MG, Alotibi RS, Alqurainy N, Alrabiah S, Arafah AM, Alghoribi MF, Ajina R.",2026.0,Gut Microbes,10.1080/19490976.2025.2607076,41454672.0,PMC12758313,,review-article; review; journal article,False,2026-04-23T01:41:50,doi:10.1080/19490976.2025.2607076,the role of gut microbiome in aging associated diseases where do we stand now and how technology will transform the future,uncertain,0.45,ageing_outcome_unclear,microbiome,,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",0f18fd702e349642826a806767ffb06a,Circadian synchronization between diet and gut microbiota in modulating host's health.,,"Ma J, Zhen Y, Weng Y, Lin J, Zhang C, Zhong Y, Zhou J, Wang M.",2026.0,Gut Microbes,10.1080/19490976.2026.2647602,41914045.0,PMC13048562,,review-article; review; journal article,False,2026-04-23T01:41:28,doi:10.1080/19490976.2026.2647602,circadian synchronization between diet and gut microbiota in modulating host s health,uncertain,0.45,ageing_outcome_unclear,sleep_circadian,,unclear,retrieved_open_metadata,PMC full text likely available
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",bbd2dfd2b69a04f9ff31df2ac6e56511,Function of NAD metabolism in white adipose tissue: lessons from mouse models.,,"Kwon SY, Park YJ.",2024.0,Adipocyte,10.1080/21623945.2024.2313297,38316756.0,PMC10877972,,"research support, non-u.s. gov't; review-article; review; journal article",False,2026-04-23T01:41:28,doi:10.1080/21623945.2024.2313297,function of nad metabolism in white adipose tissue lessons from mouse models,uncertain,0.45,ageing_outcome_unclear,nad_sirtuin,,animal,retrieved_open_metadata,PMC full text likely available
