source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",8da6c3cc981da2037881e978b9b2c07d,Exercise interventions to improve physical frailty and physical frailty components in older adults with hypertension: A systematic review,,Vlietstra L.; Fordyce A.M.; Costa E.C.; Coffey S.; Walker X.J.; Whalley G.A.; Waters D.L.,2025.0,Ageing Research Reviews,10.1016/j.arr.2025.102714,,,https://doi.org/10.1016/j.arr.2025.102714,journal-article,False,2026-04-23T01:41:16,doi:10.1016/j.arr.2025.102714,exercise interventions to improve physical frailty and physical frailty components in older adults with hypertension a systematic review
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",05828ee7ebab27d1844d773d3ea660a1,Conserved biological processes in partial cellular reprogramming: Relevance to aging and rejuvenation,,Avelar Roberto A.; Palmer Daniel; Kulaga Anton Y.; Fuellen Georg,2025.0,Ageing Research Reviews,10.1016/j.arr.2025.102737,,,https://doi.org/10.1016/j.arr.2025.102737,journal-article,False,2026-04-23T01:41:45,doi:10.1016/j.arr.2025.102737,conserved biological processes in partial cellular reprogramming relevance to aging and rejuvenation
europe_pmc,mixed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),ed55b684fd29e40e832689062d17b58b,Pathogens accelerate features of human aging: A review of molecular mechanisms.,,"Proal AD, VanElzakker MB.",2025.0,Ageing Res Rev,10.1016/j.arr.2025.102865,40783071.0,,,review; journal article,False,2026-04-23T01:41:22,doi:10.1016/j.arr.2025.102865,pathogens accelerate features of human aging a review of molecular mechanisms
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",ed26bcf9c82f5f49f26bd1e899a8e8d7,Nucleoside reverse transcriptase inhibitors as a therapeutic opportunity to counteract inflammaging and age-related diseases: New evidence from epidemiological data.,,"Olivieri F, Giuliani A, Bonafè M.",2025.0,Ageing Res Rev,10.1016/j.arr.2025.102878,40854393.0,,,review; journal article,False,2026-04-23T01:40:57,doi:10.1016/j.arr.2025.102878,nucleoside reverse transcriptase inhibitors as a therapeutic opportunity to counteract inflammaging and age related diseases new evidence from epidemiological data
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),f1896f510efde4d48d1b389f9251bf7d,"Utilizing accelerated and delayed murine models of aging to address the ""healthspan issue"" - A review of skeletal muscle health.",,"Johnston MJ, Brown-Borg HM.",2026.0,Ageing Res Rev,10.1016/j.arr.2025.102946,41260524.0,,,review; journal article,False,2026-04-23T01:40:43,doi:10.1016/j.arr.2025.102946,utilizing accelerated and delayed murine models of aging to address the healthspan issue a review of skeletal muscle health
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",fbb85824bfdbb3ed7e1ad74e22d953bf,Comparison of anti-aging effect of PQQ (Pyrroloquinoline quinone) and NMN/NR (Nicotinamide mononucleotide /Nicotinamide riboside) – possible combination use,,Ulpathakumbura Savani; Lu Sicong Kenric; Gunarathne Rasika; Yang John Zhiyong; Liu Johnson; Jin Xiaodong; Zhou Qiang; Lu Jun,2026.0,Ageing Research Reviews,10.1016/j.arr.2025.102992,,,https://doi.org/10.1016/j.arr.2025.102992,journal-article,False,2026-04-23T01:41:30,doi:10.1016/j.arr.2025.102992,comparison of anti aging effect of pqq pyrroloquinoline quinone and nmn nr nicotinamide mononucleotide nicotinamide riboside possible combination use
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",5925b0c504471d99c174c726ea72bcf7,The epigenetic rejuvenation promise: Partial reprogramming as a therapeutic strategy for aging and disease.,,"Li YY, Tay FR.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103009,41490578.0,,,review; journal article,False,2026-04-23T01:40:57,doi:10.1016/j.arr.2026.103009,the epigenetic rejuvenation promise partial reprogramming as a therapeutic strategy for aging and disease
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",cc4fd231c852d97d0bb6f37a5b8ed55c,"The gut microbiota dysbiosis in geriatric multimorbidity: Pharmacotherapeutic implications, pathophysiological mechanisms, and precision modulation strategies.",,"Yang D, Ren D, Zhang Y, Hao Y, Yue Y, Li Q, Fan Q, Sun C, Cui M, Zhang M.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103023,41539609.0,,,review; journal article,False,2026-04-23T01:41:50,doi:10.1016/j.arr.2026.103023,the gut microbiota dysbiosis in geriatric multimorbidity pharmacotherapeutic implications pathophysiological mechanisms and precision modulation strategies
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),33573ab9f92f1248735193b947a1729f,Evaluating senescence-targeted approaches in Alzheimer's Disease: What we know and what lies ahead.,,"Doshi PP, Desale SH, Khutale AA, Sabarathinam S, Suresh S.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103029,41565079.0,,,review; journal article,False,2026-04-23T01:41:36,doi:10.1016/j.arr.2026.103029,evaluating senescence targeted approaches in alzheimer s disease what we know and what lies ahead
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",a097388f5ea247704bcf85d32b19c0d8,Gut microbiota-derived metabolites as immune modulators in aging and age-related chronic inflammatory diseases.,,"Chen N, Chan CK, Khan FU, Makhijani P, Valentino TR, Winer S, Luk CT, Winer DA.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103036,41628781.0,PMC12927762,,research-article; review; journal article,False,2026-04-23T01:41:50,doi:10.1016/j.arr.2026.103036,gut microbiota derived metabolites as immune modulators in aging and age related chronic inflammatory diseases
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",521151341489e6ece701483174a99f53,Single-cell aging clocks: A precision tool for dissecting and targeting the aging process.,,"Hao Y, Xie S, Wei Y, Sun X, Xiao Y, Xie X, Han K, Wang T, Wang Z, Zhang L, Lyu H, Lin H.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103040,41616914.0,,,review; journal article,False,2026-04-23T01:40:57,doi:10.1016/j.arr.2026.103040,single cell aging clocks a precision tool for dissecting and targeting the aging process
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",3a93a6b921732a6ae0208f986a914e89,The ethics case for longevity science.,,"Han ZZ, de Magalhães JP.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103054,41654143.0,,,review; journal article,False,2026-04-23T01:40:57,doi:10.1016/j.arr.2026.103054,the ethics case for longevity science
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",f8d8b6f1c0727d875eaefa4507265b6a,Advocating gut-retina connection and microbiota mediated pathways in management of age-related macular degeneration: Preclinical to clinical perspective.,,"Waghmare PV, Kolekar KA, Bashir B, Kumbhar PS, Patil KS, Gupta G, Prasher P, Jha SK, Disouza J, Gurav SS, Dua K, Singh SK.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103071,41759744.0,,,review; journal article,False,2026-04-23T01:41:50,doi:10.1016/j.arr.2026.103071,advocating gut retina connection and microbiota mediated pathways in management of age related macular degeneration preclinical to clinical perspective
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),205d3b9d39ac5e516a9a55b30cc69509,Sex differences in response to longevity interventions.,,"Hajdarovic KH, Riddle NC, Webb AE.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103123,41935583.0,PMC13080664,,research-article; review; journal article,False,2026-04-23T01:40:43,doi:10.1016/j.arr.2026.103123,sex differences in response to longevity interventions
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),860af5d51d8ac55a4e18ad07605591d3,Gene therapy for aging: Current evidence and future directions.,,"Zhang Y, Gan L, Wang S, Zhang J.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103144,41997501.0,,,review; journal article,False,2026-04-23T01:40:43,doi:10.1016/j.arr.2026.103144,gene therapy for aging current evidence and future directions
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",d3a81ac0c5bfd3f8313c5db8be2db299,Targeting lysosomal acidification to restore microglial homeostasis and mitigate memory decline during male brain ageing.,,"Barrella L, Ramírez-Ponce MP, Vázquez-Román V, Millán-Huang MS, Maldonado MD, Flores-Cordero JA, Alés E.",2026.0,Brain Behav Immun,10.1016/j.bbi.2025.106170,41197685.0,,,journal article,False,2026-04-23T01:40:57,doi:10.1016/j.bbi.2025.106170,targeting lysosomal acidification to restore microglial homeostasis and mitigate memory decline during male brain ageing
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",f677e422519f8fc9859b0268ef38619f,Differential DNA Methylation and Epigenetic Age in Postmortem Brain Tissue Associated With Depression and Post-Traumatic Stress Disorder,,Champagne Frances,2022.0,Biological Psychiatry,10.1016/j.biopsych.2022.02.038,,,https://doi.org/10.1016/j.biopsych.2022.02.038,journal-article,False,2026-04-23T01:40:51,doi:10.1016/j.biopsych.2022.02.038,differential dna methylation and epigenetic age in postmortem brain tissue associated with depression and post traumatic stress disorder
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",92af2e34448e2c500d047e414ca590bb,Impacts of Alcohol Misuse on DNA Methylation and Epigenetic Age in Two Distinct Populations,,Xu Ke; Liang Xiaoyu; Justice Amy; So-Armah Kaku; Bradley Brooklyn; Sinha Rajita,2023.0,Biological Psychiatry,10.1016/j.biopsych.2023.02.090,,,https://doi.org/10.1016/j.biopsych.2023.02.090,journal-article,False,2026-04-23T01:40:51,doi:10.1016/j.biopsych.2023.02.090,impacts of alcohol misuse on dna methylation and epigenetic age in two distinct populations
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),04c197dff3ce660b4f00dabdbeae9e95,Senolytic cocktail dasatinib+quercetin (D+Q) ameliorate irradiation-induced bone loss in mice through inhibiting osteocyte senescence and SASP,,Geng Qinghe; Wang Shen; Huan Han; Sun Huabei; Zhai Juan; Guo Kaijin; Zhai Huaiyuan; Heng Ke,2020.0,Bone Reports,10.1016/j.bonr.2020.100419,,,https://doi.org/10.1016/j.bonr.2020.100419,journal-article,False,2026-04-23T01:41:38,doi:10.1016/j.bonr.2020.100419,senolytic cocktail dasatinib quercetin d q ameliorate irradiation induced bone loss in mice through inhibiting osteocyte senescence and sasp
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",f48fa1699605e979bf83c9f13b73b640,"Aging, Rejuvenation, and Epigenetic Reprogramming: Resetting the Aging Clock",,Rando Thomas A.; Chang Howard Y.,2012.0,Cell,10.1016/j.cell.2012.01.003,,,https://doi.org/10.1016/j.cell.2012.01.003,journal-article,False,2026-04-23T01:41:45,doi:10.1016/j.cell.2012.01.003,aging rejuvenation and epigenetic reprogramming resetting the aging clock
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",f2659b341e71f417148b8ef9257d7a2a,Prevalent mesenchymal drift in aging and disease is reversed by partial reprogramming.,,"Lu JY, Tu WB, Li R, Weng M, Sanketi BD, Yuan B, Reddy P, Rodriguez Esteban C, Izpisua Belmonte JC.",2025.0,Cell,10.1016/j.cell.2025.07.031,40816266.0,,,journal article,False,2026-04-23T01:41:44,doi:10.1016/j.cell.2025.07.031,prevalent mesenchymal drift in aging and disease is reversed by partial reprogramming
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",155e388110cf780abace6ab3983fcf8f,Liver exerkine reverses aging- and Alzheimer's-related memory loss via vasculature.,,"Bieri G, Pratt KJB, Fuseya Y, Aghayev T, Sucharov J, Horowitz AM, Philp AR, Fonseca-Valencia K, Chu R, Phan M, Remesal L, Wang SJ, Yang AC, Casaletto KB, Villeda SA.",2026.0,Cell,10.1016/j.cell.2026.01.024,41713415.0,PMC13070421,,research-article; journal article,False,2026-04-23T01:41:56,doi:10.1016/j.cell.2026.01.024,liver exerkine reverses aging and alzheimer s related memory loss via vasculature
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",6d0f5d8e771a551ffb8dca48155c0d37,Electromagnetic field-inducible in vivo gene switch for remote spatiotemporal control of gene expression.,,"Kim J, Hwang Y, Kim S, Kwon D, Park J, Cho B, An S, Kang S, Kim Y, Kim S, Lengner CJ, Kim S, Kwon Y, Sung JS, Kim J.",2026.0,Cell,10.1016/j.cell.2026.03.029,41985457.0,,,journal article,False,2026-04-23T01:41:44,doi:10.1016/j.cell.2026.03.029,electromagnetic field inducible in vivo gene switch for remote spatiotemporal control of gene expression
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",c747507bb294c922d72e38578e235ab6,An epigenetic framework for understanding contextual influences on neural and socio-emotional development: Narrative review and case-study of the oxytocin receptor.,,"Skyberg AM, Pfeifer JH.",2026.0,Dev Cogn Neurosci,10.1016/j.dcn.2026.101714,41903260.0,PMC13054102,,research-article; journal article,False,2026-04-23T01:40:50,doi:10.1016/j.dcn.2026.101714,an epigenetic framework for understanding contextual influences on neural and socio emotional development narrative review and case study of the oxytocin receptor
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",8b443501b049b35ca58e5fe36cd1afba,Circadian rhythm disruption impairs ovarian follicular development via NAD&lt;sup&gt;+&lt;/sup&gt; metabolic reprogramming.,,"Ying YY, Chen X, Yao SY, Chen RX, Ying Y, Qiu H, Xu QQ, Li ZY, Ye CQ, Qian YL, Liang HQ, Sun X, Zhang D.",2026.0,EBioMedicine,10.1016/j.ebiom.2026.106200,41797048.0,PMC12991957,,research-article; journal article,False,2026-04-23T01:41:28,doi:10.1016/j.ebiom.2026.106200,circadian rhythm disruption impairs ovarian follicular development via nad lt sup gt lt sup gt metabolic reprogramming
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),b2162581c15666df63237946ff9c40f0,"Natural senotherapeutics in respiratory health: Addressing cellular senescence, inflammaging, and immunosenescence in the aging lung.",,"Juan ME, Verdaguer E, Prohens R, Ettcheto M, Auladell C, Camins A, Olloquequi J.",2026.0,Eur J Pharmacol,10.1016/j.ejphar.2026.178620,41620007.0,,,review; journal article,False,2026-04-23T01:41:36,doi:10.1016/j.ejphar.2026.178620,natural senotherapeutics in respiratory health addressing cellular senescence inflammaging and immunosenescence in the aging lung
europe_pmc,mixed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",00f4ceac00768f2d27c462a77e6f2593,Commercial food environment and cognitive health: findings from 114 urban communities.,,"Zhou W, Sim D, Zeng Y, Li H, Dai X, Chen Y, Gao J, Ma Y, Long Y, Zhang Z, Ji JS.",2026.0,Environ Res,10.1016/j.envres.2025.123640,41456661.0,,,journal article,False,2026-04-23T01:40:57,doi:10.1016/j.envres.2025.123640,commercial food environment and cognitive health findings from 114 urban communities
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",2ad6a0f0f3a61211071fdc2112105f7b,Fasting or caloric restriction for Healthy Aging,,Anton Stephen; Leeuwenburgh Christiaan,2013.0,Experimental Gerontology,10.1016/j.exger.2013.04.011,,,https://doi.org/10.1016/j.exger.2013.04.011,journal-article,False,2026-04-23T01:41:06,doi:10.1016/j.exger.2013.04.011,fasting or caloric restriction for healthy aging
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",aef591536eef40e33da0eabe7c4c247e,Epigenetic clock measuring age acceleration via DNA methylation levels in blood is associated with decreased oocyte yield,,Monseur Brent; Murugappan Gaya; Bentley Jason; Teng Nelson; Westphal Lynn,2019.0,Fertility and Sterility,10.1016/j.fertnstert.2019.02.039,,,https://doi.org/10.1016/j.fertnstert.2019.02.039,journal-article,False,2026-04-23T01:40:51,doi:10.1016/j.fertnstert.2019.02.039,epigenetic clock measuring age acceleration via dna methylation levels in blood is associated with decreased oocyte yield
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",08dbb9209e0e064db0e1e0958d71313a,Molecular basis of cell fate plasticity - insights from the privileged cells.,,"Scalf SM, Wu Q, Guo S.",2025.0,Curr Opin Genet Dev,10.1016/j.gde.2025.102354,40327951.0,,,review; journal article,False,2026-04-23T01:41:44,doi:10.1016/j.gde.2025.102354,molecular basis of cell fate plasticity insights from the privileged cells
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",9a8704881b8bdad4608124d4a5719b6f,Fecal microbiota transplantation for antibiotic resistant bacteria decolonization,,Amrane Sophie; Lagier Jean-Christophe,2020.0,Human Microbiome Journal,10.1016/j.humic.2020.100071,,,https://doi.org/10.1016/j.humic.2020.100071,journal-article,False,2026-04-23T01:41:51,doi:10.1016/j.humic.2020.100071,fecal microbiota transplantation for antibiotic resistant bacteria decolonization
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),a61262e61a008794051fc0d67a5bdeba,Senolytic Cocktail Dasatinib Plus Quercetin Enhances the Antitumor Effect of Senescence-Inducing Radiotherapy in a Preclinical Model of Melanoma,,He K.; Barsoumian H.B.; Yang L.; Sezen D.; Wasley M.D.; Masrorpour F.; Cortez M.A.; Welsh J.W.,2021.0,International Journal of Radiation Oncology*Biology*Physics,10.1016/j.ijrobp.2021.07.146,,,https://doi.org/10.1016/j.ijrobp.2021.07.146,journal-article,False,2026-04-23T01:41:38,doi:10.1016/j.ijrobp.2021.07.146,senolytic cocktail dasatinib plus quercetin enhances the antitumor effect of senescence inducing radiotherapy in a preclinical model of melanoma
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",c5b0fff210c02d5db35104d977878851,"Metabolic, epigenetic, and immune crosstalk in ovarian aging.",,"Li J, Liao Q, Yang Y, Wang K, Liu W, Zhou F, Liu H, Zhang Y.",2026.0,iScience,10.1016/j.isci.2026.114733,41847614.0,PMC12990349,,review-article; review; journal article,False,2026-04-23T01:41:28,doi:10.1016/j.isci.2026.114733,metabolic epigenetic and immune crosstalk in ovarian aging
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",1d050d742d4e714891225181e507ef87,The NAD-brain pharmacokinetic study of NAD augmentation in blood and brain using oral precursor supplementation.,,"Berven H, Svensen M, Eikeland H, Tvedten N, Sheard EV, Af Geijerstam SA, Søgnen M, McCann A, Arnsten L, Årseth O, Skjeie V, Hjellbrekke A, Skeie GO, Torres Cleuren YN, Nido GS, Haugarvoll K, Riemer F, Tzoulis C, Dölle C.",2026.0,iScience,10.1016/j.isci.2026.114764,41858901.0,PMC12996706,,research-article; journal article,False,2026-04-23T01:41:28,doi:10.1016/j.isci.2026.114764,the nad brain pharmacokinetic study of nad augmentation in blood and brain using oral precursor supplementation
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",715aaaef04d4ffe37c88b8dcb7f1aee3,Research progress on blood therapy for anti-aging.,,"Liu S, Wang S, Dong Y, Yang S, Yao C.",2026.0,J Adv Res,10.1016/j.jare.2025.07.039,40738475.0,PMC13001061,,review-article; review; journal article,False,2026-04-23T01:41:56,doi:10.1016/j.jare.2025.07.039,research progress on blood therapy for anti aging
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",70dbddc839a50a3e405f75211b116882,Probiotic potential of Parabacteroides johnsonii in mitigating age-related ovarian functional decline.,,"Wang DY, Wang YW, Yu KC, Yang X, Ma J, Li BH, Peng YL, Deng XY, Chen ZX, Wang L.",2026.0,J Genet Genomics,10.1016/j.jgg.2026.03.023,41932647.0,,,journal article,False,2026-04-23T01:41:50,doi:10.1016/j.jgg.2026.03.023,probiotic potential of parabacteroides johnsonii in mitigating age related ovarian functional decline
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),6e52d1ff4664788cc764ab5de8d41b09,Links Between Autophagy and Healthy Aging.,,"Ebata H, Hansen M.",2026.0,J Mol Biol,10.1016/j.jmb.2026.169656,41577121.0,PMC12912249,,research-article; review; journal article,False,2026-04-23T01:40:43,doi:10.1016/j.jmb.2026.169656,links between autophagy and healthy aging
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",11c94d0335a0547d5ed9956547df4083,Faecalibacterium prausnitzii Indicates Healthspan and Lifespan in Nonhuman Primates.,,"Kavanagh K, Sheridan T, Vemuri R, Bowie A, DeStephanis D, Kraniak S, Burner E, Santiago M.",2025.0,J Nutr Health Aging,10.1016/j.jnha.2025.100690,40992151.0,PMC12495320,,brief-report; journal article,False,2026-04-23T01:41:50,doi:10.1016/j.jnha.2025.100690,faecalibacterium prausnitzii indicates healthspan and lifespan in nonhuman primates
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",af6e469a14befd5186b21f90ebac024a,"Consensus document on frailty: conceptualization, detection, multidisciplinary management and future roadmap.",,"Álvarez-Bustos A, Andres-Lacueva C, Ara I, Arévalo MA, Bolaños JP, Coto-Montes A, Enriquez JA, Escames G, García-García FJ, Gómez-Cabrera MC, Grau-Rivera O, Izquierdo M, Martínez Velilla N, Matheu A, Menéndez Colino R, Muñoz Torres M, Nogués X, Oliva J, Orts-Cortés MI, Párraga Martínez I, Priego F, Rabassa-Bonet M, Rol MÁ, Serra-Rexach JA, Tarazona-Santabalbina FJ, Rodríguez-Mañas L, Abizanda P, CIBERFES working group.",2026.0,J Nutr Health Aging,10.1016/j.jnha.2026.100793,41610625.0,PMC12870775,,review-article; review; consensus statement; journal article,False,2026-04-23T01:41:13,doi:10.1016/j.jnha.2026.100793,consensus document on frailty conceptualization detection multidisciplinary management and future roadmap
europe_pmc,mixed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),b6e53f10770b5ebed71ae236b18797bd,The geroscience hypothesis: Economic paradigms and pharmacological strategies for healthspan extension.,,"Alotaibi AF, Aljasser AI, Alkattan AN, Alkhoraisi A, Assiri AM.",2026.0,J Taibah Univ Med Sci,10.1016/j.jtumed.2026.02.004,41783773.0,PMC12954315,,letter,False,2026-04-23T01:41:22,doi:10.1016/j.jtumed.2026.02.004,the geroscience hypothesis economic paradigms and pharmacological strategies for healthspan extension
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",b54abe61b60620f9e2d8f505fe4bba38,Interaction between physical activity and deficit-based frailty on all-cause mortality in older adults: a prospective study of five population-based cohorts.,,"Zhu Z, Zhou X, Chen M, Dou C, Liu D, Kong L, Ye C, Xu M, Xu Y, Li M, Zhao Z, Zheng J, Lu J, Chen Y, Wang W, Ning G, Bi Y, Wang T.",2026.0,Lancet Reg Health West Pac,10.1016/j.lanwpc.2025.101780,41503609.0,PMC12771502,,research-article; journal article,False,2026-04-23T01:41:13,doi:10.1016/j.lanwpc.2025.101780,interaction between physical activity and deficit based frailty on all cause mortality in older adults a prospective study of five population based cohorts
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",563acd623134c2535a5a2cd615f03efa,-Carnitine and -?-lipoic acid reverse the age-related deficit in glutathione redox state in skeletal muscle and heart tissues,,KUMARAN S,2004.0,Mechanisms of Ageing and Development,10.1016/j.mad.2004.05.004,,,https://doi.org/10.1016/j.mad.2004.05.004,journal-article,False,2026-04-23T01:40:58,doi:10.1016/j.mad.2004.05.004,carnitine and lipoic acid reverse the age related deficit in glutathione redox state in skeletal muscle and heart tissues
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",a3332810d1b44e2ab1da1b46588badec,Back to the future: Epigenetic clock plasticity towards healthy aging,,Declerck Ken; Vanden Berghe Wim,2018.0,Mechanisms of Ageing and Development,10.1016/j.mad.2018.01.002,,,https://doi.org/10.1016/j.mad.2018.01.002,journal-article,False,2026-04-23T01:41:30,doi:10.1016/j.mad.2018.01.002,back to the future epigenetic clock plasticity towards healthy aging
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",f171d40463bd32d46a7a1e8ee8b63029,Muscle stem cell aging: identifying ways to induce tissue rejuvenation,,Sousa-Victor Pedro; Neves Joana; Muñoz-Cánoves Pura,2020.0,Mechanisms of Ageing and Development,10.1016/j.mad.2020.111246,,,https://doi.org/10.1016/j.mad.2020.111246,journal-article,False,2026-04-23T01:41:45,doi:10.1016/j.mad.2020.111246,muscle stem cell aging identifying ways to induce tissue rejuvenation
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",58136cf1f0fe53d86e337ae734c57ba6,The mitochondrial metabolic checkpoint in stem cell aging and rejuvenation,,Mu Wei-Chieh; Ohkubo Rika; Widjaja Andrew; Chen Danica,2020.0,Mechanisms of Ageing and Development,10.1016/j.mad.2020.111254,,,https://doi.org/10.1016/j.mad.2020.111254,journal-article,False,2026-04-23T01:41:45,doi:10.1016/j.mad.2020.111254,the mitochondrial metabolic checkpoint in stem cell aging and rejuvenation
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",489134e8014f9ba6a1db0234ecedeb05,Targeting ER stress and calpain activation to reverse age-dependent mitochondrial damage in the heart,,Thompson Jeremy; Maceyka Michael; Chen Qun,2020.0,Mechanisms of Ageing and Development,10.1016/j.mad.2020.111380,,,https://doi.org/10.1016/j.mad.2020.111380,journal-article,False,2026-04-23T01:40:58,doi:10.1016/j.mad.2020.111380,targeting er stress and calpain activation to reverse age dependent mitochondrial damage in the heart
crossref,bibliographic,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",648e088f47c75b9cfe382625e8d7db9c,Towards personalized nicotinamide mononucleotide (NMN) supplementation: Nicotinamide adenine dinucleotide (NAD) concentration,,Kuerec Ajla Hodzic; Wang Weilan; Yi Lin; Tao Rongsheng; Lin Zhigang; Vaidya Aditi; Pendse Sohal; Thasma Sornaraja,2024.0,Mechanisms of Ageing and Development,10.1016/j.mad.2024.111917,,,https://doi.org/10.1016/j.mad.2024.111917,journal-article,False,2026-04-23T01:41:30,doi:10.1016/j.mad.2024.111917,towards personalized nicotinamide mononucleotide nmn supplementation nicotinamide adenine dinucleotide nad concentration
