pmcid,pmid,doi,title,year,journal,url,evidence_source_set,intervention_node_prelim,article_title_mined,first_reviewer_fulltext_decision,first_reviewer_reason,rct_signal,frailty_signal,sarcopenia_signal,older_adult_signal,intervention_signal,comparator_signal,outcome_signal,protocol_or_review_signal,disease_specific_signal,hospital_or_residential_signal,community_home_signal,detected_outcomes,randomization_snippet,intervention_snippet,comparator_snippet,results_snippet,second_reviewer_decision,consensus_decision,consensus_reason
PMC5018561,26786203.0,10.1093/gerona/glv210,"Improved Function With Enhanced Protein Intake per Meal: A Pilot Study of Weight Reduction in Frail, Obese Older Adults.",2016.0,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/26786203/,original_high_confidence,nutrition_only,"Improved Function With Enhanced Protein Intake per Meal: A Pilot Study of Weight Reduction in Frail, Obese Older Adults",defer_second_reviewer,Eligibility plausible but frailty/setting classification needs second review,yes,yes,no,yes,yes,yes,yes,no,no,no,no,frailty;gait_speed;sppb;grip_strength;adl;quality_of_life;adherence;adverse_events,"ntervention. Meal-based enhancement of protein intake could protect function and/or lean mass but has not been studied during geriatric obesity reduction. Methods: In this 6-month randomized controlled trial, 67 obese (body mass index ≥30kg/m 2 ) older (≥60 years) adults with a Short Physical Performance Battery score of 4–10 were randomly assigned to a traditional (C","ical Sciences 1079-5006 1758-535X Oxford University Press PMC5018561 PMC5018561.1 5018561 5018561 26786203 10.1093/gerona/glv210 1 Research Article Improved Function With Enhanced Protein Intake per Meal: A Pilot Study of Weight Reduction in Frail, Obese Older Adults Porter Starr Kathryn N. 1 2 Pieper Carl F. 1 3 Orenduff Melissa C. 1 McDonald Shelley R. 4 McClure","month weight loss intervention with a meal-based enhancement of protein quantity and quality lost similar amounts of weight but had greater functional improvements relative to the Control group. If confirmed, this dietary approach could have important implications for improving the functional status of this vulnerable population (ClinicalTrials.gov identifier: NCT0171575","Results: At the 6-month endpoint, there was significant ( p < .001) weight loss in both the Control (−7.5±6.2kg) and Protein (−8.7±7.4kg) groups. Both groups also improved function but the increase in the Protein (+2.4±1.7 units; p < .001) was greater than in the Control (+0.9±1.7 units; p < .01) group ( p = .02).
Results Study Population and Retention Of 93 eligible individuals, 26 were excluded at screening (see Consort diagram in Supplementary Material ). Baseline characteristics for the 67 participants enrolled (Control, n = 26 and Protein, n = 41) are shown in Table 1 . Due to time constraints that limited the trial duration, we randomized 11 participants to complete a 3 rather than a 6-month intervention (4 to Protein, 7 to Control). Two of those randomized to Protein and four of the Control participants, respectively, completed the 3 months and were assessed for all outcomes. Table 1. Descriptive Characteristics of Participants (Control n = 26, Protein n = 41; represented as mean ± SD or n [%]) Control Protein Total Age (y) 68.7±6.2 67.9±5.3 68.2±5.6 Body weight (kg) 101.8±17.1 104.1±21.1 103.2±19.6 BMI (kg/m 2 ) 36.4±5.5 37.2±6.8 36.9±6.3 Gender Female (%) 20 (77) 33 (80) 53 (79) Male (%) 6 (23) 8 (20) 14 (21) Race Black (%) 4 (15) 13 (32) 17 (25) White (%) 21 (81) 26 (63) 47 (70) Education ≤ High school (%) 6 (23) 9 (22) 15 (22) > High school (%) 20 (77) 32 (78) 52 (78) Energy intake (kcal) 1,880±416 1,985±792 1,947±680 Protein intake (g) 81.5±16.9 88.0±26.6 85.7±23.6 GFR (mL/min/1.73 m 2 ) *,† 76.3±16.8 78.1±14.9 77.4±15.6 Note : BMI = body mass index; GFR = glomerular filtration rate. *GFR was calculated as (mL/min/1.73 m 2 ) = 175 × (Scr) − 1.154×(Age) − 0.203 × (0.742 female) × (1.212 Black). † Normal GFR values were defined as ≥60mL/min/1.73 m 2 . The stud",,,
PMC5042153,27695646.0,10.18848/2160-1909/CGP/v07i02/1-10,The Impact of Strong for Life on the Physical Functioning and Health of Older Adults Receiving Home and Community-Based Services.,2017.0,Aging and society : an interdisciplinary journal,https://pubmed.ncbi.nlm.nih.gov/27695646/,original_high_confidence,exercise_only,The Impact of Strong for Life on the Physical Functioning and Health of Older Adults Receiving Home and Community-Based Services,include_primary_accessible,Community/home/primary-care frailty RCT confirmed by mined full-text fields,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,frailty;gait_speed;grip_strength;adl;falls;quality_of_life;adherence;adverse_events,"bjectives To test the effects of Strong for Life (SFL) on the physical performance and self-rated health of older adults receiving Home and Community-Based Services (HCBS). Design Randomized, two-group trial with pre-post measures. Setting In-home exercise program. Participants Clients aged 65-95 (n=42) and their Home Care Aide (HCA) (n=32) were randomly assigned to a","al performance and self-rated health of older adults receiving Home and Community-Based Services (HCBS). Design Randomized, two-group trial with pre-post measures. Setting In-home exercise program. Participants Clients aged 65-95 (n=42) and their Home Care Aide (HCA) (n=32) were randomly assigned to a usual care and SFL intervention or usual care control group. Inte",two-group trial with pre-post measures. Setting In-home exercise program. Participants Clients aged 65-95 (n=42) and their Home Care Aide (HCA) (n=32) were randomly assigned to a usual care and SFL intervention or usual care control group. Intervention Clients were instructed in SFL by their HCA and completed SFL 3 times per week for 12-weeks. Measurements Outcomes i,"Results Effect sizes were moderate for grip strength ( d = .38), pain ( d = .34), and PROMIS-global health ( d = .27). Small effect sizes were found for all other measures. Median quadriceps and TUG scores differentially improved among intervention participants versus controls. No adverse health events and high program satisfaction were reported. Frailty prevalence in the control group increased between baseline and post-test while frailty prevalence in the intervention group decreased during the same time period.
Results We made contact with 64 HCAs of whom 34 had at least one client enroll in the study ( Figure 1 ). There was approximately a one-month delay between telephone screening and intervention start date, during which clients were lost for a variety of reasons. Primary care physicians did not give medical clearance for participation (n=2). Upon arrival at the client's home to obtain informed consent, four clients could not be enrolled because they were not primarily-English speaking and were unable to provide informed consent. Seven additional participants deemed eligible during the telephone screening declined to enroll due to loss of interest. We were unable to reach eligible participants (n=2) after the telephone screening to sign informed consent and conduct baseline measurement. Finally, one client was hospitalized between the telephone screening and beginning of the intervention. Therefore, the final baseline sample consisted of 32 HCAs and their 42 clients. As shown in Table 1 , there were no significant differences in client demographics or baseline physical performance and self-rated health between intervention and control groups. There was, however, substantial within-group variability in physical performance measures. Overall, clients had a mean age",,,
PMC5234793,28085913.0,10.1371/journal.pone.0169613,Impact of a Home-Based Physical and Nutritional Intervention Program Conducted by Lay-Volunteers on Handgrip Strength in Prefrail and Frail Older Adults: A Randomized Control Trial.,2017.0,PloS one,https://pubmed.ncbi.nlm.nih.gov/28085913/,original_high_confidence,exercise_plus_nutrition,Impact of a Home-Based Physical and Nutritional Intervention Program Conducted by Lay-Volunteers on Handgrip Strength in Prefrail and Frail Older Adults: A Randomized Control Trial,exclude,Protocol/review signal in full-text-mined fields,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,frailty;gait_speed;sppb;grip_strength;adl;falls;quality_of_life;adherence;adverse_events,rcise Medicine Exercise Impact of a Home-Based Physical and Nutritional Intervention Program Conducted by Lay-Volunteers on Handgrip Strength in Prefrail and Frail Older Adults: A Randomized Control Trial A Lifestyle Program Provided by Volunteers Haider Sandra 1 * Dorner Thomas E. 1 Luger Eva 1 2 Kapan Ali 1 Titze Sylvia 3 Lackinger Christian 4 Schindler Karin E. 5 1,E-D-16-37135 1 Research Article Biology and Life Sciences Biomechanics Hand Strength Medicine and Health Sciences Public and Occupational Health Physical Activity Physical Fitness Exercise Strength Training Medicine and Health Sciences Sports and Exercise Medicine Exercise Strength Training Biology and Life Sciences Sports Science Sports and Exercise Medicine Exerci,"he older adults did not have to leave their home, which can be the first obstacle to attending an exercise program. The study also has some limitations. Firstly, we did not have a control group without any home visits at all. However, this was impracticable for ethical reasons. Secondly, the intervention was a standardized program, not allowing tailoring to the particula","Results Study participants and work flow As shown in Fig 1 , 285 hospitalized patients were checked for eligibility. Of this total, 73.0% did not fulfill the inclusion criteria, 70.1% of the people fulfilling the inclusion criteria declined participation, and 24.7% were excluded for other reasons. Finally, four patients from hospitals, amounting to 1.5%, participated in the study. The remaining 76 individuals (95.0%) were recruited via the media with two editorial features. 10.1371/journal.pone.0169613.g001 Fig 1 Flow chart of the participants. Baseline characteristics of the included participants are shown in Table 1 . In total, 67 (83.8%) persons were female and the participants had a mean age of 82.8 (SD: 8.0) years, ranging from 65 to 97 years. According to the SHARE-FI, 52 (65.0%) adults were frail, 27 (33.8%) were prefrail, and one (1.2%) participant was robust. In addition, 38 (47.5%) individuals were at risk of malnutrition or malnourished. Mean handgrip strength was 16.3 kg (SD: 7.0). The included participants obtained a physical performance score of 5.0 points (SD: 2.9) and had an appendicular skeletal muscle mass of 17.0 kg (SD: 3.3). No significant difference was observed between the PTN and SoSu groups. 10.1371/journal.pone.0169613.t001 Table 1 Baseline characteristics of study participants in each group. Physical training and nutrition group Social support group p-value a n = 39 n = 41 Sex Female, n (%) 33 (84.6) 34 (82.9) 0.838 Age (years) 83.0 (8.0) 82.5 (8.0) 0.775 Living arrangement Living alone, n (%) 27 (69.2) 33 (80.5) 0.305 Frailty status (SHARE-FI score) 2.9 (1.1) 2.8 (0.9) 0.497 Robust, n (%) 1 (2.6) 0 (0.0) 0.728 Prefrail, n (%) 14 (35.9) 13 (31.7) Frail, n (%) 24 (61.5) 28 (68.3) Nutritional status (MNA®-SF score) 10.9 (2.7) 11.1 (2.5) 0.729 No",,,
PMC5326822,27897406.0,10.1002/jcsm.12132,Integrated care for geriatric frailty and sarcopenia: a randomized control trial.,2017.0,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/27897406/,original_high_confidence,exercise_plus_nutrition,Integrated care for geriatric frailty and sarcopenia: a randomized control trial,include_primary_accessible,Community/home/primary-care frailty RCT confirmed by mined full-text fields,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,frailty;gait_speed;grip_strength;falls;quality_of_life;adherence;adverse_events,822 PMC5326822.1 5326822 5326822 27897406 10.1002/jcsm.12132 JCSM12132 JCSM-D-15-00201 1 Original Article Original Articles Integrated care for geriatric frailty and sarcopenia: a randomized control trial A RCT for geriatric frailty and sarcopenia D.‐C.(.D.). Chan et al. Chan Ding‐Cheng (Derrick) 1 2 Tsou Hsiao‐Hui 3 4 Chang Chirn‐Bin 5 6 Yang Rong‐Sen 7 Tsauo Jau‐Yih,"rmits use and distribution in any medium, provided the original work is properly cited, the use is non‐commercial and no modifications or adaptations are made. Abstract Background Exercise, nutrition, and psychological interventions may all have positive impacts on frailty and sarcopenia. However, it is not known whether an integrated care programme with all three c","the current study had a longer intervention period (6 months vs 3 months). Therefore, the maximum effect was shown at 6 months in the current study. In the prior pilot study, the control group received only the education booklet for home exercise. In the current study, the LLC group received face‐to‐face training for 2 h and an educational booklet/CD‐ROM to improve thei","Results Mean age was 71.6 ± 4.3 years, with 53% females. For the entire cohort, improvement of primary outcome was 35% at 3 months, increased to 40% at 6 months, and remained stable at 39% at 12 months. Improvement rates were similar in both groups. Compared with the LLC group, HLC participants had greater improvements in the following indices: energy expenditure of walking, 5 m walking time, dominant hand grip strength, timed‐up‐and‐go‐test, and one‐leg‐stand time — mainly at 6 and 12 month assessments.
Results Participant flow Overall 323 subjects received initial screening with the CCSHA_CFS and signed informed consent forms. Of those, 296 completed the first‐stage baseline assessments and enrolled in the study. The enrollment periods were roughly 3 months. Before randomization, 7 dropped out of the study, and 289 were randomized into HLC ( N = 143) and LLC ( N = 146) groups. The major reasons for dropouts were lost contact ( n = 2), and refusal ( n = 2). At the end of intervention (6 months), 87% of HLC subjects and 90% of LLC subjects returned for assessments. At the end of the study (12 months), 87% of the HLC subjects and 92% of the LLC subjects completed the final assessments (Figure 1). The major reason for attrition was lost contact ( n = 16 at 3 months; n = 22 at 6 months; n = 15 at 12 months). All 289 subjects were included in the ITT analyses. At all time points, the HLC group had a significantly higher proportion of subjects practicing at least 50% of the recommended home exercise sessions (63% vs 19% at 6 months, 60% vs 20% at 12 months, both p < 0.001) than the LLC group. In addition, 67% of HLC group subjects attended at least half of the hospital‐based exercise sessions. Baseline characteristics (Tables 1 and 2 ) Table 1 Baseline characteristics, total",,,
PMC5351552,27178766.0,10.1016/j.cct.2016.05.001,Identifying effective and feasible interventions to accelerate functional recovery from hospitalization in older adults: A randomized controlled pilot trial.,2016.0,Contemporary clinical trials,https://pubmed.ncbi.nlm.nih.gov/27178766/,original_high_confidence,exercise_plus_nutrition,Identifying Effective and Feasible Interventions to Accelerate Functional Recovery from Hospitalization in Older Adults: A Randomized Controlled Pilot Trial,include_primary_accessible,Community/home/primary-care frailty RCT confirmed by mined full-text fields,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,frailty;gait_speed;sppb;grip_strength;adl;falls;quality_of_life;adherence;adverse_events,"1016/j.cct.2016.05.001 NIHMS852867 NIHPA852867 1 Article Identifying Effective and Feasible Interventions to Accelerate Functional Recovery from Hospitalization in Older Adults: A Randomized Controlled Pilot Trial Deer Rachel R. a * Dickinson Jared M. b * Fisher Steve R. a c Ju Hyunsu d Volpi Elena a e a Sealy Center on Aging, The University of Texas Medical Branch. 3",IHPA Author Manuscripts PMC5351552 PMC5351552.1 5351552 5351552 NIHMS852867 27178766 10.1016/j.cct.2016.05.001 NIHMS852867 NIHPA852867 1 Article Identifying Effective and Feasible Interventions to Accelerate Functional Recovery from Hospitalization in Older Adults: A Randomized Controlled Pilot Trial Deer Rachel R. a * Dickinson Jared M. b * Fisher Steve R. a c Ju Hyuns,"acute medical condition. Subjects will be randomized to one of five interventions initiated immediately upon discharge: 1. protein supplementation, 2. in-home rehabilitation plus placebo supplementation, 3. in-home rehabilitation plus protein supplementation, 4. single testosterone injection, or 5. isocaloric placebo supplementation. Testing will occur during hosp",,,,
PMC5552187,28514618.0,10.1056/NEJMoa1616338,"Aerobic or Resistance Exercise, or Both, in Dieting Obese Older Adults.",2017.0,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/28514618/,original_high_confidence,exercise_only,"Aerobic or Resistance Exercise, or Both, in Dieting Obese Older Adults",include_secondary_disease_specific,Frailty RCT but disease-specific population,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,frailty;gait_speed;sppb;adl;falls;quality_of_life;adherence;adverse_events,"er adults, we evaluated the effectiveness of several exercise modes in reversing frailty and preventing reduction in muscle and bone mass induced by weight loss. Participants were randomly assigned to a weight-management program plus one of three exercise programs — aerobic training, resistance training, or combined aerobic and resistance training — or to a control group (no","n yes pmc-collection-title NIHPA Author Manuscripts PMC5552187 PMC5552187.1 5552187 5552187 NIHMS889796 28514618 10.1056/NEJMoa1616338 NIHMS889796 NIHPA889796 1 Article Aerobic or Resistance Exercise, or Both, in Dieting Obese Older Adults Villareal Dennis T. M.D. Aguirre Lina M.D. Gurney A. Burke Ph.D., P.T. Waters Debra L. Ph.D. Sinacore David R. Ph.D., P.T. Colombo","randomly assigned to a weight-management program plus one of three exercise programs — aerobic training, resistance training, or combined aerobic and resistance training — or to a control group (no weight-management or exercise program). The primary outcome was the change in Physical Performance Test score from baseline to 6 months (scores range from 0 to 36 points; high","RESULTS A total of 141 participants completed the study. The Physical Performance Test score increased more in the combination group than in the aerobic and resistance groups (27.9 to 33.4 points [21% increase] vs. 29.3 to 33.2 points [14% increase] and 28.8 to 32.7 points [14% increase], respectively; P=0.01 and P=0.02 after Bonferroni correction); the scores increased more in all exercise groups than in the control group (P<0.001 for between-group comparisons). Peak oxygen consumption (milliliters per kilogram of body weight per minute) increased more in the combination and aerobic groups (17.2 to 20.3 [17% increase] and 17.6 to 20.9 [18% increase], respectively) than in the resistance group (17.0 to 18.3 [8% increase]) (P<0.001 for both comparisons). Strength increased more in the combination and resistance groups (272 to 320 kg [18% increase] and 288 to 337 kg [19% increase], respectively) than in the aerobic group (265 to 270 kg [4% increase]) (P<0.001 for both comparisons). Body weight decreased by 9% in all exercise groups but did not change significantly in the control group. Lean mass decreased less in the combination and resistance groups than in the aerobic group (56.5 to 54.8 kg [3% decrease] and 58.1 to 57.1 kg [2% decrease], respectively, vs. 55.0 to 52.3 kg [5% decrease]), as did bone mineral density at the total hip (grams per square centimeter; 1.010 to 0.996 [1% decrease] and 1.047 to 1.041 [0.5% decrease], respectively, vs. 1.018 to 0.991 [3% decrease]) (P<0.05 for all comparisons). Exercise-related adverse events included musculoskeletal injuries.
RESULTS STUDY POPULATION A total of 160 participants underwent randomization, and 141 participants (88%) completed the study ( Fig. 1 ). Nineteen participants discontinued the intervention and were included",,,
PMC5603129,28951766.0,10.1155/2017/4807046,"Effect of Weight Loss, Exercise, or Both on Undercarboxylated Osteocalcin and Insulin Secretion in Frail, Obese Older Adults.",2017.0,Oxidative medicine and cellular longevity,https://pubmed.ncbi.nlm.nih.gov/28951766/,original_high_confidence,multidomain,"Effect of Weight Loss, Exercise, or Both on Undercarboxylated Osteocalcin and Insulin Secretion in Frail, Obese Older Adults",include_secondary_disease_specific,Frailty RCT but disease-specific population,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,frailty;gait_speed;adl;adherence;adverse_events,"nsulin secretion. The long-term effect of lifestyle interventions on UcOC and insulin secretion has not been investigated. Methods One hundred seven frail, obese older adults were randomized into the control ( N = 27), diet ( N = 26), exercise ( N = 26), and diet-exercise ( N = 28) groups for 1 year. Main outcomes included changes in UcOC and disposition index (DI). R","L Oxidative Medicine and Cellular Longevity 1942-0900 1942-0994 Wiley PMC5603129 PMC5603129.1 5603129 5603129 28951766 10.1155/2017/4807046 1 Clinical Study Effect of Weight Loss, Exercise, or Both on Undercarboxylated Osteocalcin and Insulin Secretion in Frail, Obese Older Adults http://orcid.org/0000-0002-4908-9873 Colleluori Georgia 1 2 3 Napoli Nicola 3 Phadnis","tes or fasting glucose of ≥126 mg·dl −1 [ 22 ]; and current smoking. 2.2. Study Design Participants ( n = 107) were randomly assigned to one of four groups stratified for sex: (1) control group, (2) 10% diet-induced weight-loss group (diet group), (3) exercise training without weight loss (exercise group), and (4) 10% diet-induced weight loss and exercise training (diet–","Results UcOC increased in the diet group (36 ± 11.6%) but not in the other groups ( P < 0.05 between groups). Although similar increases in DI occurred in the diet-exercise and diet groups at 6 months, DI increased more in the diet-exercise group (92.4 ± 11.4%) than in the diet group (61.9 ± 15.3%) at 12 months ( P < 0.05). UcOC and body composition changes predicted DI variation in the diet group only ( R 2 = 0.712), while adipocytokines and physical function changes contributed to DI variation in both the diet (∆ R 2 = 0.140 and 0.107) and diet-exercise (∆ R 2 = 0.427 and 0.243) groups ( P < 0.05 for all).
3. Results 3.1. Study Population The results of randomization, follow-up, and compliance have been reported [ 9 ]. Briefly, of the 107 participants randomized, 93 (87%) completed the intervention. Fourteen participants (4 in the control group, 3 in the diet group, 4 in the exercise group, and 3 in the diet-exercise group) did not complete the intervention for medical or personal reasons but were included in the intention-to-treat analyses. Baseline characteristics including body composition, bone turnover and BMD, physical function, and adipocytokines did not significantly differ among the groups ( Table 1 ). As reported, body weight decreased similarly in the diet group (−9.6 ± 1.2%) and diet-exercise group (−9.4 ± 0.8%), while weight was stable in the exercise group (−0.6% ± 0.7%) and control group (−0.2% ± 0.7%) [ 9 ]. 3.2. Undercarboxylated Osteocalcin Serum UcOC increased in the diet group at 6 months (29.2 ± 11.0%) and remained elevated at 12 months (36.0 ± 11.6%); in contrast, serum UcOC did not change in the control group, exercise group, and diet-exercise group ( P = 0.04 for the between-group differences) ( Table 2 , Figure 1(a) ). Total serum OC increased",,,
PMC5898617,29310138.0,10.7326/M16-2011,Effect of Physical Activity on Frailty: Secondary Analysis of a Randomized Controlled Trial.,2018.0,Annals of internal medicine,https://pubmed.ncbi.nlm.nih.gov/29310138/,original_high_confidence,exercise_only,Effect of Physical Activity on Frailty: Secondary Analysis of a Randomized Controlled Trial,exclude,Protocol/review signal in full-text-mined fields,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,frailty;gait_speed;sppb;grip_strength;falls;quality_of_life;adherence;adverse_events,"pts PMC5898617 PMC5898617.1 5898617 5898617 NIHMS952500 29310138 10.7326/M16-2011 NIHMS952500 NIHPA952500 1 Article Effect of Physical Activity on Frailty: Secondary Analysis of a Randomized Controlled Trial Trombetti Andrea MD 1 2 Hars Mélany PhD 1 Hsu Fang-Chi PhD 3 Reid Kieran F. PhD 2 Church Timothy S. MD, PhD 4 Gill Thomas M. MD 5 King Abby C. PhD 6 Liu Christine","r the LIFE Study investigators 1 Division of Bone Diseases, Department of Internal Medicine Specialties, Geneva University Hospitals and Faculty of Medicine, Geneva, Switzerland 2 Nutrition, Exercise Physiology and Sarcopenia Laboratory, Jean Mayer USDA Human Nutrition Research Center on Aging, Tufts University, Boston, Massachusetts, United States of America 3 Depar",,"Results Over 24 months of follow-up, the risk of frailty (n=1623) was not significantly different in the PA group versus the health education group (adjusted prevalence difference, −0.021 [95%CI, −0.049 to 0.007]). Among the three criteria of the SOF index, the PA intervention was associated with improvement in the inability to rise from a chair criterion (adjusted prevalence difference, −0.050 [CI, −0.081 to −0.020]). Baseline frailty status did not modify the effect of PA on reducing incident MMD ( P for interaction=0.91).
RESULTS Of the 14,831 individuals who were screened, 1635 were randomized ( Appendix Figure 1 ). Overall, participants’ mean (SD) age was 78.9 (5.2) and 67.2% were women. Baseline characteristics were similar in the two randomization groups ( 14 , 16 ). At baseline, 12 participants had no frailty data and 19.7% (319/1623) of the participants were frail ( Table 1 ). The mean (SD) number of frailty criteria was 0.9 (0.8) ( Appendix Table 1 ). Intervention adherence over 24 months in the PA group did not differ between participants classified as frail and not frail at enrollment ( Appendix Tables 2 and 3 ). By month 24, 97 (5.9%) participants dropped out the study, including 53 deaths. Among non-frail participants at baseline, the cumulative incidence of first frailty was lower in the PA group than the HE group at 6-month (adjusted difference, −0.05 [CI, −0.09 to −0.01]; P =0.013) and 24-month follow-up (−0.06 [CI, −0.13 to −0.001]; P =0.048) ( Table 2 ). The difference at 6-month remained significant in IPW analyses. The adjusted prevalence difference for the risk of frailty was not significant in both the ITT and IPW analyses (−0.021 [CI, −0.049 to 0.007]; P =0.148 in ITT analysis) ( Table 3 ; Appendix Table 1 ). Conditional on the frailty status at ",,,
PMC5963011,29783928.0,10.1186/s12872-018-0839-8,Physical activity intervention for elderly patients with reduced physical performance after acute coronary syndrome (HULK study): rationale and design of a randomized clinical trial.,2018.0,BMC cardiovascular disorders,https://pubmed.ncbi.nlm.nih.gov/29783928/,original_high_confidence,digital_home_unclear_intervention,Physical activity intervention for elderly patients with reduced physical performance after acute coronary syndrome (HULK study): rationale and design of a randomized clinical trial,exclude,Protocol/review signal in full-text-mined fields,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,frailty;gait_speed;sppb;grip_strength;adl;quality_of_life;adherence;adverse_events,-8 839 1 Study Protocol Physical activity intervention for elderly patients with reduced physical performance after acute coronary syndrome (HULK study): rationale and design of a randomized clinical trial Tonet Elisabetta tonet.elisabetta@gmail.com 1 Maietti Elisa e.maietti@ospfe.it 2 Chiaranda Giorgio G.Chiaranda@ausl.pc.it 3 Vitali Francesco francesco.vitali90@gmai,vasc Disord 17 bmccard BMC Cardiovascular Disorders 1471-2261 BMC PMC5963011 PMC5963011.1 5963011 5963011 29783928 10.1186/s12872-018-0839-8 839 1 Study Protocol Physical activity intervention for elderly patients with reduced physical performance after acute coronary syndrome (HULK study): rationale and design of a randomized clinical trial Tonet Elisabetta tonet.elisa,"vs. 7–9). A dedicated website assigns a unique treatment code, which dictates the treatment assignment for the subject. Patients are randomized in a 1:1 ratio to standard of care (control group) or to an early, tailored, low-cost physical activity intervention (experimental group). Patients not confirming an SPPB score 4 to 9 thirty days after discharge are excluded (Fig",,,,
PMC6008824,29988285.0,10.1155/2018/8916274,"Effects of Strength Training on Muscle Properties, Physical Function, and Physical Activity among Frail Older People: A Pilot Study.",2018.0,Journal of aging research,https://pubmed.ncbi.nlm.nih.gov/29988285/,original_high_confidence,exercise_only,"Effects of Strength Training on Muscle Properties, Physical Function, and Physical Activity among Frail Older People: A Pilot Study",include_primary_accessible,Community/home/primary-care frailty RCT confirmed by mined full-text fields,yes,yes,no,yes,yes,yes,no,no,no,no,yes,frailty;gait_speed;grip_strength;falls;quality_of_life;adherence,"ir climbing, rising from a chair, and preferred and maximal walking speed), and physical activity among frail elderly people receiving home-care services. Thirty participants were randomly assigned (by sex) to a control group (CON) or a strength training group (ST) performing a supervised training programme using elastic bands, box-lifting, and body weight exercises twice pe","use, distribution, and reproduction in any medium, provided the original work is properly cited. The aim of this study was to determine the effects of a 10-week strength training intervention on isometric strength, rate of force development (RFD), physical function (stair climbing, rising from a chair, and preferred and maximal walking speed), and physical activity amo",", and preferred and maximal walking speed), and physical activity among frail elderly people receiving home-care services. Thirty participants were randomly assigned (by sex) to a control group (CON) or a strength training group (ST) performing a supervised training programme using elastic bands, box-lifting, and body weight exercises twice per week. Twenty-three partici","3. Results 3.1. Maximal Strength and Rate of Force Development (RFD) For the maximal strength and RFD, there was no interaction for the ( F =0.714–4.114, p =0.0.3–0.409) or a main effect for groups ( F =0.032–0.269, p =0.390–0.861). With exceptions for maximal strength in the arm ( F =1.162, p =0.294), there was a main effect for time ( F =4.473–10.043, p =0.005–0.047). After the post hoc tests, the ST group had a 15.3% nonsignificant improvement in the leg extension test ( p =0.10, ES=0.31) and a 53.1% increase for peak RFD ( p =0.04, ES=0.69). In the elbow flexion test, a nonsignificant 51.3% improvement for peak RFD ( p =0.08, ES=0.60) was observed. No significant differences were observed for the CON ( p =0.16–1.00) (Figures 3 and 4 ). 3.2. Physical Function For the physical function tests, there was no interaction ( F =0.087–2.519, p =0.130–0.770) or a main effect for groups ( F =1.888–2.696, p =0.115–0.186) or time ( F =0.55–2.223, p =0.151–0.817) with one exception. The stair climbing test had significant main effect for time ( F =4.659, p =0.044). Despite an overall improvement in stair climbing of 26.6%, the improvement was not significant for the ST ( p =0.22). Furthermore, no significant difference was observed for the CON ( p =0.22). All details are presented in Table 2 . 3.3. Physical Activity (PA) For PA, there was no interaction ( F =0.009–0.939, p =0.341–0.927), main effects for time (0.001–0.223, p =0.644–0.980) or group ( F =0.120–4.178, p =0.059–0.734) for the variables overall PA, inactivity, moderate intensity, high intensity, and numbers of steps per day. However, an interaction was observed for the variable low intensity ( F =5.008, p =0.041). Post hoc tests demonstrated no differences between the groups ( p =0.480–1.000) or differences between pr",,,
