pmid,doi,title,year,journal,url,priority_reason
36426763,10.1111/ggi.14511,"Adherence, safety and potential effectiveness of a home-based Radio-Taiso exercise program in older adults with frailty: A pilot randomized controlled trial.",2023,Geriatrics & gerontology international,https://pubmed.ncbi.nlm.nih.gov/36426763/,Community/primary-care frailty RCT candidate
36849160,10.1093/ageing/afad012,Building resilience and reversing frailty: a randomised controlled trial of a primary care intervention for older adults.,2023,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/36849160/,Community/primary-care frailty RCT candidate
34889703,10.1080/09638288.2021.2012844,Conceptualization of frailty in rehabilitation interventions with adults: a scoping review.,2023,Disability and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/34889703/,Implementation-relevant frailty RCT candidate
35226732,10.1093/gerona/glac055,Development and Validation of a Cutoff for the Chair Stand Test as a Screening for Mobility Impairment in the Context of the Integrated Care for Older People Program.,2023,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/35226732/,Community/primary-care frailty RCT candidate
37875291,10.1002/jcsm.13359,Dose-response effects of resistance training on physical function in frail older Chinese adults: A randomized controlled trial.,2023,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/37875291/,Community/primary-care frailty RCT candidate
36673644,10.3390/healthcare11020276,Effect of the Active Aging-in-Place-Rehabilitation Nursing Program: A Randomized Controlled Trial.,2023,"Healthcare (Basel, Switzerland)",https://pubmed.ncbi.nlm.nih.gov/36673644/,Community/primary-care frailty RCT candidate
34417416,10.1519/JPT.0000000000000326,Effectiveness of a Supervised Group-Based Otago Exercise Program on Functional Performance in Frail Institutionalized Older Adults: A Multicenter Randomized Controlled Trial.,2023,Journal of geriatric physical therapy (2001),https://pubmed.ncbi.nlm.nih.gov/34417416/,Community/primary-care frailty RCT candidate
37026833,10.1097/PHM.0000000000002246,Effects of Exercise Interventions on Physical Performance and Activities of Daily Living in Oldest-Old and Frail Older Adults: A Review of the Literature.,2023,American journal of physical medicine & rehabilitation,https://pubmed.ncbi.nlm.nih.gov/37026833/,Community/primary-care frailty RCT candidate
37240869,10.3390/life13051224,"Effects of High-Intensity Functional Training (HIFT) on the Functional Capacity, Frailty, and Physical Condition of Older Adults with Mild Cognitive Impairment: A Blind Randomized Controlled Clinical Trial.",2023,"Life (Basel, Switzerland)",https://pubmed.ncbi.nlm.nih.gov/37240869/,Community/primary-care frailty RCT candidate
36629088,10.14283/jfa.2022.48,"Effects of Vitamin D, Omega-3 Fatty Acids and a Home Exercise Program on Prevention of Pre-Frailty in Older Adults: The DO-HEALTH Randomized Clinical Trial.",2023,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/36629088/,Community/primary-care frailty RCT candidate
37328797,10.1186/s12877-023-04080-0,Effects of an individualised exercise programme plus Behavioural Change Enhancement (BCE) strategies for managing fatigue in frail older adults: a cluster randomised controlled trial.,2023,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/37328797/,Community/primary-care frailty RCT candidate
37111195,10.3390/nu15081976,"Efficacy of Dietary Intervention with Group Activities on Dietary Intakes, Frailty Status, and Working Memory: A Cluster-Randomized Controlled Trial in Community Strongholds.",2023,Nutrients,https://pubmed.ncbi.nlm.nih.gov/37111195/,Community/primary-care frailty RCT candidate
36528997,10.1016/j.gerinurse.2022.11.019,Efficacy of a multicomponent exercise training program intervention in community-dwelling older adults during the COVID-19 pandemic: A cluster randomized controlled trial.,2023,"Geriatric nursing (New York, N.Y.)",https://pubmed.ncbi.nlm.nih.gov/36528997/,Community/primary-care frailty RCT candidate
37997084,10.1016/S0140-6736(23)02071-8,Enabling health and maintaining independence for older people at home (HomeHealth trial): a multicentre randomised controlled trial.,2023,"Lancet (London, England)",https://pubmed.ncbi.nlm.nih.gov/37997084/,Community/primary-care frailty RCT candidate
36525074,10.1519/JPT.0000000000000334,"Home-Based Health Care Interventions for People Aged 75 Years and Above With Chronic, Noninflammatory Musculoskeletal Pain: A Scoping Review.",2023,Journal of geriatric physical therapy (2001),https://pubmed.ncbi.nlm.nih.gov/36525074/,Community/primary-care frailty RCT candidate
37960913,10.1007/s12603-023-1991-0,Hybrid Exercise Program Enhances Physical Fitness and Reverses Frailty in Older Adults: Insights and Predictions from Machine Learning.,2023,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/37960913/,Community/primary-care frailty RCT candidate
37357328,10.1007/s12603-023-1928-7,"Impact of Exercise and Cognitive Stimulation Therapy on Physical Function, Cognition and Muscle Mass in Pre-Frail Older Adults in the Primary Care Setting: A Cluster Randomized Controlled Trial.",2023,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/37357328/,Community/primary-care frailty RCT candidate
38111605,10.3389/fnut.2023.1284497,Medium-chain triglycerides (8:0 and 10:0) increase muscle mass and function in frail older adults: a combined data analysis of clinical trials.,2023,Frontiers in nutrition,https://pubmed.ncbi.nlm.nih.gov/38111605/,Community/primary-care frailty RCT candidate
37325959,10.1093/gerona/glad024,Optimizing the Design of Clinical Trials to Evaluate the Efficacy of Function-Promoting Therapies.,2023,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/37325959/,Community/primary-care frailty RCT candidate
36266559,10.1007/s11357-022-00674-5,Pre-frail older adults show improved cognition with StayFitLonger computerized home-based training: a randomized controlled trial.,2023,GeroScience,https://pubmed.ncbi.nlm.nih.gov/36266559/,Community/primary-care frailty RCT candidate
36636457,10.2147/CIA.S391700,Protein-Added Healthy Lunch-Boxes Combined with Exercise for Improving Physical Fitness and Vascular Function in Pre-Frail Older Women: A Community-Based Randomized Controlled Trial.,2023,Clinical interventions in aging,https://pubmed.ncbi.nlm.nih.gov/36636457/,Community/primary-care frailty RCT candidate
37808397,10.1002/jbm4.10801,"The Association of Tryptophan and Its Metabolites With Incident Hip Fractures, Mortality, and Prevalent Frailty in Older Adults: The Cardiovascular Health Study.",2023,JBMR plus,https://pubmed.ncbi.nlm.nih.gov/37808397/,Community/primary-care frailty RCT candidate
37049448,10.3390/nu15071607,The Impact of Nutrition and Oral Function Exercise on among Community-Dwelling Older People.,2023,Nutrients,https://pubmed.ncbi.nlm.nih.gov/37049448/,Community/primary-care frailty RCT candidate
38066459,10.1186/s12877-023-04552-3,The reliability and suitability of strength assessments in frail and pre-frail older adults: recommendations for strength testing in older populations.,2023,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/38066459/,Implementation-relevant frailty RCT candidate
36259579,10.1007/s12603-022-1843-3,Clinical Efficacy of Multidomain Interventions among Multimorbid Older People Stratified by the Status of Physio-Cognitive Declines: A Secondary Analysis from the Randomized Controlled Trial for Healthy Aging.,2022,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/36259579/,Community/primary-care frailty RCT candidate
36031320,10.1016/j.identj.2022.06.010,Decline in Oral Function and Its Management.,2022,International dental journal,https://pubmed.ncbi.nlm.nih.gov/36031320/,Community/primary-care frailty RCT candidate
35677205,10.3389/fnagi.2022.845825,"Does Cognitive Training Improve Mobility, Enhance Cognition, and Promote Neural Activation?",2022,Frontiers in aging neuroscience,https://pubmed.ncbi.nlm.nih.gov/35677205/,Community/primary-care frailty RCT candidate
36098968,10.1001/jamanetworkopen.2022.31206,Effect of Vitamin D3 and Omega-3 Fatty Acid Supplementation on Risk of Frailty: An Ancillary Study of a Randomized Clinical Trial.,2022,JAMA network open,https://pubmed.ncbi.nlm.nih.gov/36098968/,Community/primary-care frailty RCT candidate
36102762,10.1016/S2666-7568(22)00124-6,Effectiveness of a complex intervention of group-based nutrition and physical activity to prevent frailty in pre-frail older adults (SUPER): a randomised controlled trial.,2022,The lancet. Healthy longevity,https://pubmed.ncbi.nlm.nih.gov/36102762/,Community/primary-care frailty RCT candidate
35098980,10.14283/jpad.2021.40,Effects of Mindfulness-Based Tai Chi Chuan on Physical Performance and Cognitive Function among Cognitive Frailty Older Adults: A Six-Month Follow-Up of a Randomized Controlled Trial.,2022,The journal of prevention of Alzheimer's disease,https://pubmed.ncbi.nlm.nih.gov/35098980/,Community/primary-care frailty RCT candidate
35150086,10.1002/jcsm.12925,"Effects of Vivifrail multicomponent intervention on functional capacity: a multicentre, randomized controlled trial.",2022,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/35150086/,Community/primary-care frailty RCT candidate
36580558,10.1093/ageing/afac303,Effects of a 12-week Vivifrail exercise program on intrinsic capacity among frail cognitively impaired community-dwelling older adults: secondary analysis of a multicentre randomised clinical trial.,2022,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/36580558/,Community/primary-care frailty RCT candidate
35766913,10.24095/hpcdp.42.6.02,"Encouraging older adults with pre-frailty and frailty to ""MoveStrong"": an analysis of secondary outcomes for a pilot randomized controlled trial.",2022,"Health promotion and chronic disease prevention in Canada : research, policy and practice",https://pubmed.ncbi.nlm.nih.gov/35766913/,Community/primary-care frailty RCT candidate
36045320,10.1186/s12877-022-03370-3,Exercise interventions for older people with cognitive frailty-a scoping review.,2022,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/36045320/,Implementation-relevant frailty RCT candidate
35887850,10.3390/jcm11144077,Frailty Status Improvement after 5-Month Multicomponent Program PROMUFRA in Community-Dwelling Older People: A Randomized Controlled Trial.,2022,Journal of clinical medicine,https://pubmed.ncbi.nlm.nih.gov/35887850/,Community/primary-care frailty RCT candidate
35616653,10.5014/ajot.2022.045948,Habit Formation Intervention to Reduce Frailty Risk Factors: A Feasibility Study.,2022,The American journal of occupational therapy : official publication of the American Occupational Therapy Association,https://pubmed.ncbi.nlm.nih.gov/35616653/,Community/primary-care frailty RCT candidate
35589429,10.1016/j.bja.2022.04.006,Home-based prehabilitation with exercise to improve postoperative recovery for older adults with frailty having cancer surgery: the PREHAB randomised clinical trial.,2022,British journal of anaesthesia,https://pubmed.ncbi.nlm.nih.gov/35589429/,Community/primary-care frailty RCT candidate
36341237,10.3389/fmed.2022.971497,Intrinsic capacity rather than intervention exposure influences reversal to robustness among prefrail community-dwelling older adults: A non-randomized controlled study of a multidomain exercise and nutrition intervention.,2022,Frontiers in medicine,https://pubmed.ncbi.nlm.nih.gov/36341237/,Community/primary-care frailty RCT candidate
35049127,10.1002/alz.12544,Is more always better? Dose effect in a multidomain intervention in older adults at risk of dementia.,2022,Alzheimer's & dementia : the journal of the Alzheimer's Association,https://pubmed.ncbi.nlm.nih.gov/35049127/,Community/primary-care frailty RCT candidate
35771806,10.1002/14651858.CD010494.pub2,Mobility training for increasing mobility and functioning in older people with frailty.,2022,The Cochrane database of systematic reviews,https://pubmed.ncbi.nlm.nih.gov/35771806/,Community/primary-care frailty RCT candidate
36037722,10.1016/j.archger.2022.104792,Resistance training-induced improvement in physical function is not associated to changes in endocrine somatotropic activity in prefrail older adults.,2022,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/36037722/,Community/primary-care frailty RCT candidate
34637524,10.1093/gerona/glab312,The Association of Prior Intensive Lifestyle Intervention and Diabetes Support and Education With Frailty Prevalence at Long-Term Follow-Up in the Action for Health in Diabetes Extension Study.,2022,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/34637524/,Community/primary-care frailty RCT candidate
35297463,10.1007/s12603-022-1745-4,The Effects of an Integrated Exercise Intervention on the Attenuation of Frailty in Elderly Nursing Homes: A Cluster Randomized Controlled Trial.,2022,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/35297463/,Implementation-relevant frailty RCT candidate
35399053,10.1186/s12877-022-02888-w,The effects of vitamin D supplementation on frailty in older adults at risk for falls.,2022,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/35399053/,Community/primary-care frailty RCT candidate
33691612,10.1080/21551197.2021.1886222,A Randomized Controlled Pilot Exercise and Protein Effectiveness Supplementation Study (EXPRESS) on Reducing Frailty Risk in Community-Dwelling Older People.,2021,Journal of nutrition in gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/33691612/,Community/primary-care frailty RCT candidate
34725661,10.1007/s12603-021-1671-x,"Association of Pain and Impact of Dual-Task Exercise on Function, Cognition and Quality of Life.",2021,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/34725661/,Community/primary-care frailty RCT candidate
32858228,10.1016/j.cct.2020.106124,DO-HEALTH: Vitamin D3 - Omega-3 - Home exercise - Healthy aging and longevity trial - Design of a multinational clinical trial on healthy aging among European seniors.,2021,Contemporary clinical trials,https://pubmed.ncbi.nlm.nih.gov/32858228/,Community/primary-care frailty RCT candidate
34283997,10.1016/j.apmr.2021.06.017,"Effect of 12-Month Supervised, Home-Based Physical Exercise on Functioning Among Persons With Signs of Frailty: A Randomized Controlled Trial.",2021,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/34283997/,Community/primary-care frailty RCT candidate
33742266,10.1007/s11121-021-01221-y,Effectiveness of Community-Delivered Functional Power Training Program for Frail and Pre-frail Community-Dwelling Older Adults: a Randomized Controlled Study.,2021,Prevention science : the official journal of the Society for Prevention Research,https://pubmed.ncbi.nlm.nih.gov/33742266/,Community/primary-care frailty RCT candidate
33968874,10.3389/fpubh.2021.610184,Effectiveness of a Community-Based Muscle Strengthening Exercise Program to Increase Muscle Strength Among Pre-frail Older Persons in Malaysia: A Pilot Study.,2021,Frontiers in public health,https://pubmed.ncbi.nlm.nih.gov/33968874/,Community/primary-care frailty RCT candidate
34620081,10.1186/s11556-021-00273-x,Effectiveness of a community-delivered pneumatic machine resistance training programme (Gym Tonic) for older adults at neighbourhood senior centres - a randomized controlled trial.,2021,European review of aging and physical activity : official journal of the European Group for Research into Elderly and Physical Activity,https://pubmed.ncbi.nlm.nih.gov/34620081/,Community/primary-care frailty RCT candidate
35011838,10.3390/jcm11010097,Effects of Resistance Training Intervention along with Leucine-Enriched Whey Protein Supplementation on Sarcopenia and Frailty in Post-Hospitalized Older Adults: Preliminary Findings of a Randomized Controlled Trial.,2021,Journal of clinical medicine,https://pubmed.ncbi.nlm.nih.gov/35011838/,Implementation-relevant frailty RCT candidate
33765656,10.1016/j.archger.2021.104392,Efficacy of Multidomain Intervention Against Physio-cognitive Decline Syndrome: A Cluster-randomized Trial.,2021,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/33765656/,Community/primary-care frailty RCT candidate
34449605,10.3390/geriatrics6030072,Enhancement of Anticipatory Postural Adjustments by Virtual Reality in Older Adults with Cognitive and Motor Deficits: A Randomised Trial.,2021,"Geriatrics (Basel, Switzerland)",https://pubmed.ncbi.nlm.nih.gov/34449605/,Community/primary-care frailty RCT candidate
34383662,10.2196/28400,Feasibility and Effects of Virtual Reality Motor-Cognitive Training in Community-Dwelling Older People With Cognitive Frailty: Pilot Randomized Controlled Trial.,2021,JMIR serious games,https://pubmed.ncbi.nlm.nih.gov/34383662/,Community/primary-care frailty RCT candidate
34179937,10.1007/s12603-021-1636-0,Gait Speed and Evolution of Verbal Fluencies in Frail or Prefrail Older People with Type 2 Diabetes. A Pilot Study.,2021,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/34179937/,Community/primary-care frailty RCT candidate
33128790,10.1111/joor.13122,Improvement of oral hypofunction by a comprehensive oral and physical exercise programme including textured lunch gatherings.,2021,Journal of oral rehabilitation,https://pubmed.ncbi.nlm.nih.gov/33128790/,Community/primary-care frailty RCT candidate
33513714,10.3390/md19020062,Limited Benefit of Marine Protein Hydrolysate on Physical Function and Strength in Older Adults: A Randomized Controlled Trial.,2021,Marine drugs,https://pubmed.ncbi.nlm.nih.gov/33513714/,Community/primary-care frailty RCT candidate
34351363,10.1093/ageing/afab149,Long-term effect of a 24-week multicomponent intervention on physical performance and frailty in community-dwelling older adults.,2021,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/34351363/,Community/primary-care frailty RCT candidate
34105709,10.14283/jfa.2021.2,Multicomponent exercise program in older adults with lung cancer during adjuvant/palliative treatment: A secondary analysis of an intervention study.,2021,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/34105709/,Community/primary-care frailty RCT candidate
34092633,10.3233/JAD-201607,"Multidomain Intervention for Reversal of Cognitive Frailty, Towards a Personalized Approach (AGELESS Trial): Study Design.",2021,Journal of Alzheimer's disease : JAD,https://pubmed.ncbi.nlm.nih.gov/34092633/,Community/primary-care frailty RCT candidate
32443963,10.1089/rej.2020.2302,Perceptive-Cognitive and Physical Function in Prefrail Older Adults: Exergaming Versus Traditional Multicomponent Training.,2021,Rejuvenation research,https://pubmed.ncbi.nlm.nih.gov/32443963/,Community/primary-care frailty RCT candidate
33999544,10.1056/NEJMoa2026141,Physical Rehabilitation for Older Patients Hospitalized for Heart Failure.,2021,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/33999544/,Implementation-relevant frailty RCT candidate
33937294,10.3389/fmed.2021.660463,"Possible Sarcopenia and Impact of Dual-Task Exercise on Gait Speed, Handgrip Strength, Falls, and Perceived Health.",2021,Frontiers in medicine,https://pubmed.ncbi.nlm.nih.gov/33937294/,Community/primary-care frailty RCT candidate
33228950,10.1016/j.amjmed.2020.09.019,Randomized Comparison of Exercise Intervention Versus Usual Care in Older Adult Patients with Frailty After Acute Myocardial Infarction.,2021,The American journal of medicine,https://pubmed.ncbi.nlm.nih.gov/33228950/,Community/primary-care frailty RCT candidate
33546255,10.3390/ijerph18041396,Randomized Controlled Trial on the Effects of a Combined Intervention of Computerized Cognitive Training Preceded by Physical Exercise for Improving Frailty Status and Cognitive Function in Older Adults.,2021,International journal of environmental research and public health,https://pubmed.ncbi.nlm.nih.gov/33546255/,Community/primary-care frailty RCT candidate
33975304,10.1159/000514676,Reinforcement Effects of Social Network Intervention during Nutritional Supplementation in Frail Older Adults.,2021,Gerontology,https://pubmed.ncbi.nlm.nih.gov/33975304/,Community/primary-care frailty RCT candidate
34302941,10.1016/j.exger.2021.111496,Resistance exercise training at different loads in frail and healthy older adults: A randomised feasibility trial.,2021,Experimental gerontology,https://pubmed.ncbi.nlm.nih.gov/34302941/,Community/primary-care frailty RCT candidate
34559837,10.1371/journal.pone.0257742,The MoveStrong program for promoting balance and functional strength training and adequate protein intake in pre-frail older adults: A pilot randomized controlled trial.,2021,PloS one,https://pubmed.ncbi.nlm.nih.gov/34559837/,Community/primary-care frailty RCT candidate
32114877,10.1177/0733464820902652,"The Otago Exercise Program With or Without Motivational Interviewing for Community-Dwelling Older Adults: A 12-Month Follow-Up of a Randomized, Controlled Trial.",2021,Journal of applied gerontology : the official journal of the Southern Gerontological Society,https://pubmed.ncbi.nlm.nih.gov/32114877/,Community/primary-care frailty RCT candidate
33583000,10.1007/s41999-020-00438-4,The sarcopenia and physical frailty in older people: multi-component treatment strategies (SPRINTT) project: description and feasibility of a nutrition intervention in community-dwelling older Europeans.,2021,European geriatric medicine,https://pubmed.ncbi.nlm.nih.gov/33583000/,Community/primary-care frailty RCT candidate
32375239,10.3390/geriatrics5020029,"A Novel Exercise for Enhancing Visuospatial Ability in Older Adults with Frailty: Development, Feasibility, and Effectiveness.",2020,"Geriatrics (Basel, Switzerland)",https://pubmed.ncbi.nlm.nih.gov/32375239/,Community/primary-care frailty RCT candidate
33032532,10.1186/s12877-020-01805-3,A physical activity program versus usual care in the management of quality of life for pre-frail older adults with chronic pain: randomized controlled trial.,2020,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/33032532/,Community/primary-care frailty RCT candidate
32276783,10.1016/j.jamda.2020.02.008,Comparative Effectiveness of Functional Tests in Fall Prediction After Hip Fracture.,2020,Journal of the American Medical Directors Association,https://pubmed.ncbi.nlm.nih.gov/32276783/,Community/primary-care frailty RCT candidate
31997543,10.1002/jcsm.12504,Comprehensive geriatric intervention in community-dwelling older adults: a cluster-randomized controlled trial.,2020,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/31997543/,Community/primary-care frailty RCT candidate
33444206,10.1136/bmjopen-2020-040637,Effectiveness and cost-effectiveness of personalised dietary advice aiming at increasing protein intake on physical functioning in community-dwelling older adults with lower habitual protein intake: rationale and design of the PROMISS randomised controlled trial.,2020,BMJ open,https://pubmed.ncbi.nlm.nih.gov/33444206/,Community/primary-care frailty RCT candidate
31706917,10.1016/j.jamda.2019.08.024,Effects of a Multicomponent Frailty Prevention Program in Prefrail Community-Dwelling Older Persons: A Randomized Controlled Trial.,2020,Journal of the American Medical Directors Association,https://pubmed.ncbi.nlm.nih.gov/31706917/,Community/primary-care frailty RCT candidate
32702879,10.1097/MD.0000000000021187,Effects of concurrent aerobic and resistance exercise in frail and pre-frail older adults: A randomized trial of supervised versus home-based programs.,2020,Medicine,https://pubmed.ncbi.nlm.nih.gov/32702879/,Community/primary-care frailty RCT candidate
32134208,10.1002/jcsm.12534,"Efficacy of multidomain interventions to improve physical frailty, depression and cognition: data from cluster-randomized controlled trials.",2020,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/32134208/,Community/primary-care frailty RCT candidate
32259186,10.14283/jfa.2020.13,"Multi-Component Exercise with High-Intensity, Free-Weight, Functional Resistance Training in Pre-Frail Females: A Quasi-Experimental, Pilot Study.",2020,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/32259186/,Community/primary-care frailty RCT candidate
32466446,10.3390/ijerph17113760,Multicomponent Exercise Program Reduces Frailty and Inflammatory Biomarkers and Improves Physical Performance in Community-Dwelling Older Adults: A Randomized Controlled Trial.,2020,International journal of environmental research and public health,https://pubmed.ncbi.nlm.nih.gov/32466446/,Community/primary-care frailty RCT candidate
32545408,10.3390/nu12061755,Nutrition and Sarcopenia-What Do We Know?,2020,Nutrients,https://pubmed.ncbi.nlm.nih.gov/32545408/,Community/primary-care frailty RCT candidate
32762725,10.1186/s12877-020-01668-8,Nutrition assessment and geriatric associated conditions among community dwelling Iranian elderly people.,2020,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/32762725/,Community/primary-care frailty RCT candidate
32859156,10.1186/s12877-020-01709-2,Rationale and protocol of the StayFitLonger study: a multicentre trial to measure efficacy and adherence of a home-based computerised multidomain intervention in healthy older adults.,2020,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/32859156/,Community/primary-care frailty RCT candidate
32375700,10.1186/s12877-020-01572-1,Sensor-based characterization of daily walking: a new paradigm in pre-frailty/frailty assessment.,2020,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/32375700/,Community/primary-care frailty RCT candidate
29962492,10.2188/jea.JE20170109,A Community-Wide Intervention Trial for Preventing and Reducing Frailty Among Older Adults Living in Metropolitan Areas: Design and Baseline Survey for a Study Integrating Participatory Action Research With a Cluster Trial.,2019,Journal of epidemiology,https://pubmed.ncbi.nlm.nih.gov/29962492/,Community/primary-care frailty RCT candidate
29395372,10.1016/j.clnu.2017.12.020,"A high whey protein, vitamin D and E supplement preserves muscle mass, strength, and quality of life in sarcopenic older adults: A double-blind randomized controlled trial.",2019,"Clinical nutrition (Edinburgh, Scotland)",https://pubmed.ncbi.nlm.nih.gov/29395372/,Community/primary-care frailty RCT candidate
31360662,,"An Interregional, Transdisciplinary and Good Practice-Based Approach for Frailty: the Mind&Gait Project.",2019,Translational medicine @ UniSa,https://pubmed.ncbi.nlm.nih.gov/31360662/,Community/primary-care frailty RCT candidate
31169912,10.1111/jgs.15994,Association of 3-Year Multidomain Intervention and Omega-3 Supplementation with Frailty Incidence.,2019,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/31169912/,Community/primary-care frailty RCT candidate
31774406,10.2196/15191,Continuous Digital Monitoring of Walking Speed in Frail Elderly Patients: Noninterventional Validation Study and Longitudinal Clinical Trial.,2019,JMIR mHealth and uHealth,https://pubmed.ncbi.nlm.nih.gov/31774406/,Community/primary-care frailty RCT candidate
30528641,10.1016/j.exger.2018.11.022,Effect of a short multicomponent exercise intervention focused on muscle power in frail and pre frail elderly: A pilot trial.,2019,Experimental gerontology,https://pubmed.ncbi.nlm.nih.gov/30528641/,Community/primary-care frailty RCT candidate
31466229,10.3390/ijerph16173125,Effectiveness of a Combined Intervention on Psychological and Physical Capacities of Frail Older Adults: A Cluster Randomized Controlled Trial.,2019,International journal of environmental research and public health,https://pubmed.ncbi.nlm.nih.gov/31466229/,Community/primary-care frailty RCT candidate
31016897,10.1002/jcsm.12432,Effectiveness of a multimodal intervention in functionally impaired older people with type 2 diabetes mellitus.,2019,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/31016897/,Implementation-relevant frailty RCT candidate
30691405,10.1186/s12877-018-1024-8,"Effectiveness of an intervention in multicomponent exercise in primary care to improve frailty parameters in patients over 70 years of age (MEFAP-project), a randomised clinical trial: rationale and study design.",2019,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/30691405/,Community/primary-care frailty RCT candidate
31249332,10.1038/s41598-019-45767-y,Effects of Kinect-based exergaming on frailty status and physical performance in prefrail and frail elderly: A randomized controlled trial.,2019,Scientific reports,https://pubmed.ncbi.nlm.nih.gov/31249332/,Community/primary-care frailty RCT candidate
31133863,10.3389/fphys.2019.00445,Exercise and Dietary-Protein as a Countermeasure to Skeletal Muscle Weakness: Liverpool Hope University - Sarcopenia Aging Trial (LHU-SAT).,2019,Frontiers in physiology,https://pubmed.ncbi.nlm.nih.gov/31133863/,Community/primary-care frailty RCT candidate
31791364,10.1186/s12966-019-0855-9,Individualized home-based exercise and nutrition interventions improve frailty in older adults: a randomized controlled trial.,2019,The international journal of behavioral nutrition and physical activity,https://pubmed.ncbi.nlm.nih.gov/31791364/,Community/primary-care frailty RCT candidate
30941731,10.1007/s40520-019-01180-z,Older persons with signs of frailty in a home-based physical exercise intervention: baseline characteristics of an RCT.,2019,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/30941731/,Community/primary-care frailty RCT candidate
29672184,10.1080/19390211.2018.1454568,"Oral Supplementation with Beta-Hydroxy-Beta-Methylbutyrate, Arginine, and Glutamine Improves Lean Body Mass in Healthy Older Adults.",2019,Journal of dietary supplements,https://pubmed.ncbi.nlm.nih.gov/29672184/,Community/primary-care frailty RCT candidate
31367733,10.1007/s12603-019-1216-8,"Positive Effects of ""Textured Lunches"" Gatherings and Oral Exercises Combined with Physical Exercises on Oral and Physical Function in Older Individuals: A Cluster Randomized Controlled Trial.",2019,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/31367733/,Community/primary-care frailty RCT candidate
29381526,10.1519/JPT.0000000000000155,The Modified Otago Exercises Prevent Grip Strength Deterioration Among Older Fallers in the Malaysian Falls Assessment and Intervention Trial (MyFAIT).,2019,Journal of geriatric physical therapy (2001),https://pubmed.ncbi.nlm.nih.gov/29381526/,Implementation-relevant frailty RCT candidate
32300691,10.22540/JFSF-03-026,Breaking sedentary behaviour has the potential to increase/ maintain function in frail older adults.,2018,"Journal of frailty, sarcopenia and falls",https://pubmed.ncbi.nlm.nih.gov/32300691/,Community/primary-care frailty RCT candidate
30053278,10.1093/jn/nxy024,Cholecalciferol or 25-Hydroxycholecalciferol Supplementation Does Not Affect Muscle Strength and Physical Performance in Prefrail and Frail Older Adults.,2018,The Journal of nutrition,https://pubmed.ncbi.nlm.nih.gov/30053278/,Community/primary-care frailty RCT candidate
29310138,10.7326/M16-2011,Effect of Physical Activity on Frailty: Secondary Analysis of a Randomized Controlled Trial.,2018,Annals of internal medicine,https://pubmed.ncbi.nlm.nih.gov/29310138/,Community/primary-care frailty RCT candidate
